"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00924295774647887,0.0101232394366197,0.0110035211267606,0.0127640845070423,0.0171654929577465,0.022887323943662,0.0325704225352113
"0.05",0.0492957746478873,0.0519366197183099,0.054137323943662,0.0572183098591549,0.0660211267605634,0.0862676056338028,0.113116197183099
"0.1",0.0994718309859155,0.10431338028169,0.105193661971831,0.116197183098592,0.128961267605634,0.164172535211268,0.204665492957746
"0.2",0.199383802816901,0.203785211267606,0.207306338028169,0.220510563380282,0.253521126760563,0.305017605633803,0.376760563380282
"0.3",0.299295774647887,0.304577464788732,0.309859154929577,0.329225352112676,0.366197183098592,0.4375,0.51056338028169
"0.4",0.399207746478873,0.40625,0.414612676056338,0.433098591549296,0.46875,0.551496478873239,0.632042253521127
"0.5",0.49955985915493,0.506602112676056,0.517605633802817,0.545334507042254,0.581426056338028,0.673855633802817,0.757922535211268
"0.6",0.599471830985915,0.608714788732394,0.616637323943662,0.645246478873239,0.688820422535211,0.768926056338028,0.863116197183099
"0.7",0.699383802816901,0.707746478873239,0.720070422535211,0.746919014084507,0.783450704225352,0.878521126760563,0.979753521126761
"0.8",0.799295774647887,0.808098591549296,0.817781690140845,0.846830985915493,0.891725352112676,0.991637323943662,1
"0.9",0.899207746478873,0.911091549295775,0.918573943661972,0.954225352112676,1,1,1
"1",0.99955985915493,1,1,1,1,1,1
