"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00943738656987296,0.218874773139746,1,1,1,1,1
"0.05",0.0493647912885662,1,1,1,1,1,1
"0.1",0.0994555353901996,1,1,1,1,1,1
"0.2",0.199637023593466,1,1,1,1,1,1
"0.3",0.2994555353902,1,1,1,1,1,1
"0.4",0.399637023593466,1,1,1,1,1,1
"0.5",0.4994555353902,1,1,1,1,1,1
"0.6",0.599637023593466,1,1,1,1,1,1
"0.7",0.6994555353902,1,1,1,1,1,1
"0.8",0.799637023593466,1,1,1,1,1,1
"0.9",0.8994555353902,1,1,1,1,1,1
"1",0.999637023593466,1,1,1,1,1,1
