SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
NsiI.TP620354,1,    2563,7.76090673005524e-06,0.0410414197769591,114,NA,NA,0.000201254563696709,NA
GFSSContig17137_940,1,   36536,0.640520496658751,0.0808345748213998,114,NA,NA,0.998843955382605,NA
PstI.TP989644,1,   80828,0.425360766318669,0.193612603177584,114,NA,NA,0.927441918983669,NA
PstI.TP312105,1,   81356,0.360132145970293,0.416423992334501,114,NA,NA,0.884372892239839,NA
NsiI.TP481742,1,  154583,0.58420682252419,0.295198594684769,114,NA,NA,0.990542977155075,NA
PstI.TP863331,1,  161269,0.431648953310224,0.0645161290322581,114,NA,NA,0.931480293840022,NA
NsiI.TP71772,1,  180079,0.102646488288771,0.221782537639579,114,NA,NA,0.51686071189567,NA
NsiI.TP611047,1,  185165,0.924051330930771,0.0443548387096774,114,NA,NA,1,NA
NsiI.TP611046,1,  185173,0.681985680267298,0.10642563590511,114,NA,NA,1,NA
PstI.TP1169914,1,  194807,0.967621163778202,0.0348666002097252,114,NA,NA,1,NA
NsiI.TP96063,1,  195779,0.975217671915459,0.377127800854126,114,NA,NA,1,NA
PstI.TP1189410,1,  250990,0.721207914865775,0.0942532590141497,114,NA,NA,1,NA
NsiI.TP521153,1,  258294,0.804713683882796,0.0600097459463824,114,NA,NA,1,NA
PstI.TP271714,1,  262844,0.62257657673478,0.0736879019484056,114,NA,NA,0.997016004868854,NA
PstI.TP931820,1,  284314,0.888707219066062,0.0282258064516129,114,NA,NA,1,NA
NsiI.TP426085,1,  284999,0.184325066339707,0.0216870169890613,114,NA,NA,0.694675726463133,NA
NsiI.TP148773,1,  285352,0.326182125808221,0.120967741935484,114,NA,NA,0.861425040530962,NA
PstI.TP710662,1,  335281,0.878548239685423,0.0337891263528228,114,NA,NA,1,NA
NsiI.TP579900,1,  335878,0.985001846250927,0.0202828500830398,114,NA,NA,1,NA
NsiI.TP443857,1,  339059,0.611536614241827,0.0611820331189106,114,NA,NA,0.996368462477989,NA
PstI.TP1043926,1,  365816,0.842815004209929,0.121485343659032,114,NA,NA,1,NA
NsiI.TP414280,1,  378096,1.40488537423164e-17,0.315423150882954,114,NA,NA,4.05623020951147e-15,NA
NsiI.TP807695,1,  389941,0.387988729637144,0.216235613938984,114,NA,NA,0.905730255633154,NA
NsiI.TP701463,1,  396123,0.623968345627093,0.0213673815416811,114,NA,NA,0.997136985318865,NA
PstI.TP585790,1,  399151,5.61077293057875e-17,0.0471973182712115,114,NA,NA,1.36417717485808e-14,NA
NsiI.TP622255,1,  399695,0.352159865009406,0.00104355379592536,114,NA,NA,0.87833075931901,NA
PstI.TP948856,1,  403321,0.517317365419673,0.419434285980477,114,NA,NA,0.97298071164205,NA
PstI.TP1037554,1,  403777,0.449852686500235,0.0704868593303063,114,NA,NA,0.941302337476259,NA
NsiI.TP122940,1,  430012,0.69638821251416,0.133135463209497,114,NA,NA,1,NA
NsiI.TP755662,1,  447763,2.9075859769436e-07,0.0208355938739913,114,NA,NA,1.01756068978815e-05,NA
NsiI.TP703893,1,  450123,0.0616974939338493,0.43928806104718,114,NA,NA,0.382712350460756,NA
PstI.TP1026667,1,  480929,3.73396802817679e-06,0.0143632884337531,114,NA,NA,0.000102849509477984,NA
NsiI.TP413787,1,  481003,0.148434045075066,0.177688947990682,114,NA,NA,0.626140537352586,NA
PstI.TP213420,1,  508729,0.0213052314540023,0.0407113677084792,114,NA,NA,0.185750140072276,NA
NsiI.TP591161,1,  512907,0.457286644898157,0.174018793915323,114,NA,NA,0.945207730418176,NA
PstI.TP747136,1,  552332,0.668437580838743,0.0501779317256426,114,NA,NA,1,NA
PstI.TP184304,1,  572620,0.2167695780703,0.440869115839932,114,NA,NA,0.742031841412488,NA
PstI.TP1132231,1,  588023,0.241501361483041,0.186856789803046,114,NA,NA,0.772904743297416,NA
NsiI.TP144536,1,  588858,0.876920775526937,0.0104514541294699,114,NA,NA,1,NA
PstI.TP536170,1,  662254,0.598490814851097,0.295834643837214,114,NA,NA,0.994470863770615,NA
PstI.TP1181766,1,  679657,0.18289950101523,0.0150783352416886,114,NA,NA,0.692960886271761,NA
PstI.TP854736,1,  683267,0.621428117175518,0.0492294997394035,114,NA,NA,0.997016004868854,NA
PstI.TP83381,1,  713539,0.687726431516023,0.116935483870968,114,NA,NA,1,NA
PstI.TP94792,1,  731905,0.264593666677565,0.357148578601959,114,NA,NA,0.799865887571508,NA
NsiI.TP802651,1,  754114,0.864951576933174,0.0652982772739212,114,NA,NA,1,NA
NsiI.TP513479,1,  757107,0.125294594854269,0.2175801321918,114,NA,NA,0.576856773640412,NA
PstI.TP1039014,1,  759496,0.636340445786503,0.146467583396432,114,NA,NA,0.998337407450828,NA
PstI.TP1248576,1,  760805,0.407868511935164,0.162602394763079,114,NA,NA,0.918566796640041,NA
NsiI.TP241552,1,  773227,0.403700095620333,0.357407225853359,114,NA,NA,0.915606557678615,NA
NsiI.TP241535,1,  773253,0.954850919340576,0.0874235998256212,114,NA,NA,1,NA
NsiI.TP282375,1,  773642,0.245943896982201,0.148036204621174,114,NA,NA,0.778438145998016,NA
PstI.TP579974,1,  783866,0.636555676303696,0.0714413352530614,114,NA,NA,0.998337407450828,NA
PstI.TP1090052,1,  815564,0.782936442904296,0.311068400618672,114,NA,NA,1,NA
NsiI.TP199750,1,  819727,0.717285671132463,0.120503896592993,114,NA,NA,1,NA
PstI.TP537601,1,  822113,0.556920900415871,0.0515538066277523,114,NA,NA,0.983894225493791,NA
PstI.TP686078,1,  827145,0.117133530775233,0.0802160851208525,114,NA,NA,0.555477602618703,NA
NsiI.TP585976,1,  829048,0.901482196050898,0.133196119027159,114,NA,NA,1,NA
NsiI.TP603024,1,  882892,0.560975941034883,0.356513988518707,114,NA,NA,0.984950587872534,NA
PstI.TP2218,1,  905152,0.395082312497173,0.312522378239586,114,NA,NA,0.910286815915323,NA
NsiI.TP410050,1,  907438,0.617954600081284,0.111640348125809,114,NA,NA,0.996708170546627,NA
PstI.TP34534,1,  923689,0.340460742342324,0.249219933571523,114,NA,NA,0.872633296877843,NA
