SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PstI.TP84880,1,63680478,1.05260411622279e-07,0.14622641509434,103,NA,NA,0.000289992434019377,NA
NsiI.TP609151,5,68282440,1.43961853322262e-06,0.089622641509434,103,NA,NA,0.00123255637190334,NA
PstI.TP1131100,1,75760470,1.70958199379262e-06,0.367924528301887,103,NA,NA,0.00123255637190334,NA
PstI.TP1040729,4,54844080,1.78955553089414e-06,0.216981132075472,103,NA,NA,0.00123255637190334,NA
PstI.TP70600,9,46098921,3.70030427738734e-06,0.452830188679245,103,NA,NA,0.00203886765684042,NA
NsiI.TP346008,4,67938088,5.67542336460704e-06,0.113207547169811,103,NA,NA,0.00205814776583433,NA
PstI.TP852023,4,51121423,5.87025376914716e-06,0.0707547169811321,103,NA,NA,0.00205814776583433,NA
PstI.TP939292,11,    6569,6.58425357874889e-06,0.457547169811321,103,NA,NA,0.00205814776583433,NA
NsiI.TP383201,4,62497766,6.72353172141888e-06,0.155660377358491,103,NA,NA,0.00205814776583433,NA
NsiI.TP255391,3,64648824,1.01925275166419e-05,0.0990566037735849,103,NA,NA,0.00280804133083485,NA
PstI.TP137972,6,49743515,1.15190629485046e-05,0.122641509433962,103,NA,NA,0.00288500167483001,NA
PstI.TP1218439,9,53101439,1.48522584341515e-05,0.14622641509434,103,NA,NA,0.00340983099884062,NA
PstI.TP156491,8,62158572,1.75049688728106e-05,0.089622641509434,103,NA,NA,0.00355817946878673,NA
PstI.TP444825,1, 6930877,1.86710998480806e-05,0.0613207547169812,103,NA,NA,0.00355817946878673,NA
PstI.TP117081,2,45986549,2.07636424262055e-05,0.0849056603773585,103,NA,NA,0.00355817946878673,NA
NsiI.TP585976,1,  829048,2.16940104225063e-05,0.14622641509434,103,NA,NA,0.00355817946878673,NA
PstI.TP310149,11,    2456,2.21920325101205e-05,0.127358490566038,103,NA,NA,0.00355817946878673,NA
NsiI.TP360142,3,60924217,2.49336554775423e-05,0.254716981132076,103,NA,NA,0.00355817946878673,NA
NsiI.TP34193,6,47900218,2.60409822687953e-05,0.141509433962264,103,NA,NA,0.00355817946878673,NA
NsiI.TP447144,3,63530717,2.73189777224406e-05,0.0849056603773585,103,NA,NA,0.00355817946878673,NA
NsiI.TP441983,10,47252955,2.78216907787003e-05,0.0943396226415094,103,NA,NA,0.00355817946878673,NA
NsiI.TP503258,6,51868615,2.98707628076117e-05,0.202830188679245,103,NA,NA,0.00355817946878673,NA
PstI.TP105605,3,54845915,3.05011093554888e-05,0.0849056603773585,103,NA,NA,0.00355817946878673,NA
NsiI.TP394481,1,72690463,3.09968447371621e-05,0.311320754716981,103,NA,NA,0.00355817946878673,NA
PstI.TP890801,2,72613106,3.45370353908012e-05,0.0943396226415094,103,NA,NA,0.00370755727729941,NA
PstI.TP840235,3,50897546,3.6067528835387e-05,0.174528301886792,103,NA,NA,0.00370755727729941,NA
NsiI.TP758763,1,57499558,3.69899487860431e-05,0.0566037735849056,103,NA,NA,0.00370755727729941,NA
PstI.TP710636,6,45894338,3.91534645533703e-05,0.202830188679245,103,NA,NA,0.00370755727729941,NA
NsiI.TP578256,11,   16314,4.0285253013995e-05,0.14622641509434,103,NA,NA,0.00370755727729941,NA
PstI.TP626124,1, 3342723,4.03726745259464e-05,0.0660377358490566,103,NA,NA,0.00370755727729941,NA
PstI.TP1083673,7,56447700,4.48935825840992e-05,0.424528301886792,103,NA,NA,0.00392044938737218,NA
PstI.TP533117,1,18662889,4.55369801800035e-05,0.0990566037735849,103,NA,NA,0.00392044938737218,NA
PstI.TP737962,11,    5096,4.80044870912558e-05,0.415094339622642,103,NA,NA,0.00400764733140636,NA
