"","Name","Chromosome","Position","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","FD","SRD","ADD","rrBLUP.CmDW_g","rrBLUP.Cml_cm","rrBLUP.CmD_BI_mm","rrBLUP.CmD_LI_mm","rrBLUP.CmN.","rrBLUP.Bcirc_cm","rrBLUP.Yld_kg","rrBLUP.SDW_kg","rrBLUP.CCirc_cm","rrBLUP.Lg","rrBLUP.GS","rrBLUP.FD","rrBLUP.SRD","rrBLUP.ADD"
"1881","PstI.TP506588",1,80675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2664","PstI.TP863331",1,161269,0.511655088357149,0.314537224540152,0.720518081389263,0.413716454027536,0.0203255944851667,0.329074695780896,0.417681743656797,0.330158952416163,0.0269157514589985,0.0574280514106022,0.607767357479466,0.45167306753443,0.0989573383465838,0.514954052871604,0.307854078552866,0.484688566892102,0.190318899867526,0.385730114316506,0.954276887793439,0.468732756275399,0.382224266883811,0.467563980865138,0.939905624641281,0.876136853231291,0.246736069709403,0.353449142585596,0.796237562653466,0.305524433233029
"1722","PstI.TP424788",1,263370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2822","PstI.TP931820",1,284314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21","NsiI.TP148773",1,285352,0.13544195071574,0.159632559607015,0.0627904167738342,0.0675006567311565,0.0230483807398709,0.126550240625641,0.287928225233324,0.270068033324612,0.176600987874112,0.0543884406577514,0.0141325415292554,0.477845856313086,0.0851075932547328,0.0082066015416753,0.732079168863398,0.692416551031403,0.865385438508386,0.856050417217334,0.94831281463819,0.747222188050933,0.515313802172492,0.536947675575565,0.665884663020398,0.88229041127248,0.967982394422147,0.332777644757648,0.822038970626101,0.981281019285955
"704","PstI.TP1106845",1,416796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1724","PstI.TP425356",1,569039,0.788562062722076,1.02349549909566,0.744139831313385,0.822256813856076,0.481752212560453,0.36980009790249,0.420873412207414,0.197231809794115,0.0939376944762511,1.27163959356041,0.607189304041153,0.940009296093275,0.566093834385915,0.226320537989986,0.16271887661061,0.0947337002384302,0.18024373103777,0.150571641891899,0.329797825206384,0.426775914962755,0.379425563503343,0.634991906972305,0.805493992115162,0.0535008160570766,0.247064698326111,0.114812904547906,0.271585241386692,0.59385369360869
"2987","PstI.TP999740",1,569491,0.0131566992427249,0.07596759762991,0.257355906565028,0.00743748407681928,0.121037440571201,0.270654848596068,0.123189497318665,0.196945683803444,0.112668606984349,0.113137132727443,0.509520365132054,0.286187690465642,0.822047739263264,0.110114764433542,0.970159857468271,0.839522620305967,0.552896821711946,0.983020366860499,0.756767651192942,0.536222646057535,0.753026921016494,0.635410396176679,0.771491939632572,0.77066008718641,0.309371024039905,0.517383184445035,0.150644146344156,0.776042016645316
"794","PstI.TP1152021",1,865447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2306","PstI.TP716618",1,918921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"987","PstI.TP1246584",1,1015480,1.55197859234846,1.63745671193708,1.51415565032608,1.08985762575328,0.888685096759824,0.657485588098733,0.847995659078837,0.902054180452286,0.967330195064634,0.136429197922324,0.511433074861142,0.387268790684404,1.02985505701998,0.503206249237537,0.0280557192943014,0.0230432264669822,0.0306086622838075,0.0813097029114474,0.129215586525823,0.220046473003155,0.14190717057229,0.125298484893805,0.107812670839565,0.73041688143091,0.308011495319422,0.40995030071,0.0933565820376778,0.313901760022907
