"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"125","GS","CMLM","PstI.TP84880",1,63680478,6.3641119760134e-07
"125","GS","CMLM","PstI.TP694159",3,61030989,4.0810882922548e-06
"125","GS","CMLM","PstI.TP746826",5,1609271,2.0461320635333e-09
"125","GS","CMLM","PstI.TP1191619",4,62207517,1.85855339397879e-08
"125","GS","CMLM","PstI.TP581769",1,9144035,1.8375620581347e-05
"125","GS","CMLM","PstI.TP651659",6,56962308,9.24668734934535e-06
"125","GS","CMLM","PstI.TP1226733",11,8645,2.17247873561378e-05
"125","GS","CMLM","PstI.TP157488",3,14637148,1.33282928656637e-05
"125","GS","CMLM","PstI.TP529090",11,3947,7.7754978318538e-06
"125","GS","CMLM","PstI.TP229147",2,3390758,2.40737750914545e-05
"125","GS","CMLM","PstI.TP1104438",10,51975768,4.50057027220596e-07
"125","GS","CMLM","PstI.TP496793",5,1513166,1.97819022989854e-05
"125","GS","CMLM","PstI.TP130695",11,1099,4.24324543041134e-05
"125","GS","CMLM","PstI.TP593279",1,78992355,1.03065406436806e-05
"125","GS","CMLM","PstI.TP983141",1,8569458,1.87608739592808e-05
"125","GS","CMLM","PstI.TP373489",4,12025790,5.33637274693965e-06
"125","GS","CMLM","PstI.TP745600",1,15174350,2.03286700764509e-05
"125","GS","rrBLUP","PstI.TP84880",1,63680478,3.74708904214074e-06
"125","GS","rrBLUP","PstI.TP171713",4,6902976,3.45221307298154e-07
