"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"125","CmD_BI_mm","mrMLM","PstI.TP843092",5,14746414,3.86183754086403e-05
"125","CmD_BI_mm","mrMLM","PstI.TP834454",11,5776,9.21367735419961e-05
"125","CmD_BI_mm","FASTmrEMMA","PstI.TP834454",11,5776,4.38732695132529e-06
"125","CmD_BI_mm","pLARmEB","PstI.TP459121",1,78162835,3.39000235575617e-05
"125","CmD_BI_mm","pLARmEB","PstI.TP789647",3,69354547,5.23359365186758e-05
"125","CmD_BI_mm","pLARmEB","PstI.TP81008",11,677,0.000195929576609242
"125","CmD_BI_mm","pLARmEB","PstI.TP834454",11,5776,7.31307453862483e-05
"125","CmD_BI_mm","ISIS EM-BLASSO","PstI.TP789647",3,69354547,0.000169550861187325
"125","CmD_BI_mm","ISIS EM-BLASSO","PstI.TP256025",6,39923562,5.89386250240582e-05
"125","CmD_BI_mm","ISIS EM-BLASSO","PstI.TP834454",11,5776,3.92554535970109e-05
"125","CmD_BI_mm","FarmCPU","PstI.TP1155086",9,50004653,2.46789335401954e-08
"125","CmD_BI_mm","FarmCPU","PstI.TP459121",1,78162835,9.26845630725405e-06
