"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"125","Yld_kg","mrMLM","PstI.TP457393",1,60097068,1.19003846747679e-06
"125","Yld_kg","mrMLM","PstI.TP820348",1,64116607,0.000112429686584166
"125","Yld_kg","mrMLM","PstI.TP476886",2,55394288,0.000135064744072709
"125","Yld_kg","FASTmrMLM","PstI.TP457393",1,60097068,1.27849784403321e-07
"125","Yld_kg","FASTmrMLM","PstI.TP834454",11,5776,6.80769358693742e-08
"125","Yld_kg","FASTmrEMMA","PstI.TP457393",1,60097068,5.93608348191371e-06
"125","Yld_kg","pLARmEB","PstI.TP1200270",2,13518060,3.83707245492278e-07
"125","Yld_kg","pLARmEB","PstI.TP745785",6,45615805,2.12960962021551e-10
"125","Yld_kg","ISIS EM-BLASSO","PstI.TP745785",6,45615805,6.61759218705661e-06
"125","Yld_kg","ISIS EM-BLASSO","PstI.TP710636",6,45894338,8.03341124757972e-06
"125","Yld_kg","ISIS EM-BLASSO","PstI.TP15637",11,124,6.76705957674191e-07
"125","Yld_kg","FarmCPU","PstI.TP31637",11,249,6.38990223681775e-06
"125","Yld_kg","FarmCPU","PstI.TP457393",1,60097068,1.27367918205046e-05
