"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"125","Cml_cm","mrMLM","PstI.TP459121",1,78162835,6.32192006100132e-06
"125","Cml_cm","mrMLM","PstI.TP757921",1,26848011,0.000142352795444957
"125","Cml_cm","mrMLM","PstI.TP1155086",9,50004653,6.63940253597498e-09
"125","Cml_cm","FASTmrMLM","PstI.TP459121",1,78162835,3.30826278855698e-06
"125","Cml_cm","FASTmrMLM","PstI.TP1155086",9,50004653,2.34314950659407e-08
"125","Cml_cm","FASTmrMLM","PstI.TP433679",11,3324,0.000178155814066289
"125","Cml_cm","FASTmrEMMA","PstI.TP433679",11,3324,1.97196862127984e-05
"125","Cml_cm","pLARmEB","PstI.TP757921",1,26848011,8.34065197408663e-05
"125","Cml_cm","pLARmEB","PstI.TP459121",1,78162835,1.61659041695447e-05
"125","Cml_cm","pLARmEB","PstI.TP57846",4,4201581,4.87191833643679e-06
"125","Cml_cm","pLARmEB","PstI.TP433679",11,3324,9.94718053083423e-05
"125","Cml_cm","pKWmEB","PstI.TP455545",1,75986610,0.000144377660429074
"125","Cml_cm","pKWmEB","PstI.TP901866",2,7365029,0.000132556186071986
"125","Cml_cm","pKWmEB","PstI.TP57846",4,4201581,5.27715681764812e-06
"125","Cml_cm","pKWmEB","PstI.TP433679",11,3324,1.49658021675365e-05
"125","Cml_cm","ISIS EM-BLASSO","PstI.TP1066422",3,60988993,1.29747799193939e-05
"125","Cml_cm","ISIS EM-BLASSO","PstI.TP57846",4,4201581,2.61697756797007e-08
"125","Cml_cm","ISIS EM-BLASSO","PstI.TP15780",9,56211895,1.20559100772953e-06
"125","Cml_cm","ISIS EM-BLASSO","PstI.TP433679",11,3324,5.44377290906648e-05
"125","Cml_cm","FarmCPU","NsiI.TP375399",11,13278,1.22212289773497e-07
"125","Cml_cm","FarmCPU","PstI.TP678255",1,67745947,2.07475120552418e-07
"125","Cml_cm","FarmCPU","PstI.TP1155086",9,50004653,1.00771252156607e-06
"125","Cml_cm","FarmCPU","NsiI.TP648509",10,41353679,2.39856837343523e-06
"125","Cml_cm","FarmCPU","PstI.TP15780",9,56211895,2.47349546300736e-06
"125","Cml_cm","FarmCPU","PstI.TP1168534",7,5203859,3.95078223856199e-06
"125","Cml_cm","FarmCPU","PstI.TP858902",4,66143706,4.5021567445381e-06
