"","ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
"1",1,"GHW_1","mrMLM","NsiI.TP825923",6,52448208,0.00000691071527208757
"2",2,"GHW_1","FASTmrMLM","NsiI.TP257077",1,6103539,0
"3",3,"GHW_1","FASTmrMLM","NsiI.TP102967",1,6105258,0
"4",4,"GHW_1","FASTmrMLM","PstI.TP662300",1,9383388,0
"5",5,"GHW_1","FASTmrMLM","NsiI.TP736839",1,11973561,0
"6",6,"GHW_1","FASTmrMLM","NsiI.TP425431",1,29611471,0
"7",7,"GHW_1","FASTmrMLM","NsiI.TP30868",1,51136397,0
"8",8,"GHW_1","FASTmrMLM","PstI.TP929267",1,63290479,0
"9",9,"GHW_1","FASTmrMLM","NsiI.TP222587",1,73275339,0
"10",10,"GHW_1","FASTmrMLM","PstI.TP134743",1,73610397,0
"11",11,"GHW_1","FASTmrMLM","PstI.TP640960",1,80209769,0
"12",12,"GHW_1","FASTmrMLM","PstI.TP360841",2,2832783,0
"13",13,"GHW_1","FASTmrMLM","NsiI.TP205114",2,58611885,0
"14",14,"GHW_1","FASTmrMLM","PstI.TP210905",2,72650615,0
"15",15,"GHW_1","FASTmrMLM","PstI.TP40160",2,77518912,0
"16",16,"GHW_1","FASTmrMLM","NsiI.TP436966",3,208286,0
"17",17,"GHW_1","FASTmrMLM","PstI.TP1264009",3,2578481,0
"18",18,"GHW_1","FASTmrMLM","PstI.TP968973",3,2980616,0
"19",19,"GHW_1","FASTmrMLM","PstI.TP278960",3,5435168,0
"20",20,"GHW_1","FASTmrMLM","PstI.TP312198",3,8384639,0
"21",21,"GHW_1","FASTmrMLM","PstI.TP740179",3,8414014,0
"22",22,"GHW_1","FASTmrMLM","NsiI.TP775735",3,13550015,0
"23",23,"GHW_1","FASTmrMLM","PstI.TP661215",3,54129611,0
"24",24,"GHW_1","FASTmrMLM","NsiI.TP215974",3,56338222,0
"25",25,"GHW_1","FASTmrMLM","PstI.TP513949",3,61369495,0
"26",26,"GHW_1","FASTmrMLM","PstI.TP964683",3,64769478,0
"27",27,"GHW_1","FASTmrMLM","GFSSContig11128_893",3,69715214,0
"28",28,"GHW_1","FASTmrMLM","PstI.TP568461",3,74315454,0
"29",29,"GHW_1","FASTmrMLM","PstI.TP621994",3,74383503,0
"30",30,"GHW_1","FASTmrMLM","PstI.TP532669",4,3498516,0
"31",31,"GHW_1","FASTmrMLM","NsiI.TP34695",4,6508508,0
"32",32,"GHW_1","FASTmrMLM","PstI.TP876839",4,6887064,0
"33",33,"GHW_1","FASTmrMLM","NsiI.TP821811",4,48427329,0
"34",34,"GHW_1","FASTmrMLM","NsiI.TP324593",4,54954569,0
"35",35,"GHW_1","FASTmrMLM","NsiI.TP205267",4,64749548,0
"36",36,"GHW_1","FASTmrMLM","PstI.TP935651",4,66370793,0
"37",37,"GHW_1","FASTmrMLM","PstI.TP325669",4,67124681,0
"38",38,"GHW_1","FASTmrMLM","PstI.TP1014148",5,51656308,0
"39",39,"GHW_1","FASTmrMLM","NsiI.TP245163",5,55180573,0
"40",40,"GHW_1","FASTmrMLM","NsiI.TP604676",5,62326679,0
"41",41,"GHW_1","FASTmrMLM","PstI.TP133136",5,65324990,0
"42",42,"GHW_1","FASTmrMLM","PstI.TP1052140",6,19137861,0
"43",43,"GHW_1","FASTmrMLM","NsiI.TP211131",6,32284894,0
"44",44,"GHW_1","FASTmrMLM","NsiI.TP614958",6,45639721,0
"45",45,"GHW_1","FASTmrMLM","NsiI.TP825923",6,52448208,0
"46",46,"GHW_1","FASTmrMLM","PstI.TP705829",6,58061911,0
"47",47,"GHW_1","FASTmrMLM","PstI.TP852912",6,60106545,0
"48",48,"GHW_1","FASTmrMLM","NsiI.TP810192",8,2563502,0
"49",49,"GHW_1","FASTmrMLM","PstI.TP1282314",9,15059279,0
"50",50,"GHW_1","FASTmrMLM","PstI.TP1192081",9,48933732,0
"51",51,"GHW_1","FASTmrMLM","NsiI.TP151058",9,52613984,0
"52",52,"GHW_1","FASTmrMLM","PstI.TP256775",9,55929912,0
"53",53,"GHW_1","FASTmrMLM","NsiI.TP616446",9,56031936,0
"54",54,"GHW_1","FASTmrMLM","NsiI.TP610495",10,2254926,0
"55",55,"GHW_1","FASTmrMLM","NsiI.TP422808",10,5343480,0
"56",56,"GHW_1","FASTmrMLM","PstI.TP1264238",10,5451657,0
"57",57,"GHW_1","FASTmrMLM","PstI.TP1256552",10,47768031,0
"58",58,"GHW_1","FASTmrMLM","PstI.TP125419",10,50424324,0
"59",59,"GHW_1","FASTmrMLM","PstI.TP101438",10,56101348,0
"60",60,"GHW_1","FASTmrMLM","PstI.TP271541",10,56172761,0
"61",61,"GHW_1","FASTmrMLM","PstI.TP21082",11,167,0
"62",62,"GHW_1","FASTmrMLM","PstI.TP68941",11,572,0
"63",63,"GHW_1","FASTmrMLM","PstI.TP108730",11,899,0
"64",64,"GHW_1","FASTmrMLM","PstI.TP113541",11,940,0
"65",65,"GHW_1","FASTmrMLM","PstI.TP151071",11,1250,0
"66",66,"GHW_1","FASTmrMLM","PstI.TP163230",11,1342,0
"67",67,"GHW_1","FASTmrMLM","PstI.TP187918",11,1532,0
"68",68,"GHW_1","FASTmrMLM","PstI.TP290680",11,2307,0
"69",69,"GHW_1","FASTmrMLM","PstI.TP393010",11,3057,0
"70",70,"GHW_1","FASTmrMLM","PstI.TP434247",11,3327,0
"71",71,"GHW_1","FASTmrMLM","PstI.TP607350",11,4289,0
"72",72,"GHW_1","FASTmrMLM","PstI.TP607810",11,4293,0
"73",73,"GHW_1","FASTmrMLM","PstI.TP641518",11,4507,0
"74",74,"GHW_1","FASTmrMLM","PstI.TP693499",11,4804,0
"75",75,"GHW_1","FASTmrMLM","PstI.TP793039",11,5486,0
"76",76,"GHW_1","FASTmrMLM","PstI.TP873716",11,6094,0
"77",77,"GHW_1","FASTmrMLM","PstI.TP874146",11,6098,0
"78",78,"GHW_1","FASTmrMLM","PstI.TP897332",11,6254,0
"79",79,"GHW_1","FASTmrMLM","PstI.TP955372",11,6663,0
"80",80,"GHW_1","FASTmrMLM","PstI.TP1018027",11,7068,0
"81",81,"GHW_1","FASTmrMLM","PstI.TP1020545",11,7078,0
"82",82,"GHW_1","FASTmrMLM","PstI.TP1046468",11,7261,0
"83",83,"GHW_1","FASTmrMLM","PstI.TP1078392",11,7528,0
"84",84,"GHW_1","FASTmrMLM","PstI.TP1159423",11,8140,0
"85",85,"GHW_1","FASTmrMLM","PstI.TP1177996",11,8302,0
"86",86,"GHW_1","FASTmrMLM","PstI.TP1186542",11,8386,0
"87",87,"GHW_1","FASTmrMLM","NsiI.TP16847",11,9317,0
"88",88,"GHW_1","FASTmrMLM","NsiI.TP38649",11,9585,0
"89",89,"GHW_1","FASTmrMLM","NsiI.TP46117",11,9698,0
"90",90,"GHW_1","FASTmrMLM","NsiI.TP59023",11,9822,0
"91",91,"GHW_1","FASTmrMLM","NsiI.TP59527",11,9833,0
"92",92,"GHW_1","FASTmrMLM","NsiI.TP121214",11,10443,0
"93",93,"GHW_1","FASTmrMLM","NsiI.TP130730",11,10568,0
"94",94,"GHW_1","FASTmrMLM","NsiI.TP243305",11,11873,0
"95",95,"GHW_1","FASTmrMLM","NsiI.TP245890",11,11906,0
"96",96,"GHW_1","FASTmrMLM","NsiI.TP281659",11,12260,0
"97",97,"GHW_1","FASTmrMLM","NsiI.TP302373",11,12421,0
"98",98,"GHW_1","FASTmrMLM","NsiI.TP309926",11,12517,0
"99",99,"GHW_1","FASTmrMLM","NsiI.TP310185",11,12527,0
"100",100,"GHW_1","FASTmrMLM","NsiI.TP393109",11,13472,0
"101",101,"GHW_1","FASTmrMLM","NsiI.TP401109",11,13532,0
"102",102,"GHW_1","FASTmrMLM","NsiI.TP416911",11,13756,0
"103",103,"GHW_1","FASTmrMLM","NsiI.TP420914",11,13804,0
"104",104,"GHW_1","FASTmrMLM","NsiI.TP425366",11,13928,0
"105",105,"GHW_1","FASTmrMLM","NsiI.TP434835",11,14151,0
"106",106,"GHW_1","FASTmrMLM","NsiI.TP460338",11,14623,0
"107",107,"GHW_1","FASTmrMLM","NsiI.TP491839",11,15088,0
"108",108,"GHW_1","FASTmrMLM","NsiI.TP535138",11,15754,0
"109",109,"GHW_1","FASTmrMLM","NsiI.TP557880",11,16037,0
"110",110,"GHW_1","FASTmrMLM","NsiI.TP573662",11,16226,0
"111",111,"GHW_1","FASTmrMLM","NsiI.TP646295",11,17132,0
"112",112,"GHW_1","FASTmrMLM","NsiI.TP654668",11,17191,0
"113",113,"GHW_1","FASTmrMLM","NsiI.TP705689",11,17810,0
"114",114,"GHW_1","FASTmrMLM","NsiI.TP709794",11,17871,0
"115",115,"GHW_1","FASTmrMLM","NsiI.TP767179",11,18585,0
"116",116,"GHW_1","FASTmrMLM","NsiI.TP784220",11,18785,0
