"","ID","Method","Trait.name","SNP","Chromosome","Position","P.value"
"1",1,"SUPER","GHW_1","NsiI.TP412045",1,2102732,0.0000493213143111541
"2",2,"SUPER","GHW_1","PstI.TP637101",1,3390212,0.000182823802088467
"3",3,"SUPER","GHW_1","PstI.TP677745",1,5751851,0.0000496634030885129
"4",4,"SUPER","GHW_1","NsiI.TP476261",1,6164220,0.0000254903350593182
"5",5,"SUPER","GHW_1","NsiI.TP174370",1,6704694,0.00000393275232188007
"6",6,"SUPER","GHW_1","NsiI.TP750756",1,6898016,0.0000311610601937244
"7",7,"SUPER","GHW_1","PstI.TP402756",1,8332613,0.000262397510026886
"8",8,"SUPER","GHW_1","NsiI.TP757835",1,9414257,0.000197688299400601
"9",9,"SUPER","GHW_1","PstI.TP91211",1,10530796,0.0000769471728783497
"10",10,"SUPER","GHW_1","NsiI.TP750615",1,12653027,0.000106142368549326
"11",11,"SUPER","GHW_1","NsiI.TP195180",1,12857502,0.000107766663958159
"12",12,"SUPER","GHW_1","PstI.TP726878",1,13263594,0.000164914269108281
"13",13,"SUPER","GHW_1","NsiI.TP146220",1,13426299,0.000287445812946893
"14",14,"SUPER","GHW_1","PstI.TP211414",1,13593203,0.0000998171625860096
"15",15,"SUPER","GHW_1","PstI.TP486350",1,53986066,0.000170408958302484
"16",16,"SUPER","GHW_1","PstI.TP1021663",1,55052456,0.0000537394225291152
"17",17,"SUPER","GHW_1","NsiI.TP241069",1,56195369,0.000198267412459333
"18",18,"SUPER","GHW_1","PstI.TP178720",1,58289912,0.0000238197465494897
"19",19,"SUPER","GHW_1","NsiI.TP123778",1,60586278,0.0000588860522474934
"20",20,"SUPER","GHW_1","NsiI.TP516245",1,62087738,0.000257055895418198
"21",21,"SUPER","GHW_1","PstI.TP477722",1,65237049,0.0000670234206854249
"22",22,"SUPER","GHW_1","NsiI.TP674601",1,69112506,0.000215531345971751
"23",23,"SUPER","GHW_1","PstI.TP1026778",1,69284392,0.000161884808770145
"24",24,"SUPER","GHW_1","NsiI.TP632002",1,70863814,0.000027355434779311
"25",25,"SUPER","GHW_1","PstI.TP1052870",1,71227822,0.0000686295371606526
"26",26,"SUPER","GHW_1","NsiI.TP607427",1,72380263,0.0000875680080394748
"27",27,"SUPER","GHW_1","NsiI.TP469911",1,72682614,0.00000379926817399739
"28",28,"SUPER","GHW_1","PstI.TP315020",1,77386737,0.000214005042481356
"29",29,"SUPER","GHW_1","PstI.TP6990",1,79172378,0.000124420846097283
"30",30,"SUPER","GHW_1","PstI.TP1031077",10,689016,0.000155124932503449
"31",31,"SUPER","GHW_1","PstI.TP1044533",10,781197,0.000204374115232952
"32",32,"SUPER","GHW_1","NsiI.TP237545",10,5377137,0.000307049919653939
"33",33,"SUPER","GHW_1","NsiI.TP433359",10,6012505,0.000313790617696239
"34",34,"SUPER","GHW_1","NsiI.TP440694",10,6482395,0.000291723135591262
"35",35,"SUPER","GHW_1","PstI.TP1104477",10,9762760,0.0000827877637601334
"36",36,"SUPER","GHW_1","NsiI.TP4741",10,11063964,0.000282864955982378
"37",37,"SUPER","GHW_1","NsiI.TP790895",10,43096227,0.000144663658623839
"38",38,"SUPER","GHW_1","NsiI.TP791431",10,43096232,0.0000794956612863532
"39",39,"SUPER","GHW_1","NsiI.TP790761",10,43096236,0.00023180974537091
"40",40,"SUPER","GHW_1","NsiI.TP523957",10,43623816,0.0000140967930882138
"41",41,"SUPER","GHW_1","PstI.TP84709",10,53386370,0.000207447525707978
"42",42,"SUPER","GHW_1","PstI.TP202284",10,56175041,0.000106626118142223
"43",43,"SUPER","GHW_1","PstI.TP100020",11,817,0.000291079240780547
"44",44,"SUPER","GHW_1","PstI.TP124053",11,1030,0.000166111970777684
"45",45,"SUPER","GHW_1","PstI.TP136362",11,1134,0.0000712720005283962
"46",46,"SUPER","GHW_1","PstI.TP158011",11,1295,0.00022692660239645
"47",47,"SUPER","GHW_1","PstI.TP168319",11,1380,0.000226585409377902
"48",48,"SUPER","GHW_1","PstI.TP189070",11,1540,0.00000456107388183214
"49",49,"SUPER","GHW_1","PstI.TP191473",11,1566,0.0000921197999778802
"50",50,"SUPER","GHW_1","PstI.TP268577",11,2179,0.000237389798019868
"51",51,"SUPER","GHW_1","PstI.TP323391",11,2564,0.000164285304892009
"52",52,"SUPER","GHW_1","PstI.TP344604",11,2716,0.0000113015311179404
"53",53,"SUPER","GHW_1","PstI.TP366962",11,2898,0.000134136433845764
"54",54,"SUPER","GHW_1","PstI.TP434344",11,3329,0.0000609005130731896
"55",55,"SUPER","GHW_1","PstI.TP438663",11,3360,0.000206460064725398
"56",56,"SUPER","GHW_1","PstI.TP460830",11,3521,0.0000932810217605731
"57",57,"SUPER","GHW_1","PstI.TP480563",11,3643,0.000177189027473345
"58",58,"SUPER","GHW_1","PstI.TP492157",11,3737,0.0000600375863189721
"59",59,"SUPER","GHW_1","PstI.TP543485",11,4036,0.0000673874506991385
"60",60,"SUPER","GHW_1","PstI.TP588590",11,4212,0.000276718541858474
"61",61,"SUPER","GHW_1","PstI.TP632245",11,4440,0.000110483450772836
"62",62,"SUPER","GHW_1","PstI.TP662789",11,4624,0.000276840696045791
"63",63,"SUPER","GHW_1","PstI.TP685319",11,4739,0.0000680496365943793
"64",64,"SUPER","GHW_1","PstI.TP687504",11,4751,0.0000260488943847851
"65",65,"SUPER","GHW_1","PstI.TP719900",11,4970,0.0000990763942592886
"66",66,"SUPER","GHW_1","PstI.TP754021",11,5204,0.000245281662829566
"67",67,"SUPER","GHW_1","PstI.TP760074",11,5247,0.000275216452130063
"68",68,"SUPER","GHW_1","PstI.TP764114",11,5274,0.000165334448990803
"69",69,"SUPER","GHW_1","PstI.TP836762",11,5799,0.0000286705800713527
"70",70,"SUPER","GHW_1","PstI.TP854160",11,5944,0.0000939607947899066
"71",71,"SUPER","GHW_1","PstI.TP885027",11,6185,0.000308779597532691
"72",72,"SUPER","GHW_1","PstI.TP926161",11,6485,0.000142276856068601
"73",73,"SUPER","GHW_1","PstI.TP941024",11,6587,0.0000797593415147842
"74",74,"SUPER","GHW_1","PstI.TP989816",11,6875,0.0000267282175776963
