SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
NsiI.TP436966,3,  208286,0.00097424654512909,0.0990566037735849,106,0.42383257280973,0.492609746302441,0.0342296503778024
NsiI.TP634700,7,56479768,0.00152493533218779,0.0613207547169812,106,0.42383257280973,0.487096395642021,0.0449548533541893
PstI.TP1107519,9, 3315165,0.00168309276063191,0.0471698113207547,106,0.42383257280973,0.485892556146634,0.0378837469462867
PstI.TP8376,4,59384691,0.00186264947913123,0.19811320754717,106,0.42383257280973,0.484659951587748,0.0208707212957062
PstI.TP1159423,11,    8140,0.0023181572001508,0.405660377358491,106,0.42383257280973,0.482013696505558,0.0179773635948438
PstI.TP245404,1,79960134,0.00238632465806082,0.150943396226415,106,0.42383257280973,0.481664585922941,-0.023012983768358
NsiI.TP57283,6,49505312,0.00281475537502543,0.132075471698113,106,0.42383257280973,0.479682118270479,-0.0235462796638095
PstI.TP217258,3, 3992070,0.00308192860382317,0.0424528301886793,106,0.42383257280973,0.47859818748773,0.0414057665797695
PstI.TP807327,11,    5594,0.00328644304198785,0.0235849056603774,106,0.42383257280973,0.477832258170794,0.0501786761119876
NsiI.TP481176,1, 7350098,0.00351864171403893,0.245283018867925,106,0.42383257280973,0.47702035180912,-0.0178498155576857
PstI.TP736289,1, 4314719,0.00373134375763366,0.0283018867924528,106,0.42383257280973,0.476323888190534,0.0445276826216003
NsiI.TP533643,3,  471619,0.00377244807914033,0.0424528301886793,106,0.42383257280973,0.476194047319099,0.0518078071517268
NsiI.TP45036,3,  389776,0.00377245235702327,0.0424528301886792,106,0.42383257280973,0.476194047319102,-0.0518077943778855
PstI.TP38986,11,     318,0.00382261053931032,0.0377358490566038,106,0.42383257280973,0.476037577291386,0.039564289621559
PstI.TP9255,11,      64,0.00405896293814424,0.10377358490566,106,0.42383257280973,0.475327842809883,-0.0212927464044632
PstI.TP94114,1,68081418,0.00460915175597686,0.0235849056603774,106,0.42383257280973,0.473829182978718,0.0518721196681833
PstI.TP746826,5, 1609271,0.00492010571866412,0.0283018867924528,106,0.42383257280973,0.473062232039594,0.049233035597974
NsiI.TP635035,1,74846699,0.00518459171728473,0.0188679245283019,106,0.42383257280973,0.472448505599721,-0.0856659287931202
PstI.TP1133476,10,53345019,0.00545705912326362,0.0330188679245283,106,0.42383257280973,0.47184933486887,-0.0425044721433216
NsiI.TP579169,7,40226521,0.00591015075714261,0.0377358490566038,106,0.42383257280973,0.47091862195447,-0.0434331787023914
PstI.TP1153192,3, 6746550,0.00622223070543956,0.0188679245283019,106,0.42383257280973,0.470319701961337,0.0465635457128645
PstI.TP437672,11,    3353,0.00644859155316408,0.0801886792452831,106,0.42383257280973,0.469904531260005,0.0298502780568327
PstI.TP532426,7,64966356,0.00657180877403298,0.476415094339623,106,0.42383257280973,0.469684857281428,0.0144986964839403
PstI.TP1257104,3, 2916484,0.00674350006562302,0.254716981132075,106,0.42383257280973,0.469385797080242,0.0149966493865134
PstI.TP740179,3, 8414014,0.00705594427902917,0.0424528301886793,106,0.42383257280973,0.468861340644609,0.0391287690940667
NsiI.TP351136,2,61077854,0.00768129332964721,0.0377358490566038,106,0.42383257280973,0.467880638804345,-0.0324466099572344
PstI.TP85647,10,60886778,0.00792249773796213,0.0566037735849056,106,0.42383257280973,0.467524402304913,0.0318146064973837
PstI.TP532669,4, 3498516,0.00804092626717179,0.466981132075472,106,0.42383257280973,0.467353614950311,0.0146680970759527
NsiI.TP819458,11,   19172,0.00850226834061134,0.108490566037736,106,0.42383257280973,0.466712393007568,-0.0217584978066014
PstI.TP506408,2, 7240618,0.00853077625728391,0.0141509433962265,106,0.42383257280973,0.466673951163979,0.0629036181524575
PstI.TP1129352,10, 4682258,0.00883192659295369,0.0849056603773585,106,0.42383257280973,0.46627602811623,-0.0355481050742876
NsiI.TP55777,4,64398950,0.00889736939415342,0.108490566037736,106,0.42383257280973,0.466191421360526,0.0217915256916264
PstI.TP308053,1, 8330660,0.00904464636881451,0.113207547169811,106,0.42383257280973,0.466003373572966,-0.0261031716717526
NsiI.TP560012,11,   16067,0.00946863862475287,0.297169811320755,106,0.42383257280973,0.465479321465102,-0.0148992424600294
NsiI.TP179941,8,55948810,0.00946946337749648,0.0471698113207547,106,0.42383257280973,0.465478326358797,-0.0331869751127572
NsiI.TP152407,2,59441712,0.0095239567178952,0.0707547169811321,106,0.42383257280973,0.465412757945594,-0.0296239825624086
PstI.TP570326,10,50662192,0.00970977111384323,0.0660377358490566,106,0.42383257280973,0.46519209294255,0.0305922525560314
PstI.TP576366,2,  375350,0.0101177145304514,0.0471698113207547,106,0.42383257280973,0.464722700316205,0.0327908645597854
NsiI.TP37044,11,    9562,0.0104070806961308,0.0283018867924528,106,0.42383257280973,0.464401577287722,-0.0368103921411588
PstI.TP912712,2,58773993,0.010549653094088,0.0283018867924528,106,0.42383257280973,0.464246766752838,-0.0370205591500578
PstI.TP772842,11,    5335,0.0110827201216867,0.160377358490566,106,0.42383257280973,0.463686694197999,0.017082096399804
PstI.TP1105986,6,45582438,0.0112125542106291,0.141509433962264,106,0.42383257280973,0.463554542609081,0.0197058877351103
PstI.TP133700,2,57163911,0.011494855546394,0.0283018867924528,106,0.42383257280973,0.463272636847292,0.0370842652236632
PstI.TP459896,11,    3510,0.0115554905031575,0.0801886792452831,106,0.42383257280973,0.46321303091438,0.0324840008816893
PstI.TP836173,11,    5793,0.0116256072047067,0.165094339622642,106,0.42383257280973,0.46314451364577,0.0190257418642154
PstI.TP762971,11,    5268,0.0120088479819117,0.0707547169811321,106,0.42383257280973,0.462777470736794,0.0253796811724293
NsiI.TP800074,1, 6979429,0.0121981699126741,0.0377358490566038,106,0.42383257280973,0.462600648603038,-0.0377123587272952
PstI.TP698300,11,    4824,0.0123560268223418,0.155660377358491,106,0.42383257280973,0.462455391454013,0.0213804339451226
PstI.TP365645,1,61353360,0.0125972583157783,0.108490566037736,106,0.42383257280973,0.462237120507493,0.0239611368339713
PstI.TP535893,1,73975816,0.0126174235850936,0.0518867924528302,106,0.42383257280973,0.462219071996008,0.0290763057046449
PstI.TP856852,1, 1153760,0.0128663675527892,0.179245283018868,106,0.42383257280973,0.461998729983125,-0.025096195680653
NsiI.TP274765,6,47625849,0.013006154001604,0.320754716981132,106,0.42383257280973,0.461876949413116,-0.0145297620848991
PstI.TP639463,6,60717357,0.0131685830238119,0.174528301886792,106,0.42383257280973,0.461737151231125,-0.0164732282317097
PstI.TP1009631,1, 4625223,0.013449332671697,0.0707547169811321,106,0.42383257280973,0.46149971771164,0.0347912476821964
PstI.TP661482,4,64403950,0.013772793334508,0.0188679245283019,106,0.42383257280973,0.461232502811754,0.0554054874063903
NsiI.TP743958,11,   18247,0.0141148131965859,0.0424528301886793,106,0.42383257280973,0.460957038577131,0.0341718800633118
PstI.TP524216,11,    3915,0.0145804874785373,0.0188679245283019,106,0.42383257280973,0.460593009256893,-0.0419907142464048
PstI.TP256804,4, 2309598,0.0148350638297244,0.0660377358490566,106,0.42383257280973,0.460399111214048,-0.0292006100001375
PstI.TP201653,11,    1648,0.0149701809246788,0.0235849056603774,106,0.42383257280973,0.460297612909653,-0.0397921907994287
PstI.TP570804,4, 4364673,0.0152560511709136,0.35377358490566,106,0.42383257280973,0.460085996703547,0.0194889840314558
NsiI.TP502976,3, 7719502,0.0154374538157924,0.0377358490566038,106,0.42383257280973,0.459953858461746,-0.0479299537891236
NsiI.TP360999,1,10465743,0.0154480552554087,0.089622641509434,106,0.42383257280973,0.459946186495711,-0.0371242785703748
PstI.TP692748,11,    4800,0.0156548405679486,0.0566037735849056,106,0.42383257280973,0.459797634417078,-0.0324362118238935
NsiI.TP326794,1,58346265,0.0157130494065328,0.0330188679245283,106,0.42383257280973,0.459756191448595,-0.0307509894601527
NsiI.TP66747,11,    9923,0.0157321729868226,0.0471698113207547,106,0.42383257280973,0.459742607731531,0.0326013527881418
PstI.TP13843,2,57967122,0.015840077434003,0.0424528301886792,106,0.42383257280973,0.459666303327019,-0.0328645630192044
PstI.TP1281273,9,52305676,0.0158541453695746,0.264150943396226,106,0.42383257280973,0.459656394974312,-0.0167523287378395
PstI.TP568461,3,74315454,0.0163424594984397,0.0235849056603774,106,0.42383257280973,0.459318058731319,0.0336571677215931
PstI.TP1057124,9, 9148132,0.0164753183096791,0.386792452830189,106,0.42383257280973,0.459227850545599,-0.0123941283660389
PstI.TP890773,9, 1435661,0.0167551144221237,0.0330188679245284,106,0.42383257280973,0.459040321961865,0.0339860512960975
PstI.TP629259,1, 4276027,0.0172041783236064,0.377358490566038,106,0.42383257280973,0.458746128891871,-0.0143659894554044
PstI.TP1176448,11,    8287,0.0172220405170741,0.0141509433962264,106,0.42383257280973,0.458734594072645,-0.0510915749704747
PstI.TP643018,3,13625505,0.017836626725955,0.0283018867924528,106,0.42383257280973,0.458345176059824,0.0514784933115572
NsiI.TP227369,10,  177463,0.0179284955546864,0.080188679245283,106,0.42383257280973,0.458288188224355,-0.028986666853739
PstI.TP865711,11,    6040,0.0179517433883879,0.481132075471698,106,0.42383257280973,0.458273813676081,-0.0128903421307194
PstI.TP915405,11,    6395,0.0186008368709782,0.0613207547169812,106,0.42383257280973,0.457880178808511,-0.0260475348531997
PstI.TP188641,3, 6088178,0.0193302086704703,0.141509433962264,106,0.42383257280973,0.457454738648519,-0.0177443253125017
