"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00955794504181601,0.0102747909199522,0.010752688172043,0.0117084826762246,0.0150537634408602,0.0217443249701314,0.0332138590203106
"0.05",0.0497013142174432,0.0542413381123059,0.0551971326164875,0.0590203106332139,0.0704898446833931,0.100119474313023,0.131182795698925
"0.1",0.0996415770609319,0.102508960573477,0.105137395459976,0.114217443249701,0.130943847072879,0.171326164874552,0.218399044205496
"0.2",0.199761051373955,0.20310633213859,0.209796893667861,0.225089605734767,0.256869772998805,0.328793309438471,0.403345280764636
"0.3",0.299641577060932,0.305376344086021,0.313739545997611,0.338112305854241,0.379689366786141,0.456391875746714,0.542652329749104
"0.4",0.399761051373955,0.408363201911589,0.41768219832736,0.444922341696535,0.485304659498208,0.576344086021505,0.670967741935484
"0.5",0.499641577060932,0.508004778972521,0.515412186379928,0.540023894862604,0.586140979689367,0.682198327359618,0.788769414575866
"0.6",0.599761051373955,0.610513739545998,0.618876941457587,0.652090800477897,0.694623655913978,0.798805256869773,0.906810035842294
"0.7",0.699641577060932,0.714456391875747,0.722341696535245,0.751493428912784,0.803823178016726,0.911589008363202,1
"0.8",0.799761051373955,0.810752688172043,0.821744324970131,0.854719235364397,0.908004778972521,1,1
"0.9",0.899641577060932,0.908004778972521,0.919952210274791,0.951493428912784,1,1,1
"1",0.999761051373955,1,1,1,1,1,1
