"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"122","GFW_50","mrMLM","PstI.TP360841",2,2832783,1.01973893132534e-08
"122","GFW_50","mrMLM","PstI.TP325958",3,54129415,2.20145088160728e-06
"122","GFW_50","FASTmrMLM","PstI.TP325958",3,54129415,5.51061411139066e-05
"122","GFW_50","FASTmrEMMA","PstI.TP360841",2,2832783,1.62704663117489e-07
"122","GFW_50","pLARmEB","PstI.TP1268585",1,2988383,0
"122","GFW_50","pLARmEB","PstI.TP1155202",1,3620639,0
"122","GFW_50","pLARmEB","PstI.TP683907",1,4900973,0
"122","GFW_50","pLARmEB","PstI.TP1015835",1,6514843,0
"122","GFW_50","pLARmEB","PstI.TP973605",1,7933170,0
"122","GFW_50","pLARmEB","PstI.TP972953",1,7984963,0
"122","GFW_50","pLARmEB","PstI.TP308053",1,8330660,0
"122","GFW_50","pLARmEB","PstI.TP939213",1,11990855,0
"122","GFW_50","pLARmEB","NsiI.TP440927",1,20252244,0
"122","GFW_50","pLARmEB","PstI.TP288641",1,27158173,0
"122","GFW_50","pLARmEB","PstI.TP546331",1,59140499,0
"122","GFW_50","pLARmEB","PstI.TP502131",1,59426545,0
"122","GFW_50","pLARmEB","PstI.TP457393",1,60097068,0
"122","GFW_50","pLARmEB","PstI.TP116028",1,62738111,0
"122","GFW_50","pLARmEB","PstI.TP820348",1,64116607,0
"122","GFW_50","pLARmEB","PstI.TP358803",1,65256453,0
"122","GFW_50","pLARmEB","PstI.TP924658",1,65264909,0
"122","GFW_50","pLARmEB","PstI.TP530837",1,65836675,0
"122","GFW_50","pLARmEB","NsiI.TP117758",1,66087512,0
"122","GFW_50","pLARmEB","NsiI.TP252602",1,68982448,0
"122","GFW_50","pLARmEB","PstI.TP352846",1,71717994,0
"122","GFW_50","pLARmEB","PstI.TP535893",1,73975816,0
"122","GFW_50","pLARmEB","PstI.TP747261",1,76107837,0
"122","GFW_50","pLARmEB","NsiI.TP499934",1,76362422,0
"122","GFW_50","pLARmEB","PstI.TP989477",2,124717,0
"122","GFW_50","pLARmEB","PstI.TP576366",2,375350,0
"122","GFW_50","pLARmEB","PstI.TP360841",2,2832783,0
"122","GFW_50","pLARmEB","PstI.TP972096",2,3042190,0
"122","GFW_50","pLARmEB","PstI.TP749310",2,9525754,0
"122","GFW_50","pLARmEB","PstI.TP334931",2,51848838,0
"122","GFW_50","pLARmEB","PstI.TP243328",2,58674737,0
"122","GFW_50","pLARmEB","PstI.TP548709",2,61335066,0
"122","GFW_50","pLARmEB","PstI.TP508238",2,61763533,0
"122","GFW_50","pLARmEB","PstI.TP1069784",2,63643324,0
"122","GFW_50","pLARmEB","PstI.TP277120",2,66298305,0
"122","GFW_50","pLARmEB","PstI.TP139651",2,69224467,0
"122","GFW_50","pLARmEB","NsiI.TP388907",2,71256645,0
"122","GFW_50","pLARmEB","PstI.TP1000478",2,72314995,0
"122","GFW_50","pLARmEB","PstI.TP1231486",2,73904492,0
"122","GFW_50","pLARmEB","NsiI.TP333723",2,74239929,0
"122","GFW_50","pLARmEB","PstI.TP541575",2,74276308,0
"122","GFW_50","pLARmEB","NsiI.TP436966",3,208286,0
"122","GFW_50","pLARmEB","PstI.TP241235",3,9336109,0
"122","GFW_50","pLARmEB","PstI.TP211419",3,12715735,0
"122","GFW_50","pLARmEB","PstI.TP118856",3,37389858,0
"122","GFW_50","pLARmEB","PstI.TP1231136",3,52841481,0
"122","GFW_50","pLARmEB","PstI.TP900003",3,53586609,0
