"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"122","GFW_1","mrMLM","PstI.TP360841",2,2832783,7.2430419409979e-08
"122","GFW_1","FASTmrEMMA","PstI.TP457393",1,60097068,0.000118358649196186
"122","GFW_1","FASTmrEMMA","PstI.TP360841",2,2832783,3.37675848642033e-06
"122","GFW_1","pLARmEB","PstI.TP1268585",1,2988383,0
"122","GFW_1","pLARmEB","PstI.TP1155202",1,3620639,0
"122","GFW_1","pLARmEB","PstI.TP972953",1,7984963,0
"122","GFW_1","pLARmEB","PstI.TP308053",1,8330660,0
"122","GFW_1","pLARmEB","PstI.TP579186",1,19637965,0
"122","GFW_1","pLARmEB","NsiI.TP440927",1,20252244,0
"122","GFW_1","pLARmEB","PstI.TP288641",1,27158173,0
"122","GFW_1","pLARmEB","PstI.TP502131",1,59426545,0
"122","GFW_1","pLARmEB","PstI.TP457393",1,60097068,0
"122","GFW_1","pLARmEB","PstI.TP820348",1,64116607,0
"122","GFW_1","pLARmEB","PstI.TP924658",1,65264909,0
"122","GFW_1","pLARmEB","PstI.TP530837",1,65836675,0
"122","GFW_1","pLARmEB","NsiI.TP117758",1,66087512,0
"122","GFW_1","pLARmEB","PstI.TP687743",1,69969234,0
"122","GFW_1","pLARmEB","PstI.TP901545",1,71391273,2.70832014429895e-12
"122","GFW_1","pLARmEB","PstI.TP352846",1,71717994,1.40799139303926e-05
"122","GFW_1","pLARmEB","PstI.TP189129",1,73890221,0
"122","GFW_1","pLARmEB","NsiI.TP499934",1,76362422,1.8184442878429e-09
"122","GFW_1","pLARmEB","PstI.TP576366",2,375350,0
"122","GFW_1","pLARmEB","PstI.TP360841",2,2832783,0
"122","GFW_1","pLARmEB","NsiI.TP351136",2,61077854,0
"122","GFW_1","pLARmEB","PstI.TP548709",2,61335066,0
"122","GFW_1","pLARmEB","PstI.TP508238",2,61763533,0
"122","GFW_1","pLARmEB","NsiI.TP388907",2,71256645,0
"122","GFW_1","pLARmEB","PstI.TP1231486",2,73904492,0
"122","GFW_1","pLARmEB","PstI.TP13629",2,74748191,8.42170452198279e-10
"122","GFW_1","pLARmEB","NsiI.TP436966",3,208286,1.11019687362348e-16
"122","GFW_1","pLARmEB","PstI.TP513843",3,2577255,0
"122","GFW_1","pLARmEB","PstI.TP241235",3,9336109,1.38931268173676e-07
"122","GFW_1","pLARmEB","PstI.TP211419",3,12715735,5.32966608010276e-15
"122","GFW_1","pLARmEB","PstI.TP731882",3,19716780,6.38410468710758e-05
"122","GFW_1","pLARmEB","PstI.TP118856",3,37389858,3.94729877659786e-06
"122","GFW_1","pLARmEB","PstI.TP1231136",3,52841481,0
"122","GFW_1","pLARmEB","PstI.TP325958",3,54129415,4.91360227299092e-05
"122","GFW_1","pLARmEB","PstI.TP985838",3,58380810,3.98290547901717e-06
"122","GFW_1","pLARmEB","PstI.TP41440",3,59899767,0
"122","GFW_1","pLARmEB","PstI.TP724939",3,66915295,2.22024039534507e-16
"122","GFW_1","pLARmEB","PstI.TP1100905",3,73743770,0
"122","GFW_1","pLARmEB","PstI.TP568461",3,74315454,0
"122","GFW_1","pLARmEB","PstI.TP532669",4,3498516,0
"122","GFW_1","pLARmEB","PstI.TP1210085",4,5549411,2.35450707618494e-10
"122","GFW_1","pLARmEB","NsiI.TP494269",4,11587228,0
"122","GFW_1","pLARmEB","PstI.TP337951",4,40615943,2.51478001299561e-06
"122","GFW_1","pLARmEB","PstI.TP1094441",4,53080201,0
"122","GFW_1","pLARmEB","PstI.TP1150046",4,55510631,0
"122","GFW_1","pLARmEB","PstI.TP707030",4,55665489,1.02140975198985e-14
"122","GFW_1","pLARmEB","PstI.TP31970",4,61637545,0
"122","GFW_1","pLARmEB","PstI.TP168720",4,64338756,0
"122","GFW_1","pLARmEB","PstI.TP935651",4,66370793,0
"122","GFW_1","pLARmEB","NsiI.TP346008",4,67938088,0
"122","GFW_1","pLARmEB","PstI.TP569914",5,1262747,0
"122","GFW_1","pLARmEB","PstI.TP644170",5,13189719,0
"122","GFW_1","pLARmEB","PstI.TP25299",5,63419016,1.82557634618807e-06
"122","GFW_1","pLARmEB","PstI.TP152056",5,64031521,0
"122","GFW_1","pLARmEB","PstI.TP460761",5,71830930,9.32395137540633e-05
"122","GFW_1","pLARmEB","PstI.TP1045605",6,49825862,0
"122","GFW_1","pLARmEB","PstI.TP404885",6,51199851,6.80612623801496e-06
"122","GFW_1","pLARmEB","PstI.TP706276",6,52495459,0
"122","GFW_1","pLARmEB","PstI.TP262001",6,54443824,0
"122","GFW_1","pLARmEB","NsiI.TP652621",6,56522972,0
"122","GFW_1","pLARmEB","PstI.TP931724",6,56895968,6.58718711281928e-11
"122","GFW_1","pLARmEB","PstI.TP1000965",6,57296544,0
"122","GFW_1","pLARmEB","PstI.TP788586",6,57442567,0
"122","GFW_1","pLARmEB","PstI.TP399236",6,58316655,0
"122","GFW_1","pLARmEB","PstI.TP276388",6,59032815,1.07919518749823e-07
"122","GFW_1","pLARmEB","PstI.TP639463",6,60717357,3.60412628649144e-06
"122","GFW_1","pLARmEB","PstI.TP838226",7,56380657,8.17146641346752e-11
"122","GFW_1","pLARmEB","PstI.TP1000873",7,57426488,9.34759741921967e-11
"122","GFW_1","pLARmEB","PstI.TP532426",7,64966356,0
"122","GFW_1","pLARmEB","PstI.TP350262",8,2905616,1.11019687362348e-16
"122","GFW_1","pLARmEB","PstI.TP1118313",8,3139823,0
"122","GFW_1","pLARmEB","PstI.TP417854",8,3908674,0
