"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"122","fprinM","mrMLM","PstI.TP457393",1,60097068,3.1785057396274e-06
"122","fprinM","mrMLM","PstI.TP308053",1,8330660,2.23374194795221e-05
"122","fprinM","mrMLM","PstI.TP360841",2,2832783,8.07049178911866e-08
"122","fprinM","FASTmrMLM","PstI.TP308053",1,8330660,4.44221935471055e-06
"122","fprinM","FASTmrMLM","PstI.TP457393",1,60097068,2.7790732888091e-06
"122","fprinM","FASTmrMLM","PstI.TP360841",2,2832783,8.95364765549594e-06
"122","fprinM","FASTmrEMMA","PstI.TP820348",1,64116607,0.000108842873794359
"122","fprinM","FASTmrEMMA","NsiI.TP436966",3,208286,0.00017258378919902
"122","fprinM","pLARmEB","PstI.TP1015835",1,6514843,0.00018655203891006
"122","fprinM","pLARmEB","PstI.TP724939",3,66915295,5.05591774766219e-05
"122","fprinM","pLARmEB","NsiI.TP652621",6,56522972,8.45084234919652e-05
"122","fprinM","pLARmEB","PstI.TP394317",11,3076,4.58247389928456e-05
"122","fprinM","pKWmEB","PstI.TP360841",2,2832783,1.05560150321593e-10
"122","fprinM","pKWmEB","PstI.TP325958",3,54129415,1.32403662939189e-05
"122","fprinM","pKWmEB","PstI.TP444076",11,3404,2.72082118209179e-05
"122","fprinM","ISIS EM-BLASSO","PstI.TP360841",2,2832783,1.53038253217743e-10
"122","fprinM","ISIS EM-BLASSO","NsiI.TP436966",3,208286,0.00010447202192208
"122","fprinM","ISIS EM-BLASSO","PstI.TP269566",3,63644939,9.12851219331122e-05
"122","fprinM","ISIS EM-BLASSO","PstI.TP444076",11,3404,7.57704732865862e-05
"122","fprinM","FarmCPU","PstI.TP85647",10,60886778,2.61788806795587e-07
"122","fprinM","FarmCPU","PstI.TP576366",2,375350,1.5874167073057e-06
"122","fprinM","FarmCPU","PstI.TP724939",3,66915295,2.90191674301212e-06
