"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"122","HW_1","mrMLM","PstI.TP360841",2,2832783,3.65849107587495e-08
"122","HW_1","FASTmrEMMA","PstI.TP457393",1,60097068,3.55959018006083e-06
"122","HW_1","FASTmrEMMA","PstI.TP360841",2,2832783,8.64768775480222e-07
"122","HW_1","pLARmEB","PstI.TP1268585",1,2988383,0
"122","HW_1","pLARmEB","PstI.TP683907",1,4900973,2.44511899782504e-08
"122","HW_1","pLARmEB","PstI.TP722242",1,6187691,0
"122","HW_1","pLARmEB","PstI.TP972953",1,7984963,0
"122","HW_1","pLARmEB","PstI.TP308053",1,8330660,0
"122","HW_1","pLARmEB","PstI.TP579186",1,19637965,0
"122","HW_1","pLARmEB","NsiI.TP440927",1,20252244,0
"122","HW_1","pLARmEB","PstI.TP288641",1,27158173,0
"122","HW_1","pLARmEB","PstI.TP502131",1,59426545,0
"122","HW_1","pLARmEB","PstI.TP457393",1,60097068,0
"122","HW_1","pLARmEB","PstI.TP820348",1,64116607,0
"122","HW_1","pLARmEB","PstI.TP924658",1,65264909,0
"122","HW_1","pLARmEB","PstI.TP530837",1,65836675,0
"122","HW_1","pLARmEB","NsiI.TP252602",1,68982448,0
"122","HW_1","pLARmEB","PstI.TP687743",1,69969234,0
"122","HW_1","pLARmEB","PstI.TP352846",1,71717994,0
"122","HW_1","pLARmEB","PstI.TP189129",1,73890221,0
"122","HW_1","pLARmEB","NsiI.TP499934",1,76362422,0
"122","HW_1","pLARmEB","PstI.TP576366",2,375350,2.02348504969196e-06
"122","HW_1","pLARmEB","PstI.TP360841",2,2832783,0
"122","HW_1","pLARmEB","PstI.TP972096",2,3042190,1.99848089102206e-14
"122","HW_1","pLARmEB","NsiI.TP38533",2,41373269,2.44230557039732e-15
"122","HW_1","pLARmEB","PstI.TP334931",2,51848838,0
"122","HW_1","pLARmEB","PstI.TP548709",2,61335066,0
"122","HW_1","pLARmEB","PstI.TP508238",2,61763533,0
"122","HW_1","pLARmEB","PstI.TP139651",2,69224467,0.000136395486750664
"122","HW_1","pLARmEB","PstI.TP1206060",2,69316419,0
"122","HW_1","pLARmEB","NsiI.TP388907",2,71256645,0
"122","HW_1","pLARmEB","PstI.TP1231486",2,73904492,0
"122","HW_1","pLARmEB","NsiI.TP333723",2,74239929,5.88030699481162e-11
"122","HW_1","pLARmEB","PstI.TP541575",2,74276308,1.79969951657736e-13
"122","HW_1","pLARmEB","NsiI.TP436966",3,208286,0
"122","HW_1","pLARmEB","PstI.TP241235",3,9336109,0
"122","HW_1","pLARmEB","PstI.TP211419",3,12715735,3.41979442513709e-08
"122","HW_1","pLARmEB","PstI.TP731882",3,19716780,0
"122","HW_1","pLARmEB","PstI.TP118856",3,37389858,0
"122","HW_1","pLARmEB","PstI.TP1231136",3,52841481,0
"122","HW_1","pLARmEB","PstI.TP325958",3,54129415,0
"122","HW_1","pLARmEB","PstI.TP985838",3,58380810,0
"122","HW_1","pLARmEB","PstI.TP41440",3,59899767,0
"122","HW_1","pLARmEB","NsiI.TP529124",3,63127607,0
"122","HW_1","pLARmEB","PstI.TP269566",3,63644939,9.43626220276727e-15
"122","HW_1","pLARmEB","PstI.TP724939",3,66915295,0
"122","HW_1","pLARmEB","PstI.TP1100905",3,73743770,0
"122","HW_1","pLARmEB","PstI.TP568461",3,74315454,0
"122","HW_1","pLARmEB","PstI.TP532669",4,3498516,0
"122","HW_1","pLARmEB","PstI.TP262688",4,7128828,0
"122","HW_1","pLARmEB","NsiI.TP494269",4,11587228,7.10722394409094e-06
"122","HW_1","pLARmEB","PstI.TP1150046",4,55510631,0
"122","HW_1","pLARmEB","PstI.TP707030",4,55665489,0
"122","HW_1","pLARmEB","PstI.TP41452",4,57358774,0
"122","HW_1","pLARmEB","PstI.TP31970",4,61637545,2.53337803038536e-13
"122","HW_1","pLARmEB","PstI.TP168720",4,64338756,0
"122","HW_1","pLARmEB","PstI.TP935651",4,66370793,0
"122","HW_1","pLARmEB","NsiI.TP346008",4,67938088,0
"122","HW_1","pLARmEB","PstI.TP569914",5,1262747,2.70956765904605e-08
"122","HW_1","pLARmEB","PstI.TP1181476",5,2299991,0
"122","HW_1","pLARmEB","PstI.TP644170",5,13189719,0
"122","HW_1","pLARmEB","PstI.TP884637",6,26390736,3.33042762308747e-16
"122","HW_1","pLARmEB","PstI.TP1045605",6,49825862,6.24597152533276e-11
"122","HW_1","pLARmEB","PstI.TP404885",6,51199851,0
"122","HW_1","pLARmEB","PstI.TP706276",6,52495459,0
"122","HW_1","pLARmEB","PstI.TP262001",6,54443824,1.9543394557754e-08
"122","HW_1","pLARmEB","NsiI.TP652621",6,56522972,0
"122","HW_1","pLARmEB","PstI.TP931724",6,56895968,0
"122","HW_1","pLARmEB","PstI.TP1000965",6,57296544,0
"122","HW_1","pLARmEB","PstI.TP788586",6,57442567,0
"122","HW_1","pLARmEB","PstI.TP939692",6,57716221,0
"122","HW_1","pLARmEB","PstI.TP1220434",6,57879537,2.84446110744791e-06
"122","HW_1","pLARmEB","PstI.TP399236",6,58316655,4.14572031786725e-13
"122","HW_1","pLARmEB","PstI.TP276388",6,59032815,0
"122","HW_1","pLARmEB","PstI.TP822493",7,8114551,0
"122","HW_1","pLARmEB","PstI.TP1000873",7,57426488,0
"122","HW_1","pLARmEB","PstI.TP532426",7,64966356,0
"122","HW_1","pLARmEB","PstI.TP181697",8,2683686,0
"122","HW_1","pLARmEB","PstI.TP350262",8,2905616,8.03896244857127e-09
"122","HW_1","pLARmEB","PstI.TP417854",8,3908674,0
"122","HW_1","pLARmEB","NsiI.TP179941",8,55948810,0
"122","HW_1","pLARmEB","PstI.TP373660",8,62666468,6.5508853693861e-15
"122","HW_1","pLARmEB","PstI.TP787829",9,41932983,0
"122","HW_1","pLARmEB","PstI.TP383705",9,46040507,0
"122","HW_1","pLARmEB","NsiI.TP663012",9,52480175,0
"122","HW_1","pLARmEB","PstI.TP746782",9,53784279,0
"122","HW_1","pLARmEB","PstI.TP834958",9,54418483,0
"122","HW_1","pLARmEB","PstI.TP1101676",9,55031033,0
"122","HW_1","pLARmEB","NsiI.TP66114",9,57265279,0
"122","HW_1","pLARmEB","NsiI.TP502082",10,1262753,0
"122","HW_1","pLARmEB","PstI.TP831544",10,5137704,7.91224998134312e-05
"122","HW_1","pLARmEB","PstI.TP809778",10,8543510,0
"122","HW_1","pLARmEB","PstI.TP320710",10,54501313,0
"122","HW_1","pLARmEB","PstI.TP719659",10,54993631,0
"122","HW_1","pLARmEB","NsiI.TP557652",10,55121411,0
"122","HW_1","pLARmEB","PstI.TP248498",10,57422064,0
"122","HW_1","pLARmEB","PstI.TP1234552",10,60231357,0
"122","HW_1","pLARmEB","PstI.TP85647",10,60886778,0
"122","HW_1","pLARmEB","NsiI.TP441858",10,60928769,8.95777191219215e-05
"122","HW_1","pLARmEB","PstI.TP65497",11,546,0
"122","HW_1","pLARmEB","PstI.TP143773",11,1214,0
"122","HW_1","pLARmEB","PstI.TP160752",11,1322,0
"122","HW_1","pLARmEB","PstI.TP328246",11,2599,0
"122","HW_1","pLARmEB","PstI.TP394317",11,3076,0
"122","HW_1","pLARmEB","PstI.TP527171",11,3934,0
"122","HW_1","pLARmEB","PstI.TP552710",11,4086,0
"122","HW_1","pLARmEB","PstI.TP675802",11,4696,0
"122","HW_1","pLARmEB","PstI.TP762971",11,5268,0
"122","HW_1","pLARmEB","PstI.TP1019197",11,7072,0
"122","HW_1","pLARmEB","PstI.TP1124649",11,7892,0
"122","HW_1","pLARmEB","PstI.TP1163307",11,8177,0
"122","HW_1","pLARmEB","NsiI.TP66747",11,9923,0
"122","HW_1","pLARmEB","NsiI.TP199138",11,11340,0
"122","HW_1","pLARmEB","NsiI.TP433717",11,14120,5.8925055466433e-09
"122","HW_1","pLARmEB","NsiI.TP560012",11,16067,0
"122","HW_1","pKWmEB","PstI.TP457393",1,60097068,0
"122","HW_1","pKWmEB","PstI.TP288641",1,27158173,0
"122","HW_1","pKWmEB","PstI.TP308053",1,8330660,0
"122","HW_1","pKWmEB","PstI.TP687743",1,69969234,3.33042762308747e-16
"122","HW_1","pKWmEB","PstI.TP352846",1,71717994,0
"122","HW_1","pKWmEB","PstI.TP530837",1,65836675,7.26440418592476e-07
"122","HW_1","pKWmEB","PstI.TP972953",1,7984963,4.76321297145583e-05
"122","HW_1","pKWmEB","PstI.TP535893",1,73975816,0
"122","HW_1","pKWmEB","PstI.TP365645",1,61353360,1.53603106838503e-06
"122","HW_1","pKWmEB","PstI.TP533117",1,18662889,2.24284881586928e-09
"122","HW_1","pKWmEB","PstI.TP1260916",1,71157310,0
"122","HW_1","pKWmEB","NsiI.TP269540",1,24901828,8.83893621739408e-13
"122","HW_1","pKWmEB","PstI.TP1246681",1,61289286,0
"122","HW_1","pKWmEB","PstI.TP1213378",1,46786394,6.47888095268779e-08
"122","HW_1","pKWmEB","PstI.TP401102",1,12714512,4.18022828954033e-06
"122","HW_1","pKWmEB","NsiI.TP360999",1,10465743,0
"122","HW_1","pKWmEB","PstI.TP377610",1,9851445,2.83139199579938e-14
"122","HW_1","pKWmEB","PstI.TP548709",2,61335066,4.75444688525211e-07
"122","HW_1","pKWmEB","NsiI.TP388907",2,71256645,0
"122","HW_1","pKWmEB","PstI.TP243328",2,58674737,0.000108193208472766
"122","HW_1","pKWmEB","PstI.TP985838",3,58380810,7.54918381270283e-15
"122","HW_1","pKWmEB","PstI.TP325958",3,54129415,7.1994612744084e-05
"122","HW_1","pKWmEB","PstI.TP643379",3,5147929,0
"122","HW_1","pKWmEB","PstI.TP41440",3,59899767,3.33042762308747e-16
"122","HW_1","pKWmEB","PstI.TP731882",3,19716780,7.02910450136186e-06
"122","HW_1","pKWmEB","PstI.TP724939",3,66915295,0
"122","HW_1","pKWmEB","PstI.TP1100905",3,73743770,0
"122","HW_1","pKWmEB","PstI.TP106875",3,64830008,0
"122","HW_1","pKWmEB","PstI.TP1184603",3,2835614,4.08413416171077e-07
"122","HW_1","pKWmEB","PstI.TP207042",3,68906982,0
"122","HW_1","pKWmEB","PstI.TP115576",3,61364669,0
"122","HW_1","pKWmEB","NsiI.TP620135",3,16826264,7.44389091115451e-06
"122","HW_1","pKWmEB","PstI.TP1063373",3,59855371,1.63870206128463e-06
"122","HW_1","pKWmEB","PstI.TP935651",4,66370793,0
"122","HW_1","pKWmEB","PstI.TP447008",4,65767007,3.85034814678615e-12
"122","HW_1","pKWmEB","PstI.TP318872",4,54744673,0
"122","HW_1","pKWmEB","PstI.TP446782",4,63627667,5.20714894033991e-07
"122","HW_1","pKWmEB","PstI.TP152056",5,64031521,4.37219979957456e-09
"122","HW_1","pKWmEB","PstI.TP788586",6,57442567,2.65460556197554e-13
"122","HW_1","pKWmEB","PstI.TP1045605",6,49825862,0
