"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"122","FW_1","mrMLM","PstI.TP360841",2,2832783,7.10153120939722e-08
"122","FW_1","FASTmrEMMA","PstI.TP457393",1,60097068,3.57026128039015e-06
"122","FW_1","FASTmrEMMA","PstI.TP360841",2,2832783,1.70059148422409e-05
"122","FW_1","pLARmEB","PstI.TP1268585",1,2988383,0
"122","FW_1","pLARmEB","PstI.TP1155202",1,3620639,0
"122","FW_1","pLARmEB","PstI.TP683907",1,4900973,3.17906933564336e-05
"122","FW_1","pLARmEB","PstI.TP972953",1,7984963,0
"122","FW_1","pLARmEB","PstI.TP308053",1,8330660,0
"122","FW_1","pLARmEB","NsiI.TP440927",1,20252244,0
"122","FW_1","pLARmEB","PstI.TP288641",1,27158173,0
"122","FW_1","pLARmEB","PstI.TP546331",1,59140499,0
"122","FW_1","pLARmEB","PstI.TP502131",1,59426545,0
"122","FW_1","pLARmEB","PstI.TP457393",1,60097068,0
"122","FW_1","pLARmEB","PstI.TP924658",1,65264909,1.47468750331735e-07
"122","FW_1","pLARmEB","PstI.TP530837",1,65836675,3.6066167888196e-11
"122","FW_1","pLARmEB","NsiI.TP252602",1,68982448,0
"122","FW_1","pLARmEB","PstI.TP352846",1,71717994,0
"122","FW_1","pLARmEB","PstI.TP172804",1,79485436,0
"122","FW_1","pLARmEB","PstI.TP360841",2,2832783,0
"122","FW_1","pLARmEB","PstI.TP972096",2,3042190,0
"122","FW_1","pLARmEB","PstI.TP334931",2,51848838,4.4411966136559e-16
"122","FW_1","pLARmEB","NsiI.TP351136",2,61077854,8.80846027362261e-09
"122","FW_1","pLARmEB","PstI.TP548709",2,61335066,0
"122","FW_1","pLARmEB","PstI.TP508238",2,61763533,0
"122","FW_1","pLARmEB","PstI.TP139651",2,69224467,0
"122","FW_1","pLARmEB","NsiI.TP388907",2,71256645,0
"122","FW_1","pLARmEB","PstI.TP1231486",2,73904492,0
"122","FW_1","pLARmEB","NsiI.TP333723",2,74239929,9.99309463002592e-16
"122","FW_1","pLARmEB","PstI.TP541575",2,74276308,0
"122","FW_1","pLARmEB","NsiI.TP436966",3,208286,3.53345854108902e-06
"122","FW_1","pLARmEB","PstI.TP1114836",3,3245214,7.05829815859822e-11
"122","FW_1","pLARmEB","PstI.TP241235",3,9336109,0
"122","FW_1","pLARmEB","PstI.TP211419",3,12715735,3.83177500361384e-13
"122","FW_1","pLARmEB","PstI.TP731882",3,19716780,1.30226689357798e-10
"122","FW_1","pLARmEB","PstI.TP1231136",3,52841481,2.33130985741803e-15
