"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"122","GHW_50","mrMLM","PstI.TP360841",2,2832783,1.13661399719675e-08
"122","GHW_50","mrMLM","PstI.TP325958",3,54129415,1.7902265761535e-07
"122","GHW_50","FASTmrMLM","PstI.TP360841",2,2832783,3.07538859881318e-07
"122","GHW_50","FASTmrEMMA","PstI.TP820348",1,64116607,2.89934569317074e-05
"122","GHW_50","pLARmEB","PstI.TP1268585",1,2988383,0
"122","GHW_50","pLARmEB","PstI.TP947391",1,4891496,0
"122","GHW_50","pLARmEB","PstI.TP722242",1,6187691,0
"122","GHW_50","pLARmEB","PstI.TP1015835",1,6514843,0
"122","GHW_50","pLARmEB","PstI.TP972953",1,7984963,0
"122","GHW_50","pLARmEB","PstI.TP308053",1,8330660,0
"122","GHW_50","pLARmEB","NsiI.TP440927",1,20252244,0
"122","GHW_50","pLARmEB","PstI.TP288641",1,27158173,0
"122","GHW_50","pLARmEB","PstI.TP502131",1,59426545,0
"122","GHW_50","pLARmEB","PstI.TP773822",1,60097008,0
"122","GHW_50","pLARmEB","PstI.TP457393",1,60097068,0
"122","GHW_50","pLARmEB","PstI.TP116028",1,62738111,0
"122","GHW_50","pLARmEB","PstI.TP820348",1,64116607,0
"122","GHW_50","pLARmEB","PstI.TP358803",1,65256453,0
"122","GHW_50","pLARmEB","PstI.TP924658",1,65264909,0
"122","GHW_50","pLARmEB","PstI.TP530837",1,65836675,0
"122","GHW_50","pLARmEB","NsiI.TP252602",1,68982448,0
"122","GHW_50","pLARmEB","PstI.TP687743",1,69969234,0
"122","GHW_50","pLARmEB","PstI.TP901545",1,71391273,0
"122","GHW_50","pLARmEB","PstI.TP352846",1,71717994,0
"122","GHW_50","pLARmEB","PstI.TP189129",1,73890221,0
"122","GHW_50","pLARmEB","NsiI.TP499934",1,76362422,0
"122","GHW_50","pLARmEB","PstI.TP576366",2,375350,0
"122","GHW_50","pLARmEB","PstI.TP360841",2,2832783,0
"122","GHW_50","pLARmEB","PstI.TP972096",2,3042190,0
"122","GHW_50","pLARmEB","PstI.TP749310",2,9525754,0
"122","GHW_50","pLARmEB","PstI.TP334931",2,51848838,0
"122","GHW_50","pLARmEB","PstI.TP249296",2,57415075,0
"122","GHW_50","pLARmEB","PstI.TP548709",2,61335066,0
"122","GHW_50","pLARmEB","PstI.TP641744",2,61738293,0
"122","GHW_50","pLARmEB","PstI.TP508238",2,61763533,0
"122","GHW_50","pLARmEB","PstI.TP682301",2,65662699,0
"122","GHW_50","pLARmEB","NsiI.TP388907",2,71256645,0
"122","GHW_50","pLARmEB","PstI.TP1000478",2,72314995,0
"122","GHW_50","pLARmEB","PstI.TP1231486",2,73904492,0
"122","GHW_50","pLARmEB","NsiI.TP333723",2,74239929,0
"122","GHW_50","pLARmEB","NsiI.TP436966",3,208286,0
"122","GHW_50","pLARmEB","PstI.TP1114836",3,3245214,0
"122","GHW_50","pLARmEB","PstI.TP241235",3,9336109,0
"122","GHW_50","pLARmEB","PstI.TP211419",3,12715735,0
"122","GHW_50","pLARmEB","PstI.TP731882",3,19716780,0
"122","GHW_50","pLARmEB","PstI.TP118856",3,37389858,0
"122","GHW_50","pLARmEB","PstI.TP1231136",3,52841481,0
"122","GHW_50","pLARmEB","PstI.TP325958",3,54129415,0
"122","GHW_50","pLARmEB","PstI.TP985838",3,58380810,0
"122","GHW_50","pLARmEB","NsiI.TP529124",3,63127607,0
"122","GHW_50","pLARmEB","PstI.TP269566",3,63644939,0
"122","GHW_50","pLARmEB","PstI.TP724939",3,66915295,0
"122","GHW_50","pLARmEB","PstI.TP1027117",3,70383646,0
"122","GHW_50","pLARmEB","PstI.TP568461",3,74315454,0
"122","GHW_50","pLARmEB","PstI.TP532669",4,3498516,0
"122","GHW_50","pLARmEB","PstI.TP1059365",4,3535002,0
"122","GHW_50","pLARmEB","PstI.TP1210085",4,5549411,0
"122","GHW_50","pLARmEB","PstI.TP1001032",4,6463834,0
"122","GHW_50","pLARmEB","PstI.TP1150046",4,55510631,0
"122","GHW_50","pLARmEB","PstI.TP707030",4,55665489,0
"122","GHW_50","pLARmEB","PstI.TP168720",4,64338756,0
"122","GHW_50","pLARmEB","PstI.TP935651",4,66370793,0
"122","GHW_50","pLARmEB","PstI.TP569914",5,1262747,0
"122","GHW_50","pLARmEB","PstI.TP979536",5,2060722,0
"122","GHW_50","pLARmEB","PstI.TP1181476",5,2299991,0
"122","GHW_50","pLARmEB","PstI.TP644170",5,13189719,0
"122","GHW_50","pLARmEB","PstI.TP25299",5,63419016,0
"122","GHW_50","pLARmEB","PstI.TP152056",5,64031521,0
"122","GHW_50","pLARmEB","PstI.TP850689",6,49449385,0
"122","GHW_50","pLARmEB","PstI.TP404885",6,51199851,0
"122","GHW_50","pLARmEB","PstI.TP706276",6,52495459,0
"122","GHW_50","pLARmEB","NsiI.TP652621",6,56522972,0
"122","GHW_50","pLARmEB","PstI.TP1000965",6,57296544,0
"122","GHW_50","pLARmEB","PstI.TP788586",6,57442567,0
"122","GHW_50","pLARmEB","PstI.TP939692",6,57716221,0
"122","GHW_50","pLARmEB","PstI.TP1220434",6,57879537,0
"122","GHW_50","pLARmEB","PstI.TP276388",6,59032815,0
"122","GHW_50","pLARmEB","PstI.TP1056336",6,60888540,0
"122","GHW_50","pLARmEB","PstI.TP1021321",7,40225707,0
"122","GHW_50","pLARmEB","PstI.TP838226",7,56380657,0
"122","GHW_50","pLARmEB","PstI.TP285646",7,59945480,0
"122","GHW_50","pLARmEB","PstI.TP780069",7,60189505,0
"122","GHW_50","pLARmEB","PstI.TP1274931",7,61404400,0
"122","GHW_50","pLARmEB","PstI.TP532426",7,64966356,0
"122","GHW_50","pLARmEB","PstI.TP181697",8,2683686,0
"122","GHW_50","pLARmEB","PstI.TP350262",8,2905616,0
"122","GHW_50","pLARmEB","PstI.TP1118313",8,3139823,0
"122","GHW_50","pLARmEB","PstI.TP417854",8,3908674,0
"122","GHW_50","pLARmEB","NsiI.TP179941",8,55948810,0
"122","GHW_50","pLARmEB","PstI.TP990909",8,62111760,0
"122","GHW_50","pLARmEB","PstI.TP373660",8,62666468,0
"122","GHW_50","pLARmEB","PstI.TP277254",9,815106,0
"122","GHW_50","pLARmEB","PstI.TP1107519",9,3315165,0
"122","GHW_50","pLARmEB","PstI.TP145796",9,40783563,0
"122","GHW_50","pLARmEB","PstI.TP343925",9,42951872,0
"122","GHW_50","pLARmEB","PstI.TP383705",9,46040507,0
"122","GHW_50","pLARmEB","PstI.TP134129",9,51572610,0
"122","GHW_50","pLARmEB","PstI.TP1101676",9,55031033,0
"122","GHW_50","pLARmEB","PstI.TP1104589",9,56629291,0
"122","GHW_50","pLARmEB","NsiI.TP66114",9,57265279,0
"122","GHW_50","pLARmEB","PstI.TP744946",10,1055316,0
"122","GHW_50","pLARmEB","NsiI.TP502082",10,1262753,0
"122","GHW_50","pLARmEB","PstI.TP831544",10,5137704,0
"122","GHW_50","pLARmEB","PstI.TP1027226",10,5400847,0
"122","GHW_50","pLARmEB","PstI.TP809778",10,8543510,0
"122","GHW_50","pLARmEB","PstI.TP719659",10,54993631,0
"122","GHW_50","pLARmEB","PstI.TP248498",10,57422064,0
"122","GHW_50","pLARmEB","PstI.TP1234552",10,60231357,0
"122","GHW_50","pLARmEB","PstI.TP85647",10,60886778,0
"122","GHW_50","pLARmEB","PstI.TP65497",11,546,0
"122","GHW_50","pLARmEB","PstI.TP96953",11,798,0
"122","GHW_50","pLARmEB","PstI.TP143773",11,1214,0
"122","GHW_50","pLARmEB","PstI.TP350552",11,2761,0
"122","GHW_50","pLARmEB","PstI.TP394317",11,3076,0
"122","GHW_50","pLARmEB","PstI.TP444076",11,3404,0
"122","GHW_50","pLARmEB","PstI.TP527171",11,3934,0
"122","GHW_50","pLARmEB","PstI.TP552710",11,4086,0
"122","GHW_50","pLARmEB","PstI.TP675802",11,4696,0
"122","GHW_50","pLARmEB","PstI.TP762971",11,5268,0
"122","GHW_50","pLARmEB","PstI.TP1019197",11,7072,0
"122","GHW_50","pLARmEB","PstI.TP1124649",11,7892,0
"122","GHW_50","pLARmEB","NsiI.TP66747",11,9923,0
"122","GHW_50","pLARmEB","NsiI.TP404945",11,13572,0
"122","GHW_50","pLARmEB","NsiI.TP433717",11,14120,0
"122","GHW_50","pLARmEB","NsiI.TP560012",11,16067,0
"122","GHW_50","pKWmEB","PstI.TP935651",4,66370793,0.000183231442237121
"122","GHW_50","ISIS EM-BLASSO","PstI.TP1268585",1,2988383,5.84386264955661e-06
"122","GHW_50","ISIS EM-BLASSO","PstI.TP360841",2,2832783,2.83661241931251e-08
"122","GHW_50","ISIS EM-BLASSO","PstI.TP935651",4,66370793,1.23395692613962e-07
