"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00940128649183572,0.0103908955962395,0.0103908955962395,0.0108857001484414,0.012370113805047,0.0178129638792677,0.0252350321622959
"0.05",0.049480455220188,0.0514596734289955,0.0519544779811974,0.0573973280554181,0.0643245917862444,0.0831271647699159,0.109846610588817
"0.1",0.0994557149925779,0.103414151410193,0.106382978723404,0.118258287976249,0.132112815437902,0.162295893122217,0.201385452746165
"0.2",0.199406234537358,0.206333498268184,0.212765957446809,0.229094507669471,0.256803562592776,0.3156853043048,0.369619000494805
"0.3",0.299356754082138,0.308758040573973,0.312221672439386,0.327065809005443,0.35526966848095,0.417120237506185,0.505690252350322
"0.4",0.399307273626917,0.409698169223157,0.416130628401781,0.43691241959426,0.483918852053439,0.576942107867392,0.655616031667491
"0.5",0.499257793171697,0.509648688767937,0.519049975259772,0.543790202869866,0.595249876298862,0.666996536368135,0.752102919346858
"0.6",0.599208312716477,0.608609599208313,0.617516081147947,0.639782285997031,0.672934190994557,0.759030183077684,0.841662543295398
"0.7",0.699158832261257,0.708065314200891,0.717466600692726,0.743196437407224,0.789708065314201,0.870361207323107,0.96833250865908
"0.8",0.799109351806037,0.805541810984661,0.811974270163285,0.836714497773379,0.877288471053934,0.980702622464127,1
"0.9",0.899059871350816,0.908955962394854,0.919346857991094,0.955962394854033,1,1,1
"1",0.999505195447798,1,1,1,1,1,1
