SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP457393,1,60097068,9.83946922840033e-07,0.248,125,0,0.214263578221327,-0.275996875157629
PstI.TP705377,11,    4888,1.09013481724035e-06,0.252,125,0,0.212322874880289,-0.260507700182809
PstI.TP710636,6,45894338,1.99461620040727e-06,0.188,125,0,0.200957320659728,0.416607437786678
PstI.TP1155086,9,50004653,4.7101659586979e-06,0.232,125,0,0.185013491687556,0.388259092688976
PstI.TP1201445,11,    8486,1.27549809060949e-05,0.448,125,0,0.166855911462319,0.236367847767685
PstI.TP504809,4, 5155593,1.28021178949481e-05,0.396,125,0,0.166789333407328,0.371617817489452
PstI.TP1071296,11,    7466,1.64132425831748e-05,0.148,125,0,0.162315802509252,0.32041018500245
NsiI.TP213158,2,67720379,1.71908247924987e-05,0.272,125,0,0.161484904171928,-0.277786785994884
NsiI.TP476728,3,67867988,2.33771808297563e-05,0.444,125,0,0.155986639968044,0.23039878497117
PstI.TP993272,2,58286678,2.85266126211136e-05,0.452,125,0,0.15244390489427,-0.596618232761101
NsiI.TP827851,4,12330408,2.87165680811779e-05,0.056,125,0,0.152326044890284,0.557099680525085
PstI.TP478050,3,63462498,3.23482678405735e-05,0.0639999999999999,125,0,0.150213968582929,-0.416326868865256
PstI.TP1021466,1,68344473,3.73668676177651e-05,0.048,125,0,0.147662969376326,-0.471170345477865
PstI.TP683701,10,10614565,4.59028636204259e-05,0.444,125,0,0.144036988690035,0.210380472079102
PstI.TP314454,11,    2487,5.23787477659467e-05,0.204,125,0,0.141719288221772,0.285009266188812
PstI.TP398042,11,    3104,5.67721497525158e-05,0.368,125,0,0.140307920360317,-0.224862392939663
PstI.TP819907,6, 6739141,5.71863491553261e-05,0.204,125,0,0.140180659541102,0.27143940933707
PstI.TP780145,9,54592677,5.91619269807006e-05,0.112,125,0,0.139586344182589,0.370710408702782
PstI.TP790069,2,  699673,7.28469979250803e-05,0.26,125,0,0.135954445738861,0.332227621532545
