SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP457393,1,60097068,4.23274372029825e-07,0.258333333333333,120,0,0.241204227633884,-0.545019723146696
PstI.TP820348,1,64116607,6.46158531397366e-07,0.0416666666666666,120,0,0.232675755182176,-1.23396544604141
PstI.TP993272,2,58286678,7.32781083244474e-07,0.45,120,0,0.230152692692717,-1.35506929759568
PstI.TP469520,6,53807168,1.53879263465921e-06,0.191666666666667,120,0,0.215396164527398,0.545516724091255
NsiI.TP827851,4,12330408,2.03323737997357e-06,0.0583333333333333,120,0,0.209908521012067,1.20935571104128
PstI.TP807213,1,57183105,2.3597650392697e-06,0.125,120,0,0.206987463641598,-0.647802932079294
PstI.TP478050,3,63462498,2.44059887129346e-06,0.0666666666666667,120,0,0.206328038064879,-0.901681553311995
PstI.TP1071296,11,    7466,3.72793759172365e-06,0.15,120,0,0.19807150589384,0.659831920076267
NsiI.TP51047,2,13453548,6.43311008545143e-06,0.0666666666666667,120,0,0.187538659265168,-0.822839009272634
PstI.TP1014210,11,    7040,6.71978843828329e-06,0.0583333333333333,120,0,0.186701926617072,0.888750329976258
PstI.TP504809,4, 5155593,1.12023436450066e-05,0.391666666666667,120,0,0.176948315126388,0.708581823590186
PstI.TP705377,11,    4888,1.33945280997024e-05,0.2625,120,0,0.173561239858138,-0.438079892063512
PstI.TP256025,6,39923562,1.35615060979018e-05,0.458333333333333,120,0,0.173326907143509,0.51112475088611
PstI.TP755087,11,    5210,1.70295076890398e-05,0.0166666666666667,120,0,0.169030468044652,-1.94079418695381
PstI.TP190927,3, 3236781,1.9596666908711e-05,0.204166666666667,120,0,0.166391253778248,0.510601585377931
PstI.TP1045605,6,49825862,2.48024207758446e-05,0.3,120,0,0.161980492832047,-0.696146216436668
PstI.TP819907,6, 6739141,3.03861268761222e-05,0.208333333333333,120,0,0.158196356092927,0.537583583876855
NsiI.TP482264,1,66520178,3.1270443987615e-05,0.0541666666666667,120,0,0.157663019678925,-0.933434830715673
