SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP925206,10,58730377,2.36351734357845e-08,0.404,125,0,0.287386573272424,0.747190193572092
NsiI.TP440927,1,20252244,7.1868966872604e-07,0.084,125,0,0.220235303504802,-1.35872859908553
PstI.TP694469,2,61192392,1.22435085967563e-06,0.324,125,0,0.210128620976789,0.660650316247951
PstI.TP1177494,1,71370263,6.22563868666244e-06,0.12,125,0,0.179893543037492,-1.07498133300699
PstI.TP993272,2,58286678,1.04249552364434e-05,0.452,125,0,0.170504121684953,1.51723607856784
PstI.TP91130,1,72585815,1.1394244164022e-05,0.184,125,0,0.168894418070438,0.709988521606268
PstI.TP843092,5,14746414,1.32515592487367e-05,0.04,125,0,0.166166799451818,1.62644271819529
PstI.TP807213,1,57183105,1.61669800293312e-05,0.12,125,0,0.162587343335512,0.745902463504301
PstI.TP132033,2,66024864,1.81371653763294e-05,0.184,125,0,0.160523924933942,-0.653378770477694
PstI.TP476949,1, 5536792,2.42587181869444e-05,0.472,125,0,0.15532683042878,-0.518535010145101
PstI.TP687743,1,69969234,2.49762221085381e-05,0.124,125,0,0.154807608908731,-0.801300755288515
PstI.TP840235,3,50897546,2.56873568785803e-05,0.156,125,0,0.154307800971258,-0.726390779515784
PstI.TP1217016,3,11532831,3.35287206504317e-05,0.32,125,0,0.149579297098931,-0.621043663153249
NsiI.TP51047,2,13453548,3.37684796410092e-05,0.0639999999999999,125,0,0.149453179577324,0.955965560265951
PstI.TP176880,1,28241729,3.41080258976787e-05,0.068,125,0,0.149276127017638,-0.94105018331069
PstI.TP995173,2,70172526,3.899579359013e-05,0.284,125,0,0.146909698627081,-0.595513535237502
PstI.TP1193013,6,60825902,4.49338558265153e-05,0.1,125,0,0.144412289254071,1.0283658285183
PstI.TP955356,3,67880743,4.69860654649465e-05,0.22,125,0,0.143626917203123,0.59812205261718
PstI.TP742405,9, 3885435,4.91053940662806e-05,0.36,125,0,0.142851791345098,-0.594487258106233
PstI.TP337951,4,40615943,4.99222599608425e-05,0.332,125,0,0.142562112469328,-0.611228133292697
PstI.TP1000389,7,44396572,5.50361053375851e-05,0.0679999999999999,125,0,0.140851830843527,1.05065563506157
NsiI.TP38533,2,41373269,6.23409190207794e-05,0.04,125,0,0.138671289939807,-1.34661927036136
PstI.TP1014210,11,    7040,0.00010086817809774,0.056,125,0,0.13030632304569,-0.96646885616482
PstI.TP456356,6,57185583,0.000102570062687954,0.18,125,0,0.130017025797564,-0.600542449324821
PstI.TP1181476,5, 2299991,0.000107310212862132,0.228,125,0,0.129236409017203,0.648497255249721
PstI.TP820348,1,64116607,0.000111679616767563,0.04,125,0,0.128547446257506,1.19427769065781
PstI.TP803468,6,47699983,0.000122320252174803,0.16,125,0,0.126978644227644,0.798058037295492
PstI.TP1270259,3,73055182,0.000130370253956601,0.176,125,0,0.125881835595301,-0.804133677592154
NsiI.TP825138,6,43278106,0.000140164784586912,0.388,125,0,0.124637112514204,0.484613492614362
PstI.TP478050,3,63462498,0.000141953933327991,0.0639999999999999,125,0,0.124419375155754,0.911103090078089
PstI.TP873911,2,65476325,0.000142854392762443,0.096,125,0,0.124310849170317,0.922548867870205
NsiI.TP181198,8,55572072,0.000145327270879029,0.128,125,0,0.124016370137708,0.87345112706242
PstI.TP350243,9,45321870,0.000153875951538946,0.248,125,0,0.123036431889262,-0.542414719793698
PstI.TP963456,11,    6700,0.000159989444733031,0.444,125,0,0.122369191699294,0.460726365505219
NsiI.TP9939,11,    9230,0.000164169684937393,0.048,125,0,0.121927790735408,1.09667497021603
PstI.TP100539,11,     820,0.000165318840944872,0.04,125,0,0.12180846146285,-1.16255182402201
PstI.TP593877,9,55077360,0.000168276184767642,0.06,125,0,0.121505226245606,-0.875818360441931
PstI.TP458650,3,63973238,0.000182148954160427,0.136,125,0,0.120151886237112,-0.657130146523391
PstI.TP1238303,6,50987036,0.00018464452246638,0.136,125,0,0.119919659941072,-0.691297941782052
PstI.TP544748,1,73791429,0.000185980582166853,0.08,125,0,0.119796647948684,1.02194671231282
NsiI.TP48486,11,    9715,0.000224055777571447,0.332,125,0,0.11662582296592,-0.487449600367364
PstI.TP1147160,7,44396170,0.000232910661529109,0.436,125,0,0.115967657838034,1.10334356848119
PstI.TP681191,6,51040947,0.000239957524327514,0.264,125,0,0.115461917959428,0.736778552646089
PstI.TP740583,11,    5112,0.000240961301432845,0.284,125,0,0.115391117616836,-0.489015987150791
PstI.TP254032,11,    2066,0.000248742385660386,0.456,125,0,0.114852311835861,0.45845698535411
NsiI.TP615624,1,65289533,0.00026071361174926,0.176,125,0,0.114056143297295,-0.76543102002902
PstI.TP577712,8, 6219464,0.000300136512263548,0.12,125,0,0.111676220907289,-0.846980652085966
PstI.TP164155,11,    1353,0.000301641405223158,0.184,125,0,0.111591834248595,0.577111711146681
PstI.TP856013,11,    5962,0.000319622217724776,0.056,125,0,0.110615638151035,-0.992941380333691
PstI.TP37494,1,15597809,0.000329583352460988,0.028,125,0,0.110098758406923,1.56212848667555
NsiI.TP268751,3,56723684,0.000351800712861319,0.052,125,0,0.109001294532291,1.17071371325663
NsiI.TP800074,1, 6979429,0.000360667685760643,0.056,125,0,0.108582979900448,-1.13102169599032
PstI.TP833275,1,77225365,0.000377161883701632,0.052,125,0,0.107832121622614,1.07572218860373
PstI.TP229546,2,74208278,0.000388886233229361,0.052,125,0,0.107318567830712,-1.07315755143352
PstI.TP826904,1,71509086,0.000401285876255996,0.128,125,0,0.106792405748067,0.724376453770424
NsiI.TP20060,1,18191763,0.000405681662429163,0.112,125,0,0.10660986471281,0.750412365848697
PstI.TP1186327,2, 8257580,0.000406558844971748,0.492,125,0,0.106573681010706,0.453283797232507
PstI.TP844985,2,58637331,0.000449046746297037,0.096,125,0,0.104910558967062,0.890141108041382
NsiI.TP132109,2,72971977,0.000454534117944222,0.1,125,0,0.104707608140648,-0.875658323740576
PstI.TP1206934,3, 6141050,0.000463242805058922,0.124,125,0,0.104390613197972,-0.748194533956525
PstI.TP624488,11,    4383,0.000476079669946332,0.052,125,0,0.103934313694601,-0.986303595282367
PstI.TP420801,1,62946889,0.000493947049602165,0.136,125,0,0.103319753313478,0.568921231937875
PstI.TP118856,3,37389858,0.000563976345967653,0.032,125,0,0.101112789362574,-1.2493274037785
NsiI.TP583360,2,66047191,0.000571737835424784,0.044,125,0,0.100885681782485,0.960022635899797
PstI.TP1000873,7,57426488,0.000572388673796449,0.056,125,0,0.100866781507065,1.09009447781967
PstI.TP1076746,7, 1802206,0.00059396111325621,0.156,125,0,0.100252478066506,0.690092437566287
PstI.TP44157,4,67560728,0.000625779312468471,0.024,125,0,0.0993869394318327,1.59636103133934
PstI.TP539634,6,55893141,0.000631530922728115,0.388,125,0,0.0992353055320138,-0.493292687867307
PstI.TP729343,11,    5026,0.000635959027833558,0.236,125,0,0.0991195255401638,0.55486854612516
PstI.TP725292,3, 4449847,0.000664140367791586,0.2,125,0,0.0984015054275181,-0.69310782605319
PstI.TP769847,9, 2435845,0.000711468367564719,0.02,125,0,0.0972631886083426,1.72271799983667
PstI.TP1022061,3,61377198,0.000718115780626224,0.18,125,0,0.0971095556568716,-0.539860597580023
PstI.TP588109,1,78200524,0.000719491713335177,0.212,125,0,0.0970779377293965,0.565072581648854
PstI.TP118367,11,     977,0.000770618477693355,0.224,125,0,0.0959450515149235,0.488393601306876
PstI.TP539951,4, 3227883,0.000775678518416227,0.188,125,0,0.0958371491168017,-0.522938155352622
PstI.TP393128,7,60228191,0.000799412079595406,0.02,125,0,0.0953404946730489,1.70560570656871
PstI.TP483846,1,61901448,0.00081478090276342,0.032,125,0,0.0950268861836595,-1.10068131621069
PstI.TP248498,10,57422064,0.000832001759052398,0.024,125,0,0.0946826153831004,1.55812243938072
PstI.TP12746,6,47840509,0.000846930135473157,0.108,125,0,0.0943900386360094,0.808134648007272
PstI.TP378778,1,54121051,0.000877261536952055,0.22,125,0,0.0938115394738908,0.475375615188162
PstI.TP644170,5,13189719,0.000880995699634426,0.032,125,0,0.0937417419164596,-1.3540794603058
PstI.TP827144,3,65732872,0.000881747978839385,0.104,125,0,0.0937277173359958,0.669870177415061
PstI.TP761935,1,22258955,0.000896396868506882,0.056,125,0,0.0934570415077802,-0.912685939281949
PstI.TP771928,11,    5326,0.00091313342943815,0.252,125,0,0.09315329100309,0.471969249895475
PstI.TP1000608,7,57426510,0.000938647658701126,0.04,125,0,0.0927010567470652,-0.888461631967657
PstI.TP443586,1, 7215893,0.000947502054068148,0.352,125,0,0.0925470572870848,0.453014423826162
PstI.TP83264,6,56897554,0.000952662618371757,0.0679999999999999,125,0,0.092457982262696,-0.960177295653661
PstI.TP1032333,3, 3528771,0.000975429554602776,0.14,125,0,0.0920708312613275,-0.55870134557274
PstI.TP543309,1,77166071,0.00104727834348073,0.024,125,0,0.0909072121681944,-1.31394206935438
NsiI.TP45036,3,  389776,0.00106096325448394,0.04,125,0,0.0906948942707414,1.20159486683699
NsiI.TP533643,3,  471619,0.00106096325448398,0.04,125,0,0.0906948942707414,-1.20159486683698
PstI.TP1137784,7,10078994,0.0010896187280507,0.28,125,0,0.0902592745305386,-0.599352841365618
PstI.TP755087,11,    5210,0.00109485383282822,0.016,125,0,0.0901809625615384,1.84692949769707
PstI.TP1166626,7, 5373971,0.00113360494651263,0.168,125,0,0.0896129700813486,-0.686020840921869
PstI.TP983468,6,52676712,0.00115534919370854,0.116,125,0,0.0893029233295338,-0.680166331549114
