"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00955794504181601,0.0102747909199522,0.010752688172043,0.01194743130227,0.0148148148148148,0.0198327359617682,0.029868578255675
"0.05",0.0497013142174432,0.0516129032258065,0.0525686977299881,0.0590203106332139,0.0702508960573477,0.0948626045400239,0.129510155316607
"0.1",0.0996415770609319,0.102986857825568,0.106571087216249,0.118518518518519,0.133811230585424,0.179689366786141,0.236559139784946
"0.2",0.199761051373955,0.204062126642772,0.209796893667861,0.227240143369176,0.256391875746714,0.321146953405018,0.40573476702509
"0.3",0.299641577060932,0.308004778972521,0.314456391875747,0.336678614097969,0.382795698924731,0.467383512544803,0.557706093189964
"0.4",0.399761051373955,0.406929510155317,0.413859020310633,0.443010752688172,0.483154121863799,0.578494623655914,0.686977299880526
"0.5",0.499641577060932,0.508482676224612,0.51636798088411,0.544086021505376,0.595937873357228,0.703225806451613,0.812425328554361
"0.6",0.599761051373955,0.610274790919952,0.621744324970131,0.655436081242533,0.706093189964158,0.815770609318996,0.926403823178017
"0.7",0.699641577060932,0.708482676224612,0.719952210274791,0.753405017921147,0.806929510155317,0.918518518518519,1
"0.8",0.799761051373955,0.809557945041816,0.821266427718041,0.853046594982079,0.908721624850657,1,1
"0.9",0.899641577060932,0.909916367980884,0.922341696535245,0.959617682198327,1,1,1
"1",0.999761051373955,1,1,1,1,1,1
