"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00955794504181601,0.0100358422939068,0.0105137395459976,0.0114695340501792,0.0150537634408602,0.0224611708482676,0.0344086021505376
"0.05",0.0497013142174432,0.0516129032258065,0.0542413381123059,0.0597371565113501,0.0714456391875747,0.100836320191159,0.140501792114695
"0.1",0.0996415770609319,0.10179211469534,0.107287933094385,0.118040621266428,0.138829151732378,0.179928315412186,0.237992831541219
"0.2",0.199761051373955,0.205973715651135,0.210513739545998,0.226045400238949,0.255913978494624,0.330943847072879,0.414097968936679
"0.3",0.299641577060932,0.307765830346476,0.315651135005974,0.336678614097969,0.380167264038232,0.466427718040621,0.575866188769415
"0.4",0.399761051373955,0.410752688172043,0.418399044205496,0.446594982078853,0.496057347670251,0.598088410991637,0.707048984468339
"0.5",0.499641577060932,0.510872162485066,0.522819593787336,0.551254480286738,0.60310633213859,0.71326164874552,0.829868578255675
"0.6",0.599761051373955,0.609796893667861,0.619593787335723,0.653046594982079,0.708960573476702,0.826045400238949,0.936678614097969
"0.7",0.699641577060932,0.711589008363202,0.722102747909199,0.755555555555556,0.817443249701314,0.926164874551971,1
"0.8",0.799761051373955,0.813142174432497,0.824372759856631,0.855197132616487,0.911827956989247,1,1
"0.9",0.899641577060932,0.911111111111111,0.919713261648746,0.958183990442055,1,1,1
"1",0.999761051373955,1,1,1,1,1,1
