"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00955794504181601,0.0102747909199522,0.0105137395459976,0.01194743130227,0.0152927120669056,0.0231780167264038,0.0332138590203106
"0.05",0.0497013142174432,0.0511350059737157,0.0535244922341697,0.0602150537634409,0.0733572281959379,0.103225806451613,0.140740740740741
"0.1",0.0996415770609319,0.102270011947431,0.104659498207885,0.114934289127838,0.133811230585424,0.178255675029869,0.231541218637993
"0.2",0.199761051373955,0.204301075268817,0.209557945041816,0.225328554360812,0.255675029868578,0.326642771804062,0.409557945041816
"0.3",0.299641577060932,0.307287933094385,0.318518518518519,0.345041816009558,0.382795698924731,0.474313022700119,0.570131421744325
"0.4",0.399761051373955,0.409557945041816,0.42078853046595,0.444205495818399,0.494623655913978,0.591397849462366,0.696774193548387
"0.5",0.499641577060932,0.510394265232975,0.518040621266428,0.548387096774194,0.595459976105137,0.702986857825567,0.812664277180406
"0.6",0.599761051373955,0.611708482676225,0.622222222222222,0.649462365591398,0.70752688172043,0.816965352449223,0.932616487455197
"0.7",0.699641577060932,0.712544802867384,0.723297491039427,0.753405017921147,0.809080047789725,0.924731182795699,1
"0.8",0.799761051373955,0.812425328554361,0.825567502986858,0.864516129032258,0.917801672640382,1,1
"0.9",0.899641577060932,0.913500597371565,0.9221027479092,0.956750298685783,1,1,1
"1",0.999761051373955,1,1,1,1,1,1
