"","Name","Chromosome","Position","TFN.","FNMain","FNsmall","HD_1","FD_1","HD_50.","FD_50.","HW_1","FW_1","HW_50","FW_50","GHW_1","GFW_1","GHW_50","GFW_50","HM_1","FM_1","HM_50","FM_50","fprind","fprinW","fprinGW","fprinM","rrBLUP.TFN.","rrBLUP.FNMain","rrBLUP.FNsmall","rrBLUP.HD_1","rrBLUP.FD_1","rrBLUP.HD_50.","rrBLUP.FD_50.","rrBLUP.HW_1","rrBLUP.FW_1","rrBLUP.HW_50","rrBLUP.FW_50","rrBLUP.GHW_1","rrBLUP.GFW_1","rrBLUP.GHW_50","rrBLUP.GFW_50","rrBLUP.HM_1","rrBLUP.FM_1","rrBLUP.HM_50","rrBLUP.FM_50","rrBLUP.fprind","rrBLUP.fprinW","rrBLUP.fprinGW","rrBLUP.fprinM"
"1885","PstI.TP506588",1,80675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2729","PstI.TP863331",1,161269,0.499148764834544,0.244071658887994,0.114862952104148,0.678554513279162,0.638717993958877,0.539737934740322,0.514723875413528,0.674817500467449,0.611859101114881,0.518680555940756,0.51137967685046,0.579524873861502,0.622099663155856,0.530098092788801,0.461781120366542,0.686810647287517,0.582000691381876,0.429555523629799,0.442759840881506,0.536277042900311,0.518431520284319,0.523815198352372,0.640207995508381,0.316848193363902,0.57007020254496,0.767603679573333,0.209626163794764,0.229764012013509,0.28857723323998,0.305686405074348,0.211437735831886,0.244422340756147,0.30291406846083,0.308049368727821,0.263314712800695,0.238726338393163,0.295054272118561,0.345317731818862,0.205678716122848,0.261817884016502,0.371915669491598,0.360778093395458,0.290886092049687,0.30308781701107,0.299353818054253,0.228977075626542
"304","NsiI.TP611047",1,185165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1341","PstI.TP271714",1,262844,0.909040532164941,0.855892810399662,1.23634196986044,0.332737175265847,0.338548369890748,0.278524119735744,0.318306335663603,0.313872517774719,0.324448480482424,0.243694493096511,0.323361134841047,0.235288564499614,0.337782641982315,0.270317271219086,0.352153597633752,0.215543217618385,0.466073314579973,0.273214809445041,0.384217290909828,0.306303587023472,0.2971350115814,0.298267541733301,0.270069400740629,0.123298975445554,0.139350069483709,0.0580307295076119,0.464796473944059,0.458618563949027,0.526593968240774,0.480500301305893,0.485430972013255,0.473752505188144,0.57056549866076,0.474940128222822,0.581716571063805,0.459427892227318,0.536639614295182,0.444474041812407,0.608774962184556,0.341921716790487,0.533071164196131,0.412840893289659,0.493965267282453,0.504504435035874,0.50319052899803,0.536945984949213
"1719","PstI.TP424788",1,263370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2907","PstI.TP931820",1,284314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14","NsiI.TP148773",1,285352,0.452449470197995,0.350883711699772,0.0858253218224673,0.7338755017391,0.715649813575089,0.709733212771934,0.716812595337974,0.741483023045852,0.630880314618599,0.636409976542462,0.707627361638048,0.790772778575295,0.648407871185612,0.715456749761172,0.641939801594824,0.667908065419671,0.756842351418328,0.638481297869765,0.87657052161455,0.716069462477664,0.684046092906227,0.69830387811717,0.696183244527133,0.352817834292671,0.445775594944065,0.82068156541109,0.184554440158131,0.192464300857737,0.195104275784636,0.191949685401836,0.181349756570374,0.233948187775512,0.230988321730075,0.196052614528729,0.1618926833224,0.224694337950156,0.192549879086181,0.228065817656998,0.214828519046433,0.175048199700366,0.22988927049152,0.132870778135668,0.192278416793581,0.206992165047185,0.200306997838659,0.201287476609914
"635","PstI.TP1106845",1,416796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1721","PstI.TP425356",1,569039,0.0289860853737315,0.333105000715003,0.163177923271311,0.443633423937093,0.383431748304448,0.470680705714213,0.484073434278918,0.451029393253367,0.3875132048252,0.462597592035014,0.516825401001621,0.520703377041403,0.379053624154508,0.526349770849996,0.559434149117404,0.423057712557171,0.220431239341112,0.430009762595272,0.669358482191706,0.474064287894553,0.496423280072192,0.526997965712542,0.39949999667561,0.935435644661617,0.464402981508777,0.686787017081175,0.360053117893768,0.413588306850151,0.338313473626708,0.328039820604439,0.35397338318881,0.409719652002396,0.344669145899833,0.304210779557515,0.301506460902988,0.417778778570188,0.297611856609221,0.27578195812741,0.377522019417907,0.601961562284811,0.371526877373965,0.21411225124302,0.335687919236897,0.318842877516238,0.297167995141085,0.398565775364299
"3076","PstI.TP999740",1,569491,0.23595949633689,0.381949108446512,0.455307881982253,0.488792944140799,0.549598379060183,0.448268850219836,0.392189980344929,0.480281032759106,0.519354816309427,0.469708953919447,0.388695433609176,0.489529408033404,0.572305768042697,0.425141618977034,0.385488407115993,0.493984655061799,0.696493996541281,0.4134579147765,0.372971297993003,0.423284372045227,0.418623642805071,0.432335742197635,0.518252029046901,0.580818583955025,0.415002670683049,0.350503305487315,0.324494287584314,0.282099048257285,0.356230540457001,0.405331186191184,0.330916915238118,0.302444146566513,0.339071311491892,0.408605837078716,0.323944485953467,0.267728270164541,0.37571486754504,0.411634335159183,0.320638261370414,0.201143500302931,0.385959811144099,0.423670965035694,0.377325041040873,0.381396196056654,0.369542385352309,0.303213107230178
