SNP,Chromosome,Position,DF,t Value,std Error,effect
NsiI.TP620354,1,    2563,122,-2.15629303107109,NA,-0.303585050823791
PstI.TP453248,1,    3988,122,0.590428780270352,NA,0.0702962026419746
GFSSContig17137_1860,1,   35412,122,-0.189693591894634,NA,-0.0315812842121821
GFSSContig17137_940,1,   36536,122,0.354841464168969,NA,0.0547745378197115
PstI.TP1112203,1,   63590,122,0.334896838473872,NA,0.0192028796355301
PstI.TP506588,1,   80675,122,-1.90216835674728,NA,-0.112962659560052
PstI.TP989644,1,   80828,122,-0.361189423192704,NA,-0.034658727034256
PstI.TP312105,1,   81356,122,0.774601153730629,NA,0.0570277154480612
NsiI.TP481742,1,  154583,122,-1.06822745842966,NA,-0.17988255822807
PstI.TP863331,1,  161269,122,0.518483262787011,NA,0.0363549023738917
NsiI.TP71772,1,  180079,122,1.43002734053928,NA,0.250574016044519
NsiI.TP611047,1,  185165,122,0.788807431270621,NA,0.0531174409480949
NsiI.TP611046,1,  185173,122,-0.0450381095215797,NA,-0.00252026536029999
PstI.TP1169914,1,  194807,122,-0.974617028626985,NA,-0.0588580879090669
NsiI.TP96063,1,  195779,122,0.896418264052522,NA,0.056554924088493
NsiI.TP521153,1,  258294,122,0.0680023784122251,NA,0.00449390757485522
PstI.TP271714,1,  262844,122,-0.0357163299691593,NA,-0.00323872927915658
PstI.TP424788,1,  263370,122,-3.02917047884308,NA,-0.199441710711228
PstI.TP811380,1,  281841,122,0.429728809406638,NA,0.0271264972393223
PstI.TP931820,1,  284314,122,-1.06708275133351,NA,-0.0748229532252466
NsiI.TP426085,1,  284999,122,0.159042378574069,NA,0.0104515691145756
NsiI.TP148773,1,  285352,122,-0.0376828652303611,NA,-0.0024887818807742
NsiI.TP148774,1,  285397,122,-0.605566164815909,NA,-0.040747129057755
PstI.TP301730,1,  298129,122,0.913194239645731,NA,0.058285233929929
PstI.TP710662,1,  335281,122,0.842933454125445,NA,0.115581888139263
NsiI.TP579900,1,  335878,122,1.11753459359986,NA,0.189914144327844
NsiI.TP443857,1,  339059,122,1.32472092445244,NA,0.226607159926316
PstI.TP1043924,1,  365760,122,-0.22954975592223,NA,-0.0203583211744159
PstI.TP1043926,1,  365816,122,-0.47608881241859,NA,-0.0373576880024155
NsiI.TP414280,1,  378096,122,0.284352204304761,NA,0.0182963949634992
NsiI.TP807695,1,  389941,122,0.290151933289232,NA,0.0262139820810489
NsiI.TP687955,1,  398596,122,0.739671401267905,NA,0.0414727389437595
PstI.TP948856,1,  403321,122,0.794827754893569,NA,0.0455009716562324
PstI.TP1037554,1,  403777,122,0.790759973107215,NA,0.126407656044385
NsiI.TP122940,1,  430012,122,-0.985674982614449,NA,-0.0793336370350822
NsiI.TP703893,1,  450123,122,-0.743100835317094,NA,-0.0520457407059106
PstI.TP1026667,1,  480929,122,-1.18156342595141,NA,-0.0644278825440301
NsiI.TP413787,1,  481003,122,-0.610299660538907,NA,-0.0529116551164494
NsiI.TP591161,1,  512907,122,-1.74615859068703,NA,-0.106209916506753
NsiI.TP260303,1,  526218,122,0.211740374959767,NA,0.0157570410801709
NsiI.TP160827,1,  542721,122,0.00827421399708573,NA,0.000911447750864214
PstI.TP425356,1,  569039,122,1.72803724957858,NA,0.251147625483585
PstI.TP999740,1,  569491,122,2.61336278475017,NA,0.161410042324048
PstI.TP184304,1,  572620,122,0.174394706085709,NA,0.0147210794529518
PstI.TP1132231,1,  588023,122,-0.451505249511657,NA,-0.0324431540555373
PstI.TP536170,1,  662254,122,0.411303361204717,NA,0.0302154666980948
PstI.TP854736,1,  683267,122,1.73628585283246,NA,0.254833333599319
NsiI.TP35313,1,  692280,122,-0.875935862158305,NA,-0.0553544499403131
PstI.TP83381,1,  713539,122,0.0533646629411666,NA,0.00330599612043823
PstI.TP94792,1,  731905,122,0.0457839238846653,NA,0.00297979314634747
PstI.TP968891,1,  748410,122,0.0384166957120039,NA,0.00275749516068341
NsiI.TP802651,1,  754114,122,-1.17253984985481,NA,-0.12677393226816
PstI.TP1039014,1,  759496,122,-0.575336182396944,NA,-0.0359272280901435
PstI.TP1248576,1,  760805,122,1.87250613046423,NA,0.146281184773009
NsiI.TP241552,1,  773227,122,-0.81785168038899,NA,-0.0761720417853742
NsiI.TP241535,1,  773253,122,-0.658607690026952,NA,-0.0402122408193299
NsiI.TP282375,1,  773642,122,-0.689410584221845,NA,-0.0403504944575887
NsiI.TP559422,1,  781613,122,-2.29169224735796,NA,-0.129265499372844
PstI.TP579974,1,  783866,122,-0.695951604189241,NA,-0.0418559076484608
PstI.TP1090052,1,  815564,122,-0.5111652692345,NA,-0.0375647321731972
