SNP,Chromosome,Position,DF,t Value,std Error,effect
NsiI.TP620354,1,    2563,114,-0.481485607498173,NA,-0.00687419756888588
PstI.TP453248,1,    3988,114,0.201355032741261,NA,0.00185642410531669
GFSSContig17137_1860,1,   35412,114,1.95373968747759,NA,0.0220395513897803
GFSSContig17137_940,1,   36536,114,1.75167352225666,NA,0.018729622215291
PstI.TP1112203,1,   63590,114,-1.5508108688187,NA,-0.00742855885462392
PstI.TP506588,1,   80675,114,-0.991387592294403,NA,-0.00519177237738375
PstI.TP989644,1,   80828,114,-1.59953468896251,NA,-0.0155287127089371
PstI.TP312105,1,   81356,114,0.566858959603019,NA,0.00301706925810604
NsiI.TP481742,1,  154583,114,-1.85923145570378,NA,-0.0217343946052401
PstI.TP863331,1,  161269,114,-3.01194256525481,NA,-0.0161017833266499
NsiI.TP71772,1,  180079,114,1.64349946605707,NA,0.0212967727988064
NsiI.TP611047,1,  185165,114,2.45808740404134,NA,0.0127646782845714
NsiI.TP611046,1,  185173,114,-0.593211845187942,NA,-0.00282036107115491
PstI.TP1169914,1,  194807,114,0.412307631384732,NA,0.00206984472102019
NsiI.TP96063,1,  195779,114,1.31744897082124,NA,0.00683724847991352
NsiI.TP521153,1,  258294,114,0.491897261017423,NA,0.00276028361148546
PstI.TP271714,1,  262844,114,-1.11824883937799,NA,-0.00509649915879337
PstI.TP424788,1,  263370,114,-3.3830377727835,NA,-0.0162767857288444
PstI.TP811380,1,  281841,114,2.1075714309676,NA,0.0114169093313362
PstI.TP931820,1,  284314,114,-2.86303396274923,NA,-0.01816563205294
NsiI.TP426085,1,  284999,114,3.06752096237387,NA,0.013267687081335
NsiI.TP148773,1,  285352,114,0.674681160343657,NA,0.00396441239576437
NsiI.TP148774,1,  285397,114,-0.824863170621203,NA,-0.0043050566918304
PstI.TP301730,1,  298129,114,0.867524871167008,NA,0.00458357836919577
PstI.TP710662,1,  335281,114,0.980179431963311,NA,0.0111006957767926
NsiI.TP579900,1,  335878,114,2.06306998642734,NA,0.0238140612049633
NsiI.TP443857,1,  339059,114,1.99506913144373,NA,0.023400899558684
PstI.TP1043924,1,  365760,114,1.87582753673498,NA,0.0140078339570512
PstI.TP1043926,1,  365816,114,-0.584041714637049,NA,-0.00383121387407936
NsiI.TP414280,1,  378096,114,-0.509280723653286,NA,-0.00285527120808977
NsiI.TP807695,1,  389941,114,-0.0595449260774134,NA,-0.000389168764475659
NsiI.TP687955,1,  398596,114,0.0831905611304064,NA,0.000421761786781016
PstI.TP948856,1,  403321,114,-0.311852809991062,NA,-0.00150616437542696
PstI.TP1037554,1,  403777,114,2.09481313175398,NA,0.0233888631205613
NsiI.TP122940,1,  430012,114,0.545193585298276,NA,0.00377359237351165
NsiI.TP703893,1,  450123,114,-0.740844781709853,NA,-0.00384951246883661
PstI.TP1026667,1,  480929,114,-0.795620031491688,NA,-0.00388437916102676
NsiI.TP413787,1,  481003,114,-0.49858094837186,NA,-0.00365995829938058
NsiI.TP591161,1,  512907,114,2.96087613163623,NA,0.0146076995116301
NsiI.TP260303,1,  526218,114,2.8178901863842,NA,0.0179996705078283
NsiI.TP160827,1,  542721,114,1.9746469253258,NA,0.0163230975445276
PstI.TP425356,1,  569039,114,1.92413228131335,NA,0.0194118625089472
PstI.TP999740,1,  569491,114,-2.37534340385449,NA,-0.0116336644247481
PstI.TP184304,1,  572620,114,-1.344152002813,NA,-0.0109954122399434
PstI.TP1132231,1,  588023,114,-1.51622367749279,NA,-0.00776833926790596
PstI.TP536170,1,  662254,114,1.34300483661383,NA,0.00783704707323147
PstI.TP854736,1,  683267,114,1.98337791812133,NA,0.0212312534123597
NsiI.TP35313,1,  692280,114,2.09408950960168,NA,0.012190042713226
PstI.TP83381,1,  713539,114,1.84764281090847,NA,0.00917941104419754
PstI.TP94792,1,  731905,114,1.61927808461296,NA,0.00812656620708448
PstI.TP968891,1,  748410,114,-1.91947346647947,NA,-0.0117092757715486
NsiI.TP802651,1,  754114,114,-1.03882827843713,NA,-0.00832511670379839
PstI.TP1039014,1,  759496,114,-1.53115928190095,NA,-0.00821121787443197
