SNP,Chromosome,Position,P.value,effect,SNP,maf,nobs
NsiI.TP620354,1,2563,0.154284063265922,-0.171066061146877,NsiI.TP620354,0.0328417202119005,142
PstI.TP453248,1,3988,0.530022228037634,-0.0560607011371877,PstI.TP453248,0.0776301920975604,142
GFSSContig17137_1860,1,35412,0.838714329892288,-0.0239943012849743,GFSSContig17137_1860,0.0515591524782077,142
GFSSContig17137_940,1,36536,0.760552861070036,-0.0336565598302481,GFSSContig17137_940,0.0563380281690141,142
PstI.TP1112203,1,63590,0.0437908595929802,0.0857392532117646,PstI.TP1112203,0.442244274292939,142
PstI.TP506588,1,80675,0.43207113178893,-0.0350092760186852,PstI.TP506588,0.467559216684176,142
PstI.TP989644,1,80828,0.0631143347300925,-0.135645632740339,PstI.TP989644,0.104878273119195,142
PstI.TP312105,1,81356,0.386957326662882,0.0406008110378311,PstI.TP312105,0.331942689419723,142
NsiI.TP481742,1,154583,0.173445633198304,0.154307426689583,NsiI.TP481742,0.0458367096023856,142
PstI.TP863331,1,161269,0.540291385273881,0.0313096135574363,PstI.TP863331,0.277156644370892,142
NsiI.TP71772,1,180079,0.145966872197817,-0.182265114956763,NsiI.TP71772,0.0389120077908642,142
NsiI.TP611047,1,185165,0.318553202179176,0.0456814836887783,NsiI.TP611047,0.34175918759529,142
NsiI.TP611046,1,185173,0.0182021309569527,0.0957476766569138,NsiI.TP611046,0.373428831568532,142
PstI.TP1169914,1,194807,0.845130464354995,-0.00922124730726053,PstI.TP1169914,0.42509378467708,142
NsiI.TP96063,1,195779,0.626394427694229,0.0238318958450219,NsiI.TP96063,0.353583499913562,142
NsiI.TP521153,1,258294,0.235710579850315,0.0587528561803517,NsiI.TP521153,0.26113369873653,142
PstI.TP271714,1,262844,0.257444545660135,-0.0473179955242837,PstI.TP271714,0.267300408337568,142
PstI.TP424788,1,263370,0.313402371252513,-0.042486779446579,PstI.TP424788,0.405757674669419,142
PstI.TP811380,1,281841,0.957056967261852,0.00280047165008718,PstI.TP811380,0.304707155597333,142
PstI.TP931820,1,284314,0.729415595861261,-0.0215209377890794,PstI.TP931820,0.161079990851309,142
NsiI.TP426085,1,284999,0.673389571148555,0.0167108368931462,NsiI.TP426085,0.431414216272572,142
NsiI.TP148773,1,285352,0.900677707316697,-0.00709274517587401,NsiI.TP148773,0.248891973378334,142
NsiI.TP148774,1,285397,0.495374566154073,-0.0312812466966368,NsiI.TP148774,0.377359028561262,142
PstI.TP301730,1,298129,0.711729084253525,0.0177933703310252,PstI.TP301730,0.496177209891828,142
PstI.TP710662,1,335281,0.67464447202082,0.0446951911474152,PstI.TP710662,0.0601826386702257,142
NsiI.TP579900,1,335878,0.624602669358615,-0.0574973266291761,NsiI.TP579900,0.0482646537922244,142
NsiI.TP443857,1,339059,0.651608046205351,-0.0540908190609518,NsiI.TP443857,0.0471342041503189,142
PstI.TP1043924,1,365760,0.160113090156892,-0.0963089360589045,PstI.TP1043924,0.139650242594807,142
PstI.TP1043926,1,365816,0.757284089044599,-0.0192950101462308,PstI.TP1043926,0.204583524989579,142
NsiI.TP414280,1,378096,0.795608401441827,0.0146334210463686,NsiI.TP414280,0.185331857132229,142
NsiI.TP807695,1,389941,0.811719956304857,-0.01510209236543,NsiI.TP807695,0.149908352123243,142
NsiI.TP687955,1,398596,0.957459536147225,0.00266065831105394,NsiI.TP687955,0.462017487870398,142
PstI.TP948856,1,403321,0.992597625782319,0.000441029316960762,PstI.TP948856,0.483959596109837,142
PstI.TP1037554,1,403777,0.572166438631991,-0.063759030419262,PstI.TP1037554,0.0518291650376993,142
PstI.TP1106845,1,416796,0.350500934757229,0.0574294047434737,PstI.TP1106845,0.174743012085802,142
NsiI.TP122940,1,430012,0.472669721814605,-0.034949709466961,NsiI.TP122940,0.217674641474603,142
NsiI.TP703893,1,450123,0.653948669520674,-0.0199349176518794,NsiI.TP703893,0.483676603352086,142
PstI.TP1026667,1,480929,0.261259735391294,0.0736234827794807,PstI.TP1026667,0.173769249771155,142
NsiI.TP413787,1,481003,0.507250303076378,-0.0304267147855346,NsiI.TP413787,0.42409172977975,142
NsiI.TP591161,1,512907,0.190821980927955,-0.0748716864396823,NsiI.TP591161,0.216142911326986,142
NsiI.TP260303,1,526218,0.641186075204275,0.0372813963379089,NsiI.TP260303,0.127732835661549,142
NsiI.TP160827,1,542721,0.359033466340975,-0.091052172312741,NsiI.TP160827,0.0663049624876358,142
PstI.TP425356,1,569039,0.538116450446172,0.0281175417988204,PstI.TP425356,0.374095282925359,142
PstI.TP999740,1,569491,0.614885450068156,-0.037148568825618,PstI.TP999740,0.129757360939189,142
