SNP,Chromosome,Position,P.value,maf,effect
GFSSContig15563_263,9,58912474,0.00424589033914008,NA,-0.120501039207316
PstI.TP9065,1,57881166,0.0029058562596705,NA,-0.246987621428358
PstI.TP37827,11,     309,0.00769097448771388,NA,-0.11442125863328
PstI.TP52862,11,     441,0.00233676424453734,NA,-0.110026853629057
PstI.TP77737,4,59482294,0.00340334772641669,NA,0.173012355226591
PstI.TP103400,11,     843,0.00320943801670327,NA,0.148271016488485
PstI.TP129831,11,    1090,0.0094596716469527,NA,0.0795745718411515
PstI.TP148444,11,    1239,0.00790077000327316,NA,-3.61782413020825
PstI.TP156871,3,64977329,0.00825954360769122,NA,0.630388380016706
PstI.TP163763,4,54075916,0.00623840702981027,NA,-0.0991456202773012
PstI.TP198890,1,21626192,0.00947806079915494,NA,-0.139367046940279
PstI.TP202583,4,61281950,0.00381108847977982,NA,-0.153296440427221
PstI.TP228722,6,53186052,0.00321048398554268,NA,-0.0987518329940096
PstI.TP229433,11,    1888,0.0014357273869907,NA,-0.316474830600636
PstI.TP234444,7,63993635,0.00588504558357103,NA,-0.0962084051197183
PstI.TP237440,11,    1946,0.00265118926522704,NA,0.103298467187233
PstI.TP238016,2,49531813,0.0082765107065545,NA,-0.149896788780435
PstI.TP247986,5,66966119,0.00635725063975779,NA,-0.119068969004778
PstI.TP252500,11,    2052,0.00896137687661491,NA,-0.298272256573233
PstI.TP275507,6,58569479,0.00117831924765946,NA,0.423147053994144
PstI.TP287897,11,    2285,0.00243455372796652,NA,0.143030765582592
PstI.TP309929,6,42823781,0.00897861905573571,NA,-0.143252409986822
PstI.TP312639,2, 3911470,0.00992709096945566,NA,-0.126456987417469
PstI.TP315047,3,62632863,0.00208552686998385,NA,-0.143881859088479
PstI.TP327359,7, 5810514,0.000519457580975677,NA,0.124763093479479
PstI.TP345976,1,69318742,0.00170072020320271,NA,-0.253591551528392
PstI.TP352616,8, 5554669,0.00888251717989227,NA,-0.119982480781246
PstI.TP361697,10,52585189,0.0042671419293917,NA,0.0987240117832572
PstI.TP362829,3, 6437246,0.00430379782606764,NA,0.30680399955208
PstI.TP374673,1,69016692,0.00615222669792264,NA,0.160981777002567
PstI.TP375021,11,    2934,0.00610498570185694,NA,0.118999125122392
PstI.TP399247,11,    3112,0.0096383611731341,NA,0.0935821059345045
PstI.TP418762,2,74972183,0.00347926101160223,NA,0.151485707180889
PstI.TP423745,11,    3277,0.00505332156108515,NA,0.141970675745264
PstI.TP434991,9,46360203,0.00968807702125696,NA,0.0985318433668836
PstI.TP439473,3, 5026244,0.000313986727403735,NA,-0.13689401146121
PstI.TP442686,6,52108843,0.00725832446754818,NA,0.303211033166176
PstI.TP449252,11,    3443,0.00340380108541873,NA,-0.094206869629244
PstI.TP463648,11,    3532,0.00857268665530143,NA,-0.158446723282165
PstI.TP478975,10, 1822489,0.00644902421657622,NA,-0.688513445698169
PstI.TP509524,6,49949448,0.00566523616085217,NA,-0.29841480745045
PstI.TP530291,11,    3954,0.00964225315623661,NA,0.0916708985869507
PstI.TP607350,11,    4289,5.24912157837571e-10,NA,0.304515113859048
PstI.TP614890,6,53887963,0.00708014834627928,NA,-0.124173549446533
PstI.TP619771,7, 4685825,0.0071597884616206,NA,0.0901068186421624
PstI.TP633145,11,    4450,0.00890388523923068,NA,0.0961785122312641
PstI.TP641814,1,77353564,0.00460808348861632,NA,0.115385142174849
PstI.TP654237,3,63375812,0.00650587869769954,NA,-0.0914123827413342
PstI.TP675074,10, 6938520,0.00392516281117114,NA,0.191341045889953
PstI.TP701806,11,    4864,0.00859376312647758,NA,0.227616260038902
PstI.TP714640,11,    4945,0.00515120795705146,NA,-4.38276142586983
PstI.TP723544,9, 1942972,5.91692114573706e-05,NA,-0.168739793620935
PstI.TP725955,11,    5010,0.00745986779520724,NA,-0.112173951443636
PstI.TP733530,10,13677126,0.00822488573792328,NA,-0.32915098438252
PstI.TP752476,9,51411583,0.00453973186118353,NA,0.0977864718788083
PstI.TP757801,1,73392292,0.000719715791885527,NA,0.120691036008842
PstI.TP759680,10,59672256,0.00263082915709323,NA,-0.297908933949409
PstI.TP783561,11,    5407,0.0032621383578186,NA,0.106069357615301
PstI.TP819667,11,    5676,0.00903060814000397,NA,-0.141335802362609
PstI.TP828009,6, 1861553,0.00332888022684671,NA,-0.150183717842953
PstI.TP848204,8, 6824356,0.00349053639766055,NA,-0.0895961289192476
PstI.TP866959,9,50250813,0.000308992715513566,NA,-0.231665522623371
PstI.TP877036,3,61228876,0.00198041911205593,NA,-0.557425779955607
PstI.TP882507,9,50040367,0.00574704964492124,NA,0.0667077833518238
PstI.TP890955,1,20013544,0.00265823831857412,NA,-0.153060501324374
PstI.TP901447,2,62096442,0.0072268996803051,NA,0.187188211461073
PstI.TP911718,2,72102887,0.00103379802411943,NA,-0.264287422061951
PstI.TP913405,3, 8829755,0.00859221246904567,NA,0.127390679292183
PstI.TP939773,11,    6574,0.00864081478001296,NA,-0.086082275171354
PstI.TP957550,2,63408981,0.00781657069512627,NA,-0.090463478649056
PstI.TP975239,3, 4444258,0.0024678998354792,NA,0.229348315166302
PstI.TP983537,9,48175909,0.00109205357544234,NA,0.519979805989114
PstI.TP1004798,8, 4209603,0.0043899573550731,NA,0.13696852555801
PstI.TP1010078,3,67023433,0.00652073034247132,NA,-0.0923561026816119
PstI.TP1011747,11,    7021,0.000921721684377261,NA,0.27444467825927
PstI.TP1021884,4,  738112,0.00583594962300031,NA,-0.111254689055271
PstI.TP1022824,5,71540728,0.0096176985997308,NA,-0.160229068075528
