SNP,Chromosome,Position,DF,t Value,std Error,effect
NsiI.TP620354,1,    2563,106,-1.10729782380933,0.0893340948551579,-0.0989194488250926
GFSSContig17137_940,1,   36536,106,1.69434872733824,0.163112450872925,0.276369373549562
PstI.TP989644,1,   80828,106,1.17264923566455,0.159274802936177,0.186773475923731
PstI.TP312105,1,   81356,106,-0.380026788560756,0.0470380851024125,-0.0178757324215174
NsiI.TP481742,1,  154583,106,-1.25541280460259,0.0479968338022075,-0.060255839735674
PstI.TP863331,1,  161269,106,-0.215415135960501,0.119872423552052,-0.0258223344173801
NsiI.TP71772,1,  180079,106,-0.999046738729586,0.0598597953613106,-0.0598027333367378
NsiI.TP611047,1,  185165,106,-0.755794293257239,0.0595577995374384,-0.0450134450093546
NsiI.TP611046,1,  185173,106,0.541100515286057,0.169473536660706,0.0917022180144585
PstI.TP1169914,1,  194807,106,1.39210082924473,0.054464190212576,0.0758196443590697
NsiI.TP96063,1,  195779,106,-1.16851745519266,0.0485588309399867,-0.0567418415571241
PstI.TP1189410,1,  250990,106,-1.21488784614153,0.0544742590996136,-0.066180115307685
NsiI.TP521153,1,  258294,106,-1.18726048173861,0.0559897966647454,-0.0664744729606324
PstI.TP271714,1,  262844,106,-1.11531942659492,0.0549078766000662,-0.0612398214451307
PstI.TP931820,1,  284314,106,-0.9042457813936,0.0884155784191212,-0.0799494137949653
NsiI.TP426085,1,  284999,106,-2.59020433151365,0.0598990973691978,-0.155150901459454
NsiI.TP148773,1,  285352,106,1.77295872068076,0.0515463015558101,0.0913894648622139
PstI.TP710662,1,  335281,106,-1.4077181981969,0.062975490967649,-0.0886517446755437
NsiI.TP579900,1,  335878,106,0.935825306606952,0.0540581026882525,0.050588940522824
NsiI.TP443857,1,  339059,106,1.56911800316158,0.0599096378703313,0.0940052913452279
PstI.TP1043926,1,  365816,106,-1.68237445889207,0.0579254320229769,-0.0974522673557452
NsiI.TP414280,1,  378096,106,0.26797266704637,0.105232816304436,0.0281995184459005
NsiI.TP807695,1,  389941,106,-0.156647032345327,0.148434819087916,-0.0232518739068375
NsiI.TP701463,1,  396123,106,-0.260186772706485,0.149126783800159,-0.0388008166010612
PstI.TP585790,1,  399151,106,1.17404316878101,0.070909662624286,0.0832510050046092
NsiI.TP622255,1,  399695,106,-1.45844263071581,0.0612491238758153,-0.0893283333544824
PstI.TP948856,1,  403321,106,1.83508365613172,0.0539920258173478,0.0990798841388567
PstI.TP1037554,1,  403777,106,-0.627279265562154,0.0661582164877224,-0.0414996774493205
NsiI.TP122940,1,  430012,106,0.498441470479346,0.0502172779090005,0.0250303738444322
NsiI.TP755662,1,  447763,106,-0.131157378744094,0.0493462166298579,-0.00647212042411038
NsiI.TP703893,1,  450123,106,0.0704951814905758,0.136015134463954,0.00958841158950152
PstI.TP1026667,1,  480929,106,0.0672677370809939,0.0647589170986165,0.00435618580903961
NsiI.TP413787,1,  481003,106,0.00390172615734652,0.0516169365986342,0.000201395151688988
PstI.TP213420,1,  508729,106,1.44321375807426,0.0477493729408454,0.068912551967647
NsiI.TP591161,1,  512907,106,1.42764286013793,0.0618751979628125,0.0883356845912302
PstI.TP747136,1,  552332,106,1.49133962471079,0.0838630716170394,0.12506832175245
PstI.TP184304,1,  572620,106,-0.096891887898807,0.116241264672205,-0.0112628355858348
PstI.TP1132231,1,  588023,106,0.388680966423144,0.0526459514366567,0.0204624792826656
NsiI.TP144536,1,  588858,106,0.199355711181842,0.0694176793169239,0.0138388108288184
PstI.TP536170,1,  662254,106,0.328467206098526,0.0575903637870267,0.0189165458913224
PstI.TP1181766,1,  679657,106,-0.652294476808324,0.113984253963475,-0.0743512993034919
PstI.TP854736,1,  683267,106,-0.53184135465188,0.0586542436317409,-0.0311947523891865
PstI.TP83381,1,  713539,106,-0.977124663189152,0.0516860848954693,-0.0505037482950514
PstI.TP94792,1,  731905,106,-1.72329997055358,0.0518505899708355,-0.0893541201699268
NsiI.TP802651,1,  754114,106,0.867732921299174,0.0716299827457787,0.062155694180604
NsiI.TP513479,1,  757107,106,-0.264225449917823,0.0518674624092717,-0.0137047035911856
PstI.TP1039014,1,  759496,106,-0.863931635719143,0.0614753413187254,-0.0531104921818791
PstI.TP1248576,1,  760805,106,0.916275817453807,0.0708918903434511,0.0649565247752913
NsiI.TP241552,1,  773227,106,-1.17701125246929,0.0503497563437037,-0.059262229775626
NsiI.TP241535,1,  773253,106,0.0228616396737868,0.0511208703451578,0.00116870691764137
NsiI.TP282375,1,  773642,106,-1.18353866173021,0.0529484803729715,-0.062666573601275
PstI.TP579974,1,  783866,106,0.231844683233557,0.0522786138189036,0.0121205186607332
PstI.TP1090052,1,  815564,106,-0.0326754006500399,0.0607779491908809,-0.00198594384049981
NsiI.TP199750,1,  819727,106,-0.154564444809074,0.0548427493708701,-0.00847673910831172
PstI.TP537601,1,  822113,106,-0.0732818472643966,0.0671274503016081,-0.00491922356025082
PstI.TP686078,1,  827145,106,-0.0527382277714873,0.0962616477669947,-0.00507666870559445
NsiI.TP585976,1,  829048,106,-1.49720876045713,0.11399514432705,-0.170674528736034
NsiI.TP603024,1,  882892,106,1.22731985852042,0.144716946722012,0.177613982576367
PstI.TP2218,1,  905152,106,0.366929030386217,0.0590789757550518,0.021677791290012
NsiI.TP410050,1,  907438,106,-0.0938253035664664,0.0553054507842461,-0.00518905070871216
PstI.TP34534,1,  923689,106,-0.0221166357342893,0.06139428125326,-0.00135783495464686
PstI.TP383349,1,  950724,106,-0.670079190056566,0.0603695060896909,-0.040452349744695
PstI.TP39577,1,  959521,106,-0.164202194820551,0.0648778752257603,-0.0106530895073637
