SNP,Chromosome,Position,P.value,effect,maf,nobs
NsiI.TP620354,1,2563,0.978939722194772,0.00288992595742354,0.0410414197769591,124
GFSSContig17137_940,1,36536,0.110192114323892,0.178074440123485,0.0808345748213998,124
PstI.TP989644,1,80828,0.949348544970069,0.00422403969042329,0.193612603177584,124
PstI.TP312105,1,81356,0.580608937347153,-0.0261414232010594,0.416423992334501,124
NsiI.TP481742,1,154583,0.200058233844363,0.0748139571869471,0.295198594684769,124
PstI.TP863331,1,161269,0.745031122457801,0.0336652352047352,0.0645161290322581,124
NsiI.TP71772,1,180079,0.811866360132665,0.0148375597928617,0.221782537639579,124
NsiI.TP611047,1,185165,0.32878144563894,0.129036438834262,0.0443548387096774,124
NsiI.TP611046,1,185173,0.77474890564698,-0.0248735045957148,0.10642563590511,124
PstI.TP1169914,1,194807,0.942441279707069,-0.00899914389709155,0.0348666002097252,124
NsiI.TP96063,1,195779,0.160387879616733,0.101496786079476,0.377127800854126,124
PstI.TP1189410,1,250990,0.255523095599937,0.428286910045688,0.0942532590141497,124
NsiI.TP521153,1,258294,0.786910182320689,0.0260274202831998,0.0600097459463824,124
PstI.TP271714,1,262844,0.793087677011687,-0.0258781803374818,0.0736879019484056,124
PstI.TP931820,1,284314,0.39490441495462,-0.137093306835437,0.0282258064516129,124
NsiI.TP426085,1,284999,0.813023412411529,0.041999145158123,0.0216870169890613,124
NsiI.TP148773,1,285352,0.20108155854129,0.122084814624717,0.120967741935484,124
PstI.TP710662,1,335281,0.156096826615088,-0.208139567163494,0.0337891263528228,124
NsiI.TP579900,1,335878,0.530083848643366,-0.117652209960371,0.0202828500830398,124
NsiI.TP443857,1,339059,0.70163606034004,-0.0460867392877441,0.0611820331189106,124
PstI.TP1043926,1,365816,0.444997845535379,-0.061586929771106,0.121485343659031,124
NsiI.TP414280,1,378096,0.972152476312898,0.00347772580270722,0.315423150882954,124
NsiI.TP807695,1,389941,0.762925981602249,0.0180018475247687,0.216235613938984,124
NsiI.TP701463,1,396123,0.990789246730903,-0.00256052486984482,0.0213673815416811,124
PstI.TP585790,1,399151,0.695070307685056,-0.105018890861825,0.0471973182712115,124
NsiI.TP622255,1,399695,0.27737715920979,-4.7964914552789,0.00104355379592536,124
PstI.TP948856,1,403321,0.226722201724961,0.0719064370807861,0.419434285980477,124
PstI.TP1037554,1,403777,0.57045947723773,0.060868123912227,0.0704868593303063,124
NsiI.TP122940,1,430012,0.234136041779563,-0.0859676523634886,0.133135463209497,124
NsiI.TP755662,1,447763,0.529999574054661,0.169235774598815,0.0208355938739913,124
NsiI.TP703893,1,450123,0.551504766615707,-0.0362600353979579,0.43928806104718,124
PstI.TP1026667,1,480929,0.984156246012669,0.00473867384678162,0.0143632884337531,124
NsiI.TP413787,1,481003,0.11939433072673,0.110772399431778,0.177688947990682,124
PstI.TP213420,1,508729,0.297077794685785,-0.439102930080361,0.0407113677084792,124
NsiI.TP591161,1,512907,0.172032846028449,-0.0877470676139331,0.174018793915323,124
PstI.TP747136,1,552332,0.835709992335032,-0.0638213613945808,0.0501779317256426,124
PstI.TP184304,1,572620,0.539907583969358,0.0282606020958286,0.440869115839932,124
PstI.TP1132231,1,588023,0.346739309728011,0.0539533612595812,0.186856789803046,124
NsiI.TP144536,1,588858,0.569037939022152,-0.160878490466325,0.0104514541294699,124
PstI.TP536170,1,662254,0.814878085698808,-0.0131662256675485,0.295834643837214,124
PstI.TP1181766,1,679657,0.25150781886774,0.397244018242837,0.0150783352416886,124
PstI.TP854736,1,683267,0.573382458644653,-0.0617412137290878,0.0492294997394035,124
PstI.TP83381,1,713539,0.189678010876455,-0.110413629308687,0.116935483870968,124
PstI.TP94792,1,731905,0.34861858732621,-0.04212539462843,0.357148578601959,124
NsiI.TP802651,1,754114,0.413818754768759,0.0667106247420468,0.0652982772739212,124
NsiI.TP513479,1,757107,0.642541158331652,-0.0699234407526765,0.2175801321918,124
PstI.TP1039014,1,759496,0.453179656957731,0.0568675281249911,0.146467583396432,124
PstI.TP1248576,1,760805,0.716854777400214,0.0252083587562465,0.162602394763079,124
NsiI.TP241552,1,773227,0.867043511889378,-0.00836592757902796,0.357407225853359,124
NsiI.TP241535,1,773253,0.873078921796536,0.0118366129389895,0.0874235998256212,124
NsiI.TP282375,1,773642,0.141749828752358,0.113526898024832,0.148036204621174,124
PstI.TP579974,1,783866,0.893133150282867,-0.0134265992631975,0.0714413352530614,124
PstI.TP1090052,1,815564,0.505489138499675,-0.0413037018205165,0.311068400618672,124
NsiI.TP199750,1,819727,0.904423061638182,-0.00766299835909784,0.120503896592993,124
PstI.TP537601,1,822113,0.254114941134141,0.145064521050271,0.0515538066277523,124
PstI.TP686078,1,827145,0.991963839216278,0.00296061431316463,0.0802160851208525,124
NsiI.TP585976,1,829048,0.626413187028482,-0.0448303873284737,0.133196119027159,124
NsiI.TP603024,1,882892,0.545348183200294,0.0449709426752458,0.356513988518707,124
PstI.TP2218,1,905152,0.764726470427632,-0.0157397631978663,0.312522378239586,124
NsiI.TP410050,1,907438,0.56849013464545,-0.0391888842000295,0.111640348125809,124
PstI.TP34534,1,923689,0.461918350339604,-0.0383786179564784,0.249219933571523,124
PstI.TP383349,1,950724,0.505311482192869,0.0530087980553658,0.0985462151380239,124
PstI.TP39577,1,959521,0.857716879006172,-0.0334579148881162,0.0271489286564786,124
PstI.TP1246584,1,1015480,0.570151659432226,-0.0323090575799828,0.454641430548562,124
NsiI.TP443042,1,1033284,0.400850372512893,0.0493252994145733,0.231973738328897,124
PstI.TP646979,1,1034275,0.250416969900978,1.38392998342522,0.00679349853748501,124
PstI.TP354591,1,1050082,0.401628758833232,-0.0616119124771297,0.30241935483871,124
NsiI.TP309907,1,1143439,0.937783059929557,0.00893162655613844,0.0603329534579646,124
PstI.TP968458,1,1145895,0.743598715003019,0.0152015710323498,0.305312989845846,124
PstI.TP979329,1,1145899,0.881064742680195,0.0249402513211141,0.0179635504495687,124
NsiI.TP379925,1,1174994,0.453078150427305,-0.042325833369731,0.32846948507456,124
PstI.TP775725,1,1175417,0.717127164596695,0.038395455089361,0.0604838709677419,124
PstI.TP885953,1,1195721,0.924402848370729,-0.00570400174413849,0.215441027489383,124
PstI.TP530416,1,1196937,0.900938464631951,0.0116195315307395,0.0865265451990568,124
NsiI.TP809990,1,1199529,0.739742575426144,0.0167758997673787,0.356850213126817,124
NsiI.TP621329,1,1209175,0.484559539646421,0.0899354782664218,0.0436045442724652,124
PstI.TP136460,1,1229717,0.653310441101789,0.036190666392798,0.121116551293505,124
