SNP,Chromosome,Position,P.value,maf,effect
PstI.TP8057,4,65042663,0.00578088778801525,NA,-0.973106934173105
PstI.TP21552,1,26847368,0.00923792200188814,NA,3.52844753078445
PstI.TP45703,11,     389,0.00507243119569095,NA,0.837956261926013
PstI.TP49225,11,     417,0.000672748909460781,NA,7.31602998262095
PstI.TP52046,6,52358725,0.00143576083224268,NA,-1.33347196563731
PstI.TP57303,11,     476,0.000424512670984381,NA,-27.4661420144435
PstI.TP59594,1,63737514,0.00282984655960482,NA,-1.75179995616344
PstI.TP71951,11,     605,0.00847526757701856,NA,-0.989017921147554
PstI.TP104645,6,44593939,0.00351879559376525,NA,1.01990766073638
PstI.TP118170,4,68304229,0.00715761087268285,NA,-0.982067169461001
PstI.TP131097,3,65620414,0.00970775460462742,NA,-0.972063124773889
PstI.TP177101,11,    1454,0.00261066725958363,NA,-1.17252865858371
PstI.TP204536,4,63925016,0.00305584887593374,NA,-0.926043104947373
PstI.TP218681,4,63185459,0.00792660575737343,NA,1.79229289625205
PstI.TP219830,2,76708479,0.00555621943373842,NA,2.76236778354213
PstI.TP220651,3,69605754,0.00995889397769647,NA,-0.913705170777598
PstI.TP249357,11,    2027,0.00463372518301059,NA,-1.08067335352568
PstI.TP389040,11,    3034,0.00631820972999739,NA,-0.81720802799724
PstI.TP420365,1,23556111,0.00402714181695948,NA,1.13576715006941
PstI.TP461927,1, 9014162,0.00858819857679503,NA,-1.59562562214235
PstI.TP464241,11,    3535,2.7329039275415e-05,NA,-1.27410727741861
PstI.TP481755,1,51889649,0.00260581672947872,NA,1.81821088899163
PstI.TP489507,11,    3711,0.00778988309953468,NA,-0.85082683265593
PstI.TP608972,10,58983719,0.00407707320592853,NA,0.959590764940424
PstI.TP648204,11,    4573,0.00969635446578206,NA,1.77113916951466
PstI.TP661215,3,54129611,0.000502195090222502,NA,1.42054136596119
PstI.TP662300,1, 9383388,2.28092777037395e-08,NA,4.99244285574666
PstI.TP735556,4,66188019,0.0089758618200667,NA,-1.18441581573493
PstI.TP821356,1,10005335,0.0080731362876808,NA,-1.62360980460383
PstI.TP839435,1,79594246,0.00316654565620354,NA,1.11119077516585
PstI.TP840334,4,59482155,0.00986795703643647,NA,-0.816878547370137
PstI.TP843008,1,77620090,0.00133299884086099,NA,1.13872295768097
PstI.TP844119,6,56933495,0.00852142471036203,NA,0.942713963118135
PstI.TP893925,2, 8205911,0.00821125718297129,NA,0.934710318491608
PstI.TP913069,7,37614334,0.00704053307578521,NA,1.58448416565952
PstI.TP964136,11,    6705,0.00655952309380301,NA,1.81323728984001
PstI.TP969142,1,70558586,0.00986107435651025,NA,1.19546932487078
PstI.TP1068347,7,62120815,0.00569508038612968,NA,1.3192459113793
PstI.TP1071033,4,67432928,0.00897897106656203,NA,-0.881310586409816
PstI.TP1105417,11,    7743,0.00663767004157716,NA,-1.34242993098787
PstI.TP1132926,5,65112789,0.00465813728135407,NA,2.32457640975917
PstI.TP1160032,9,14600158,0.0074735604556143,NA,-1.09231539063427
PstI.TP1294907,10,42944116,0.00964337611530943,NA,1.05747935509102
NsiI.TP2816,4,13910479,7.81669059108874e-06,NA,-1.9731003051823
NsiI.TP31385,1,79982673,0.00246166762713555,NA,-16.2231211521296
NsiI.TP34327,1,63712638,5.3198688119585e-10,NA,-15.9314330552083
NsiI.TP38823,7,  321911,0.00309135191505523,NA,20.5442837781518
NsiI.TP97347,4,11244939,0.00173065587660874,NA,-129.050912813771
NsiI.TP98757,3,57467461,0.00773832753743004,NA,5.67917286913612
NsiI.TP123811,11,   10486,0.00542890403360681,NA,0.902808538821937
NsiI.TP138882,3,59997214,0.00684089186127719,NA,-1.29283858456628
NsiI.TP141969,2,71609177,0.00936350473849389,NA,-0.884369122830443
NsiI.TP166752,11,   10977,0.00495136884010097,NA,1.00716804051269
NsiI.TP192802,11,   11259,0.00764817872401076,NA,1.08273034444267
NsiI.TP215181,11,   11521,0.00468031734211935,NA,1.33949154867415
NsiI.TP235466,9,52826872,0.00435784187821738,NA,1.30756817090309
NsiI.TP295308,3,65816539,0.0045667008346172,NA,-1.50598551906571
NsiI.TP310336,11,   12529,0.00748108485256521,NA,-1.19954059125406
NsiI.TP322468,11,   12665,0.00773446701825332,NA,-24.8859059538663
NsiI.TP338338,1, 6473754,0.00903478842391557,NA,-0.793546847411504
NsiI.TP338590,4,52709492,0.00209671800292866,NA,0.971972685561062
NsiI.TP370497,2, 5228620,0.00810288404192067,NA,1.71849776216378
NsiI.TP389150,11,   13425,0.00927057706081832,NA,-0.920450682511589
NsiI.TP411882,11,   13679,0.00607156396589118,NA,-90.5124882080891
NsiI.TP429554,11,   14025,0.00501294064045587,NA,32.9586324974555
NsiI.TP434131,11,   14134,0.00199925227422566,NA,1.47162543956949
NsiI.TP458862,1,11103839,0.000238699053696078,NA,-17.4523613798773
NsiI.TP470906,4,66239282,0.00235909038022971,NA,3.99719509243815
NsiI.TP472404,1,62465693,0.00559046329971167,NA,-1.83775585874932
NsiI.TP489213,11,   15044,0.00716373617225003,NA,-1.32216592048437
NsiI.TP501766,11,   15258,0.00852928993550742,NA,-0.838864971701891
NsiI.TP521023,10, 3170008,0.00479470581920008,NA,4.65669165031136
