"","X","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","Method2","Trait.name"
"2608",2608,"NsiI.TP56527",11,9790,1.60647615454735e-14,0.0772743622339823,114,NA,NA,4.21442954383953e-10,NA,4.21442954383952e-10,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2609",2609,"PstI.TP450151",4,64705272,3.96499769976532e-11,0.0624019169704249,114,NA,NA,3.79161328454709e-07,NA,3.79161328454708e-07,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2610",2610,"NsiI.TP216625",7,57473921,4.33591516872808e-11,0.0770873420713858,114,NA,NA,3.79161328454709e-07,NA,3.79161328454708e-07,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2611",2611,"NsiI.TP616628",8,62167326,9.86274679767087e-11,0.240951934692428,114,NA,NA,6.46848248725244e-07,NA,6.46848248725244e-07,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2612",2612,"NsiI.TP282845",2,21883367,2.43418197717581e-10,0.124746922385099,114,NA,NA,1.08354677424369e-06,NA,1.08354677424369e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2613",2613,"NsiI.TP245242",10,15872817,2.47818885624081e-10,0.110390085668675,114,NA,NA,1.08354677424369e-06,NA,1.08354677424369e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2614",2614,"NsiI.TP95031",6,54950661,6.73522912205164e-10,0.0810761510444037,114,NA,NA,2.52417143982718e-06,NA,2.52417143982718e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2615",2615,"NsiI.TP618185",11,16758,1.94878361865393e-09,0.0622118716477931,114,NA,NA,6.00437290741357e-06,NA,6.00437290741358e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2616",2616,"PstI.TP1176715",11,8291,2.05989769637578e-09,0.0502967995410798,114,NA,NA,6.00437290741357e-06,NA,6.00437290741358e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2617",2617,"PstI.TP992537",11,6892,2.35505212419773e-09,0.0611716895926809,114,NA,NA,6.17824374262033e-06,NA,6.17824374262032e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2618",2618,"PstI.TP485067",10,46676286,5.09265345084705e-09,0.0733565511685634,114,NA,NA,1.21455155117747e-05,NA,1.21455155117747e-05,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2619",2619,"NsiI.TP151699",5,12373387,5.65443041120237e-09,0.0901586527156447,114,NA,NA,1.23615272839569e-05,NA,1.23615272839569e-05,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2620",2620,"NsiI.TP454398",3,27980767,6.76479315696852e-09,0.054444013731742,114,NA,NA,1.36513525907625e-05,NA,1.36513525907625e-05,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2621",2621,"NsiI.TP423888",9,7279333,2.76350150882419e-08,0.0937571536455095,114,NA,NA,5.1784070416067e-05,NA,5.1784070416067e-05,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2622",2622,"NsiI.TP296058",7,41533730,4.63264896006534e-08,0.235294117647059,114,NA,NA,8.10219418789027e-05,NA,8.10219418789027e-05,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2623",2623,"NsiI.TP510014",10,3497449,9.0280070871299e-08,0.0923788606860253,114,NA,NA,0.000148025461202354,NA,0.000148025461202354,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2624",2624,"NsiI.TP375196",2,67765806,1.10882060003709e-07,0.0564018548285407,114,NA,NA,0.000166296627463548,NA,0.000166296627463548,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2625",2625,"PstI.TP983141",1,8569458,1.14101520711438e-07,0.0570139268121579,114,NA,NA,0.000166296627463548,NA,0.000166296627463548,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2626",2626,"NsiI.TP622418",10,54090606,1.80758686982615e-07,0.061649965732586,114,NA,NA,0.000249580178647469,NA,0.00024958017864747,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2627",2627,"NsiI.TP825160",10,1851025,2.43904824189799e-07,0.0722606331763228,114,NA,NA,0.000308008684329842,NA,0.000308008684329842,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2628",2628,"PstI.TP1225942",11,8638,2.46557229965948e-07,0.069461733916892,114,NA,NA,0.000308008684329842,NA,0.000308008684329842,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2629",2629,"NsiI.TP427815",11,13987,2.99216193731258e-07,0.14573428441354,114,NA,NA,0.000347174767505716,NA,0.000347174767505716,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2630",2630,"PstI.TP858495",8,3962414,3.16176125249504e-07,0.054018286480198,114,NA,NA,0.000347174767505716,NA,0.000347174767505716,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2631",2631,"NsiI.TP516545",11,15502,3.17610521465929e-07,0.0673983182577477,114,NA,NA,0.000347174767505716,NA,0.000347174767505716,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2632",2632,"PstI.TP410682",11,3180,4.00831925329606e-07,0.0505237965745414,114,NA,NA,0.000420616989163875,NA,0.000420616989163875,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2633",2633,"PstI.TP378617",2,76813654,4.16875123576065e-07,0.0702777969815438,114,NA,NA,0.00042062699968825,NA,0.00042062699968825,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2634",2634,"PstI.TP468410",11,3560,4.78748087755998e-07,0.117856877877127,114,NA,NA,0.000447207027039446,NA,0.000447207027039446,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2635",2635,"NsiI.TP112574",11,10334,4.83320275946018e-07,0.0909720158845924,114,NA,NA,0.000447207027039446,NA,0.000447207027039446,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2636",2636,"PstI.TP299543",10,5718886,4.94358610358464e-07,0.187265179880025,114,NA,NA,0.000447207027039446,NA,0.000447207027039446,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2637",2637,"PstI.TP791664",11,5479,5.26632217442524e-07,0.0839615470702344,114,NA,NA,0.000460522319746239,NA,0.000460522319746239,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2638",2638,"NsiI.TP430591",11,14044,6.0895550382746e-07,0.0531118839739043,114,NA,NA,0.00051533350604547,NA,0.00051533350604547,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2639",2639,"NsiI.TP450419",10,55791832,6.69021854530722e-07,0.163683718772683,114,NA,NA,0.000535310924487562,NA,0.000535310924487562,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2640",2640,"NsiI.TP591571",3,10614751,6.73372741788883e-07,0.12086482839892,114,NA,NA,0.000535310924487562,NA,0.000535310924487562,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2641",2641,"PstI.TP651320",5,35481232,6.94264883653204e-07,0.0921338339894721,114,NA,NA,0.000535686616404652,NA,0.000535686616404652,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2642",2642,"PstI.TP896832",11,6251,8.51419128784286e-07,0.146383147159706,114,NA,NA,0.000635664148694273,NA,0.000635664148694273,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2643",2643,"PstI.TP1116298",6,57959042,8.72299662765641e-07,0.0568955648716281,114,NA,NA,0.000635664148694273,NA,0.000635664148694273,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2644",2644,"NsiI.TP528829",11,15669,1.25391403981499e-06,0.0619199261840123,114,NA,NA,0.00088905894379747,NA,0.000889058943797472,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2645",2645,"NsiI.TP473213",11,14827,1.39136465839494e-06,0.0579674903207501,114,NA,NA,0.000960554222324551,NA,0.000960554222324549,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2646",2646,"PstI.TP776050",7,51497686,1.87188511760046e-06,0.0544154163563547,114,NA,NA,0.00125915472243924,NA,0.00125915472243924,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2647",2647,"PstI.TP512725",11,3867,2.06957777492284e-06,0.0516178586301462,114,NA,NA,0.00135733258368315,NA,0.00135733258368314,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2648",2648,"PstI.TP1008843",11,6994,2.15359346718162e-06,0.0545719922575655,114,NA,NA,0.00137798465897665,NA,0.00137798465897665,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2649",2649,"PstI.TP1020819",11,7080,2.21006907904729e-06,0.0731730464766462,114,NA,NA,0.00138045124332682,NA,0.00138045124332682,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2650",2650,"PstI.TP1116437",11,7829,2.43720547722681e-06,0.0671353993359287,114,NA,NA,0.00148692205789693,NA,0.00148692205789693,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2651",2651,"PstI.TP906993",11,6329,2.65100232225313e-06,0.059228748688617,114,NA,NA,0.00153268855899927,NA,0.00153268855899927,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2652",2652,"PstI.TP44035",11,369,2.68705192686243e-06,0.0856766293523532,114,NA,NA,0.00153268855899927,NA,0.00153268855899927,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2653",2653,"PstI.TP958319",11,6681,2.68749232728393e-06,0.0781828591217814,114,NA,NA,0.00153268855899927,NA,0.00153268855899927,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2654",2654,"PstI.TP178503",11,1466,2.79536445026729e-06,0.247231250452582,114,NA,NA,0.00156028916996408,NA,0.00156028916996409,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2655",2655,"PstI.TP1010266",11,7015,2.95884837180756e-06,0.0793006093363514,114,NA,NA,0.00161713392054166,NA,0.00161713392054166,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2656",2656,"NsiI.TP234225",4,3371419,3.05148199021233e-06,0.15668384751886,114,NA,NA,0.00163372609247409,NA,0.00163372609247409,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2657",2657,"PstI.TP63042",9,59079217,3.18737212580549e-06,0.070237613804491,114,NA,NA,0.00167235040696762,NA,0.00167235040696762,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2658",2658,"NsiI.TP738214",11,18173,3.57523972962758e-06,0.0855157870108814,114,NA,NA,0.0017958894306635,NA,0.0017958894306635,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2659",2659,"NsiI.TP575286",3,58993922,3.59125866318428e-06,0.180247721139682,114,NA,NA,0.0017958894306635,NA,0.0017958894306635,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2660",2660,"PstI.TP903161",11,6295,3.73178752652835e-06,0.0541015985165236,114,NA,NA,0.0017958894306635,NA,0.0017958894306635,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2661",2661,"NsiI.TP85817",11,10079,3.79600955629146e-06,0.259569414185842,114,NA,NA,0.0017958894306635,NA,0.0017958894306635,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2662",2662,"NsiI.TP95062",9,59225886,3.82844496561153e-06,0.0925085288462639,114,NA,NA,0.0017958894306635,NA,0.0017958894306635,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2663",2663,"NsiI.TP482105",2,1476705,3.83356743604316e-06,0.119565731806006,114,NA,NA,0.0017958894306635,NA,0.0017958894306635,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2664",2664,"PstI.TP497168",11,3766,4.054223502647e-06,0.0549477536509049,114,NA,NA,0.00186593858541125,NA,0.00186593858541125,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2665",2665,"NsiI.TP698837",11,17737,4.61411608837428e-06,0.20294653074861,114,NA,NA,0.00208701243900708,NA,0.00208701243900708,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2666",2666,"PstI.TP1284034",5,51318749,4.82810547026438e-06,0.140522875816993,114,NA,NA,0.00214678845604942,NA,0.00214678845604942,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2667",2667,"PstI.TP87010",3,57244014,4.99187202202648e-06,0.150108641536748,114,NA,NA,0.00217028827782377,NA,0.00217028827782377,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2668",2668,"PstI.TP953640",7,59672491,5.04641247797704e-06,0.0500859515136141,114,NA,NA,0.00217028827782377,NA,0.00217028827782377,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2669",2669,"PstI.TP475850",10,52909822,6.19961732245123e-06,0.0670673156683729,114,NA,NA,0.00257216895813593,NA,0.00257216895813593,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2670",2670,"NsiI.TP404218",11,13565,6.21733948528446e-06,0.168353406503653,114,NA,NA,0.00257216895813593,NA,0.00257216895813593,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2671",2671,"NsiI.TP468110",11,14723,6.27501766107721e-06,0.376544201247095,114,NA,NA,0.00257216895813593,NA,0.00257216895813593,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2672",2672,"NsiI.TP815164",11,19130,6.63099306294978e-06,0.105503529728971,114,NA,NA,0.00265837890481521,NA,0.00265837890481521,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2673",2673,"PstI.TP601295",11,4259,6.68800059913867e-06,0.0964347188108021,114,NA,NA,0.00265837890481521,NA,0.00265837890481521,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2674",2674,"PstI.TP12832",1,18776455,7.19159982749965e-06,0.115629990380021,114,NA,NA,0.00281588701305412,NA,0.00281588701305412,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2675",2675,"PstI.TP1199160",1,8608908,7.6671458179234e-06,0.0614963620373319,114,NA,NA,0.0029579397556971,NA,0.00295793975569709,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2676",2676,"GFSSContig11785_150",2,2791621,7.88790546622084e-06,0.145184509133343,114,NA,NA,0.0029788524865971,NA,0.0029788524865971,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2677",2677,"PstI.TP210083",3,39389888,8.05374060084962e-06,0.062240547169558,114,NA,NA,0.0029788524865971,NA,0.0029788524865971,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2678",2678,"PstI.TP396850",4,2511406,8.06200070703645e-06,0.0932663826203574,114,NA,NA,0.0029788524865971,NA,0.0029788524865971,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2679",2679,"PstI.TP1131100",1,75760470,8.36239423822026e-06,0.163055713780525,114,NA,NA,0.00301139020598569,NA,0.00301139020598569,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
"2680",2680,"PstI.TP1113486",7,61111271,8.37964035362337e-06,0.0849673202614379,114,NA,NA,0.00301139020598569,NA,0.00301139020598569,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","Lg"
