"","X","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","Method2","Trait.name"
"3055",3055,"PstI.TP1165702",11,8193,5.43248987820164e-09,0.0816993464052288,106,NA,NA,0.000142515939464742,NA,0.000142515939464742,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
"3056",3056,"NsiI.TP152677",3,602439,2.47021471561139e-07,0.120915032679739,106,NA,NA,0.00251081608117211,NA,0.00251081608117211,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
"3057",3057,"PstI.TP989816",11,6875,2.87125419056047e-07,0.318695454361165,106,NA,NA,0.00251081608117211,NA,0.00251081608117211,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
"3058",3058,"PstI.TP1204787",11,8502,5.53518796514896e-07,0.104141543299218,106,NA,NA,0.00332165661916143,NA,0.00332165661916143,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
"3059",3059,"NsiI.TP689875",11,17622,6.33082377670472e-07,0.448546320993532,106,NA,NA,0.00332165661916143,NA,0.00332165661916143,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
"3060",3060,"NsiI.TP321836",10,43096218,8.82450391728204e-07,0.140823314214071,106,NA,NA,0.00350138998589412,NA,0.00350138998589412,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
"3061",3061,"NsiI.TP469911",1,72682614,9.34273458155785e-07,0.175570492412385,106,NA,NA,0.00350138998589412,NA,0.00350138998589412,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
"3062",3062,"NsiI.TP652320",10,54138549,1.83471738021124e-06,0.10624418832576,106,NA,NA,0.00601649696905771,NA,0.00601649696905771,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
"3063",3063,"NsiI.TP761443",1,62177665,2.13231749584904e-06,0.481658151695744,106,NA,NA,0.00621546857623376,NA,0.00621546857623375,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
"3064",3064,"PstI.TP1027140",11,7140,2.52388625490481e-06,0.100851625558023,106,NA,NA,0.00662116320111728,NA,0.00662116320111728,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
"3065",3065,"NsiI.TP491655",2,61080220,3.09436161176086e-06,0.111514847321155,106,NA,NA,0.00698687378684493,NA,0.00698687378684493,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
"3066",3066,"NsiI.TP370740",6,61057670,3.43537214931105e-06,0.411767732033199,106,NA,NA,0.00698687378684493,NA,0.00698687378684493,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprinGW"
