"","X","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","Method2","Trait.name"
"2135",2135,"PstI.TP1031387",11,7167,5.73831703886816e-16,0.310157722175909,114,NA,NA,1.50539009197667e-11,NA,1.50539009197667e-11,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2136",2136,"NsiI.TP693777",1,69767711,2.64635662019392e-15,0.385549132476996,114,NA,NA,3.47122597870837e-11,NA,3.47122597870836e-11,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2137",2137,"PstI.TP29333",4,61203009,1.29916976779104e-12,0.0577331527978727,114,NA,NA,1.13608065627434e-08,NA,1.13608065627434e-08,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2138",2138,"NsiI.TP196449",11,11310,4.36696464329525e-11,0.184923051558821,114,NA,NA,2.64457318280434e-07,NA,2.64457318280434e-07,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2139",2139,"NsiI.TP557979",3,7233715,5.2219966500303e-11,0.0731213928922465,114,NA,NA,2.64457318280434e-07,NA,2.64457318280434e-07,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2140",2140,"NsiI.TP656596",11,17207,6.04842536282155e-11,0.484382475695238,114,NA,NA,2.64457318280434e-07,NA,2.64457318280434e-07,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2141",2141,"NsiI.TP277345",11,12201,9.81071345078469e-11,0.0504653152226338,114,NA,NA,3.67677509525551e-07,NA,3.67677509525551e-07,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2142",2142,"NsiI.TP428565",3,70558346,4.57031275896499e-10,0.339005221550893,114,NA,NA,1.4987198114836e-06,NA,1.49871981148359e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2143",2143,"NsiI.TP216149",4,68365730,8.42915672390795e-10,0.0504726055801817,114,NA,NA,2.45700552772223e-06,NA,2.45700552772224e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2144",2144,"NsiI.TP267353",2,73896405,1.02000290469783e-09,0.0806558425935591,114,NA,NA,2.67587562018428e-06,NA,2.67587562018429e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2145",2145,"PstI.TP343524",4,750739,1.27441273127448e-09,0.0509641909645668,114,NA,NA,3.0393585083868e-06,NA,3.03935850838679e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2146",2146,"PstI.TP505800",11,3821,1.63548008938335e-09,0.0503743899984661,114,NA,NA,3.5754320554069e-06,NA,3.5754320554069e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2147",2147,"PstI.TP735061",1,72976269,2.4702087314122e-09,0.220476785617027,114,NA,NA,4.98488121998982e-06,NA,4.98488121998982e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2148",2148,"PstI.TP238297",10,42087384,2.67065817058865e-09,0.0975998940108841,114,NA,NA,5.00443188908733e-06,NA,5.00443188908733e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2149",2149,"PstI.TP1078462",11,7529,3.6307152177778e-09,0.399790587996602,114,NA,NA,6.34987886821219e-06,NA,6.34987886821219e-06,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
"2150",2150,"NsiI.TP741538",8,59582552,9.78388467923033e-09,0.313592507879145,114,NA,NA,1.53104665453831e-05,NA,1.53104665453831e-05,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GS"
