"","X","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","Method2","Trait.name"
"3329",3329,"NsiI.TP370740",6,61057670,5.06977913353638e-08,0.411767732033199,106,NA,NA,0.00133000585789193,NA,0.00133000585789193,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3330",3330,"NsiI.TP689875",11,17622,1.96878038135332e-06,0.448546320993532,106,NA,NA,0.0215499170130792,NA,0.0215499170130792,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3331",3331,"PstI.TP318338",3,67023794,2.46434973847822e-06,0.380904448088765,106,NA,NA,0.0215499170130792,NA,0.0215499170130792,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3332",3332,"NsiI.TP123778",1,60586278,4.16557211348119e-06,0.469758302310189,106,NA,NA,0.025427443323104,NA,0.0254274433231039,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3333",3333,"NsiI.TP280339",11,12243,4.84627645862315e-06,0.303479929248379,106,NA,NA,0.025427443323104,NA,0.0254274433231039,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3334",3334,"NsiI.TP318460",11,12617,7.92762528516818e-06,0.130794603708396,106,NA,NA,0.034662220288517,NA,0.034662220288517,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3335",3335,"NsiI.TP426523",11,13953,1.08118831184794e-05,0.442255773734825,106,NA,NA,0.0374586314173815,NA,0.0374586314173815,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3336",3336,"NsiI.TP441010",1,7822032,1.15258837027774e-05,0.286621941011133,106,NA,NA,0.0374586314173815,NA,0.0374586314173815,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3337",3337,"NsiI.TP376338",3,73019311,1.28507922069236e-05,0.392966759951323,106,NA,NA,0.0374586314173815,NA,0.0374586314173815,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3338",3338,"PstI.TP989816",11,6875,1.52439758730936e-05,0.318695454361165,106,NA,NA,0.0399910463054738,NA,0.0399910463054738,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3339",3339,"NsiI.TP469911",1,72682614,1.79206050239279e-05,0.175570492412385,106,NA,NA,0.0427334615762584,NA,0.0427334615762584,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3340",3340,"PstI.TP940968",7,61142166,2.02489310600988e-05,0.0857109658332788,106,NA,NA,0.0427334615762584,NA,0.0427334615762584,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3341",3341,"PstI.TP1016686",11,7060,2.11761454788198e-05,0.401719792874652,106,NA,NA,0.0427334615762584,NA,0.0427334615762584,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3342",3342,"NsiI.TP111245",11,10315,2.3752854978507e-05,0.170352783793883,106,NA,NA,0.0445094569647252,NA,0.0445094569647252,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3343",3343,"NsiI.TP169322",5,71759480,2.58640604075248e-05,0.353933296331721,106,NA,NA,0.044731714046481,NA,0.044731714046481,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
"3344",3344,"PstI.TP41761",6,47799081,2.96564350166884e-05,0.229341682539675,106,NA,NA,0.044731714046481,NA,0.044731714046481,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","fprind"
