"","X","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","Method2","Trait.name"
"878",878,"PstI.TP1165702",11,8193,4.86561326655483e-09,0.0816993464052288,106,NA,NA,8.77587162715707e-05,NA,8.77587162715706e-05,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"879",879,"NsiI.TP689875",11,17622,6.69045637505303e-09,0.448546320993532,106,NA,NA,8.77587162715707e-05,NA,8.77587162715706e-05,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"880",880,"PstI.TP318338",3,67023794,1.92985198505668e-08,0.380904448088765,106,NA,NA,0.000168759123253256,NA,0.000168759123253256,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"881",881,"NsiI.TP469911",1,72682614,1.54351536158417e-07,0.175570492412385,106,NA,NA,0.00101231454989498,NA,0.00101231454989498,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"882",882,"NsiI.TP370740",6,61057670,2.04789237647325e-07,0.411767732033199,106,NA,NA,0.00107448817208798,NA,0.00107448817208798,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"883",883,"PstI.TP1204787",11,8502,2.90670159530939e-07,0.104141543299218,106,NA,NA,0.00111799288437292,NA,0.00111799288437292,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"884",884,"PstI.TP875140",2,72930521,2.98313264870413e-07,0.215940601727195,106,NA,NA,0.00111799288437292,NA,0.00111799288437292,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"885",885,"NsiI.TP321836",10,43096218,5.29322477154756e-07,0.140823314214071,106,NA,NA,0.00173578073320973,NA,0.00173578073320973,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"886",886,"PstI.TP989816",11,6875,7.89977034159502e-07,0.318695454361165,106,NA,NA,0.00208825115672401,NA,0.00208825115672401,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"887",887,"NsiI.TP426523",11,13953,7.96009436884963e-07,0.442255773734825,106,NA,NA,0.00208825115672401,NA,0.00208825115672401,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"888",888,"PstI.TP698613",11,4826,1.11613666437814e-06,0.268306302122324,106,NA,NA,0.00249880637569871,NA,0.0024988063756987,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"889",889,"PstI.TP195926",10,51681294,1.14300817673189e-06,0.38724578144861,106,NA,NA,0.00249880637569871,NA,0.0024988063756987,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"890",890,"NsiI.TP376338",3,73019311,1.25483019015009e-06,0.392966759951323,106,NA,NA,0.00253224732372288,NA,0.00253224732372288,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"891",891,"NsiI.TP491655",2,61080220,1.52627345390664e-06,0.111514847321155,106,NA,NA,0.0028600184135562,NA,0.0028600184135562,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"892",892,"NsiI.TP275227",9,52933109,1.68239683602839e-06,0.334737830531843,106,NA,NA,0.00294239990642459,NA,0.00294239990642459,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"893",893,"PstI.TP836173",11,5793,1.84252151739067e-06,0.250578910139641,106,NA,NA,0.00300044516299232,NA,0.00300044516299233,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"894",894,"NsiI.TP441010",1,7822032,2.03892513328198e-06,0.286621941011133,106,NA,NA,0.00300044516299232,NA,0.00300044516299233,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"895",895,"NsiI.TP621902",7,62903684,2.05870294022497e-06,0.255228534861841,106,NA,NA,0.00300044516299232,NA,0.00300044516299233,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"896",896,"NsiI.TP111245",11,10315,2.38856741206016e-06,0.170352783793883,106,NA,NA,0.00329798302568349,NA,0.00329798302568349,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"897",897,"PstI.TP14467",10,3103147,2.61497352001232e-06,0.366898611747841,106,NA,NA,0.00343006076620016,NA,0.00343006076620016,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"898",898,"NsiI.TP783302",10,3253711,2.82627920785619e-06,0.177793366890225,106,NA,NA,0.0035306956542333,NA,0.0035306956542333,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"899",899,"PstI.TP1231136",3,52841481,3.34174907910901e-06,0.240853969876429,106,NA,NA,0.00398488387915208,NA,0.00398488387915208,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
"900",900,"NsiI.TP678341",2,22203749,3.57218526674263e-06,0.261437908496732,106,NA,NA,0.00407446557772722,NA,0.00407446557772722,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GFW_1"
