"","X","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","Method2","Trait.name"
"2417",2417,"PstI.TP410209",3,69602329,9.24849298600368e-07,0.382526862764667,106,NA,NA,0.0144310820563469,NA,0.0144310820563469,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","HM_1"
"2418",2418,"PstI.TP632245",11,4440,1.10018160069733e-06,0.204492370232331,106,NA,NA,0.0144310820563469,NA,0.0144310820563469,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","HM_1"
"2419",2419,"NsiI.TP689875",11,17622,3.19631414329653e-06,0.448546320993532,106,NA,NA,0.0241476343647508,NA,0.0241476343647508,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","HM_1"
"2420",2420,"PstI.TP202284",10,56175041,3.68188371803778e-06,0.267602322434859,106,NA,NA,0.0241476343647508,NA,0.0241476343647508,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","HM_1"
"2421",2421,"PstI.TP875140",2,72930521,4.65830674209599e-06,0.215940601727195,106,NA,NA,0.0244412038144292,NA,0.0244412038144292,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","HM_1"
"2422",2422,"PstI.TP1165702",11,8193,7.52332926635409e-06,0.0816993464052288,106,NA,NA,0.0328945033289222,NA,0.0328945033289222,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","HM_1"
"2423",2423,"PstI.TP989816",11,6875,9.2291676542032e-06,0.318695454361165,106,NA,NA,0.0345882834629095,NA,0.0345882834629095,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","HM_1"
"2424",2424,"NsiI.TP91546",11,10135,1.35185022613919e-05,0.196260445349627,106,NA,NA,0.0371388179148359,NA,0.0371388179148359,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","HM_1"
"2425",2425,"PstI.TP581762",4,62741281,1.45137936806059e-05,0.141482202462735,106,NA,NA,0.0371388179148359,NA,0.0371388179148359,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","HM_1"
"2426",2426,"NsiI.TP549898",1,62918080,1.54945447036852e-05,0.243301734360827,106,NA,NA,0.0371388179148359,NA,0.0371388179148359,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","HM_1"
