"","X","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","Method2","Trait.name"
"260",260,"PstI.TP253210",11,2060,1.74894584997461e-08,0.0926454998758028,114,NA,NA,0.000251184088665184,NA,0.000251184088665184,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"261",261,"NsiI.TP122100",11,10465,2.15602977150404e-08,0.13244964990062,114,NA,NA,0.000251184088665184,NA,0.000251184088665184,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"262",262,"PstI.TP1250993",4,666401,2.87242611113651e-08,0.108633316093001,114,NA,NA,0.000251184088665184,NA,0.000251184088665184,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"263",263,"PstI.TP1235909",4,64295006,1.53256450351297e-07,0.148602511094406,114,NA,NA,0.00100513242962898,NA,0.00100513242962898,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"264",264,"NsiI.TP352026",6,555824,2.8766413251567e-07,0.0670675047294071,114,NA,NA,0.00128871125455874,NA,0.00128871125455874,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"265",265,"NsiI.TP127922",4,54754163,3.08496174744086e-07,0.178547981653753,114,NA,NA,0.00128871125455874,NA,0.00128871125455874,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"266",266,"NsiI.TP409721",2,65096533,3.4386592902002e-07,0.0915032679738562,114,NA,NA,0.00128871125455874,NA,0.00128871125455874,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"267",267,"PstI.TP320216",11,2535,5.70002975672151e-07,0.314525607719387,114,NA,NA,0.0018691822579729,NA,0.0018691822579729,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"268",268,"PstI.TP425751",2,71461615,6.75471342304466e-07,0.289217037858686,114,NA,NA,0.00196892391044615,NA,0.00196892391044615,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"269",269,"NsiI.TP545368",11,15846,8.24225002903196e-07,0.468912920199333,114,NA,NA,0.00203409117922058,NA,0.00203409117922058,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"270",270,"PstI.TP192620",11,1575,8.52900929001538e-07,0.171574713106774,114,NA,NA,0.00203409117922058,NA,0.00203409117922058,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"271",271,"PstI.TP719892",5,64652954,1.00121712078435e-06,0.160162048608126,114,NA,NA,0.00209197338184589,NA,0.00209197338184589,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"272",272,"PstI.TP797446",3,12140520,1.03665677990381e-06,0.194544597379341,114,NA,NA,0.00209197338184589,NA,0.00209197338184589,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"273",273,"PstI.TP1212724",1,72123046,1.35257080664069e-06,0.0768461384592277,114,NA,NA,0.0025345244672437,NA,0.0025345244672437,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"274",274,"PstI.TP704102",3,72097083,2.11234719757236e-06,0.0626416273417331,114,NA,NA,0.00369435442540755,NA,0.00369435442540755,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"275",275,"PstI.TP846513",11,5867,2.35933496150038e-06,0.0729807143029274,114,NA,NA,0.00386842458625006,NA,0.00386842458625006,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"276",276,"PstI.TP116046",7,62490129,2.74674902855678e-06,0.159430558232684,114,NA,NA,0.00423871847147991,NA,0.00423871847147992,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"277",277,"NsiI.TP473151",11,14822,3.73195073932532e-06,0.056614114715943,114,NA,NA,0.00543911087197003,NA,0.00543911087197002,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"278",278,"PstI.TP465891",11,3546,4.72940039800879e-06,0.0765123195034773,114,NA,NA,0.00622308139950294,NA,0.00622308139950294,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"279",279,"PstI.TP107240",8,62622087,4.91141638670621e-06,0.0650202074279049,114,NA,NA,0.00622308139950294,NA,0.00622308139950294,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"280",280,"PstI.TP1237979",11,8717,4.98150146335144e-06,0.0514345625841801,114,NA,NA,0.00622308139950294,NA,0.00622308139950294,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"281",281,"PstI.TP908218",11,6342,6.09652473899737e-06,0.0897625539566014,114,NA,NA,0.00705663549126158,NA,0.00705663549126158,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"282",282,"PstI.TP317521",4,66042591,6.18672776926951e-06,0.100551183676327,114,NA,NA,0.00705663549126158,NA,0.00705663549126158,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"283",283,"NsiI.TP370880",3,68111215,7.02429409299936e-06,0.0505004599555944,114,NA,NA,0.00748932021509997,NA,0.00748932021509997,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"284",284,"PstI.TP257951",4,14228269,7.41746642106245e-06,0.0665447980487355,114,NA,NA,0.00748932021509997,NA,0.00748932021509997,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"285",285,"GFSSContig18315_975",9,53976945,7.42251755708619e-06,0.20238014140637,114,NA,NA,0.00748932021509997,NA,0.00748932021509997,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"286",286,"PstI.TP543083",7,7619505,7.77331392983426e-06,0.186626308756478,114,NA,NA,0.0075527821346397,NA,0.0075527821346397,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"287",287,"PstI.TP53013",9,59327122,8.65992729255219e-06,0.0748148258765463,114,NA,NA,0.00811373330688622,NA,0.00811373330688622,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"288",288,"PstI.TP344899",7,61484903,9.73999786877721e-06,0.0564144856868916,114,NA,NA,0.00823197806927511,NA,0.00823197806927508,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
