"","X","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","Method2","Trait.name"
"81",81,"PstI.TP292268",5,3450082,2.58305051971146e-08,0.0775862068965517,106,NA,NA,5.4528196471109e-05,NA,5.45281964711089e-05,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"82",82,"PstI.TP411848",11,3188,4.61755394694879e-06,0.461206896551724,106,NA,NA,0.00345719415156447,NA,0.00345719415156447,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"83",83,"PstI.TP1123778",2,61958273,4.9131134318775e-06,0.0905172413793104,106,NA,NA,0.00345719415156447,NA,0.00345719415156447,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"84",84,"PstI.TP1225179",6,56654494,2.79858365675866e-05,0.0775862068965517,106,NA,NA,0.0145424150269951,NA,0.0145424150269951,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"85",85,"PstI.TP123530",10,7243969,3.70552388362627e-05,0.0646551724137931,106,NA,NA,0.0145424150269951,NA,0.0145424150269951,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"86",86,"PstI.TP292777",7,64227793,4.13332497214451e-05,0.0517241379310345,106,NA,NA,0.0145424150269951,NA,0.0145424150269951,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"87",87,"NsiI.TP443279",11,14353,6.10916322541312e-05,0.271551724137931,106,NA,NA,0.0182405381491761,NA,0.0182405381491761,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"88",88,"PstI.TP285646",7,59945480,6.91256774956935e-05,0.0689655172413793,106,NA,NA,0.0182405381491761,NA,0.0182405381491761,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"89",89,"PstI.TP229079",11,1881,0.000100423273790187,0.129310344827586,106,NA,NA,0.0223402817221943,NA,0.0223402817221942,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"90",90,"PstI.TP836173",11,5793,0.000105827956997604,0.172413793103448,106,NA,NA,0.0223402817221943,NA,0.0223402817221942,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"91",91,"PstI.TP794569",2,3715278,0.000117117412274445,0.0646551724137931,106,NA,NA,0.0224758961192139,NA,0.0224758961192139,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"92",92,"PstI.TP532345",9,38275195,0.000134781437912761,0.0560344827586207,106,NA,NA,0.0237103012861531,NA,0.0237103012861532,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"93",93,"PstI.TP1254872",7,56573064,0.000219381495443311,0.0775862068965517,106,NA,NA,0.0356241797600638,NA,0.0356241797600638,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"94",94,"NsiI.TP338280",6,53961287,0.000287517044376363,0.452586206896552,106,NA,NA,0.0425524850837476,NA,0.0425524850837476,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"95",95,"PstI.TP1025634",2,71277610,0.000302362518359173,0.0689655172413793,106,NA,NA,0.0425524850837476,NA,0.0425524850837476,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"96",96,"PstI.TP841498",5,69228848,0.000344303896018804,0.0991379310344828,106,NA,NA,0.0446440388186396,NA,0.0446440388186396,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"97",97,"PstI.TP454285",2,63153549,0.000359520918956359,0.0646551724137931,106,NA,NA,0.0446440388186396,NA,0.0446440388186396,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"98",98,"PstI.TP532131",11,3976,0.000402372584782643,0.103448275862069,106,NA,NA,0.0471893625820089,NA,0.0471893625820088,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"99",99,"PstI.TP26215",9,583262,0.000440976152067659,0.0517241379310345,106,NA,NA,0.048994771421833,NA,0.0489947714218331,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
"100",100,"NsiI.TP282888",2,675031,0.000467587065321866,0.0689655172413793,106,NA,NA,0.049353814744723,NA,0.049353814744723,"C116+3293","CMLM+SUPER","PS_Y","GAPIT","SUPER","CmN"
