"","SNP","Chromosome","Position","GLM.CmN.","MLM.CmN.","CMLM.CmN.","SUPER.CmN.","rrBLUP.CmN.","Adj.P.GLM.CmN.","Adj.P.MLM.CmN.","Adj.P.CMLM.CmN.","Adj.P.SUPER.CmN.","Adj.P.rrBLUP.CmN."
"1077","PstI.TP308387",1,12249163,0.000206866922439726,0.0300409404591627,0.0428753528797607,0.0000000879656777908624,0.207632348186849,0.0502982111930959,0.816047715015556,0.785285050640996,0.000070544564002592,1
"2986","PstI.TP1212724",1,72123046,0.0000277973589483517,0.000518161920115692,0.00130594735220692,0.00000000313119245332116,1,0.0352085227530553,0.61479828452461,0.591692470279454,0.0000198374040635467,1
"3378","NsiI.TP426452",1,75617475,0.0000183918356594607,0.00164192156506188,0.00151442776144389,0.00000000392170955703317,0.0869984547104646,0.0349328718567694,0.637875357376081,0.591692470279454,0.0000198374040635467,1
"3425","PstI.TP373008",1,76115111,0.000151105894430192,0.0225352249857521,0.0199898984319481,0.0000000478886396894038,0.867587531953069,0.0461899265105028,0.773052470804013,0.746361047492638,0.0000572087449974432,1
"5243","PstI.TP891669",10,54262693,0.0000398648289564813,0.000826099143493569,0.00124905408581486,0.0000000257640009930185,0.74114324036613,0.0352085227530553,0.61479828452461,0.591692470279454,0.0000404248377320022,1
"5989","PstI.TP30419",11,232,0.000234067684320526,0.110683279884079,0.124638124151845,0.000000101796125188127,0.670201249290796,0.050531893606084,0.88505240726859,0.859368722507327,0.0000774266063903913,1
"6718","PstI.TP139250",11,1151,0.0000441648242389604,0.0048802868517217,0.0156365682882492,0.0000000712672195872474,0.633677319661505,0.0354247697147015,0.694929156637048,0.741137645262411,0.0000598114283828973,1
"7830","PstI.TP323391",11,2564,0.000147285372684874,0.0471044068407149,0.0381191972185116,0.0000000369757681635588,0.968834885540979,0.0461899265105028,0.832161176978893,0.777220171070563,0.0000513223662110196,1
"8464","PstI.TP438663",11,3360,0.000216271843071564,0.041098920318619,0.0722794151548453,0.000000197993580791932,0.356828580283954,0.0502982111930959,0.828402927443694,0.827267073594264,0.000121104954976597,1
"8536","PstI.TP451164",11,3454,0.000166495875695495,0.0337051793676547,0.0312376703604232,0.000000070201140248911,0.801767479832384,0.0474957451909017,0.821586714045587,0.774813933631091,0.0000598114283828973,1
"8618","PstI.TP465891",11,3546,0.0000485490544665199,0.0121346370678612,0.014316489058591,0.00000000897047013967946,0.662969655226059,0.0354247697147015,0.752262852068047,0.741137645262411,0.0000269771938667294,1
"8820","PstI.TP498655",11,3785,0.000153590977091009,0.016645479129571,0.0218047569713384,0.0000000400479572986222,0.97386017284435,0.0461899265105028,0.752262852068047,0.746361047492638,0.0000535278030738029,1
"8960","PstI.TP530663",11,3963,0.000595710002493181,0.0323225983316246,0.0501583491828296,0.000000116868318950931,0.703178953498577,0.075787389843368,0.821582821431674,0.798509556575098,0.0000826969391039451,1
"9102","PstI.TP574038",11,4131,0.0000226704038212166,0.00371093640436878,0.00296830756569865,0.00000000428843196034176,0.532797622798398,0.0352085227530553,0.680883987703641,0.62294640965037,0.0000198374040635467,1
"9168","PstI.TP588590",11,4212,0.0000368245427957,0.0106711296297686,0.00738570707150508,0.0000000676966252265953,0.294667205156625,0.0352085227530553,0.734260709935358,0.737105519750486,0.0000598114283828973,1
"9781","PstI.TP724007",11,4995,0.000031130150253207,0.00875830766622416,0.0141777931480941,0.000000208216203807666,0.982250001937853,0.0352085227530553,0.729201924464408,0.741137645262411,0.000123182071524771,1
"10487","PstI.TP846513",11,5867,0.0000287497989508638,0.0014360901782507,0.00294208074021582,0.0000000051440081409629,1,0.0352085227530553,0.632019784789162,0.62294640965037,0.000020626329532341,1
"10861","PstI.TP908218",11,6342,0.0000751450255927693,0.0142778438921253,0.0217874139382798,0.0000000173140848889335,1,0.0392378187179306,0.752262852068047,0.746361047492638,0.0000367547467924607,1
"10916","PstI.TP916844",11,6407,0.000135057121107298,0.0337114237975908,0.0355262218795287,0.000000049142958737551,1,0.0455508540796278,0.821586714045587,0.77515402516211,0.0000572087449974432,1
"11236","PstI.TP982415",11,6812,0.000354866472988917,0.036700502643641,0.0390595653969741,0.000000273338312695281,0.928782646764079,0.0622722494894677,0.822341773690302,0.779809733588672,0.000147227358635034,1
"11419","PstI.TP1016825",11,7061,0.0000916600422882525,0.00622062971191183,0.00490874598554889,0.0000000666320265588159,0.376227643086169,0.0392378187179306,0.696158185740531,0.693325489506152,0.0000598114283828973,1
