SNP,Chromosome,Position,P.value,effect,maf,nobs
PstI.TP506588,1,80675,0.00595368282336717,NA,0.0136363636363636,110
PstI.TP863331,1,161269,0.755067154803725,NA,0.0681818181818182,110
PstI.TP424788,1,263370,0.593150263904985,NA,0.0227272727272727,110
PstI.TP931820,1,284314,0.942530784964632,NA,0.0318181818181819,110
NsiI.TP148773,1,285352,0.355414307816808,NA,0.136363636363636,110
PstI.TP1106845,1,416796,0.463395278539467,NA,0.0136363636363636,110
PstI.TP999740,1,569491,0.304608470910751,NA,0.0954545454545455,110
PstI.TP1152021,1,865447,0.14097085898772,NA,0.0318181818181818,110
PstI.TP716618,1,918921,0.166048365788251,NA,0.0272727272727273,110
PstI.TP1246584,1,1015480,0.136547570058071,NA,0.431818181818182,110
PstI.TP354591,1,1050082,0.410364170296096,NA,0.322727272727273,110
PstI.TP856852,1,1153760,0.0952602853076417,NA,0.181818181818182,110
PstI.TP775725,1,1175417,0.246129699336116,NA,0.0590909090909091,110
NsiI.TP72077,1,1422420,0.418324554707941,NA,0.0318181818181819,110
PstI.TP929619,1,1952038,0.446740904166708,NA,0.0272727272727272,110
PstI.TP417865,1,2030761,0.547890661091042,NA,0.363636363636364,110
PstI.TP885267,1,2084430,0.678536484687433,NA,0.0727272727272728,110
PstI.TP56795,1,2315051,0.402138158122498,NA,0.0136363636363637,110
PstI.TP966432,1,2596832,0.0836989526953151,NA,0.0363636363636364,110
PstI.TP441536,1,2816855,0.867596852754682,NA,0.381818181818182,110
PstI.TP1085601,1,2820903,0.278803765133989,NA,0.0545454545454546,110
PstI.TP525202,1,2884119,0.378258500665951,NA,0.0727272727272728,110
PstI.TP1268585,1,2988383,0.156110691908082,NA,0.377272727272727,110
PstI.TP59735,1,3027630,0.0953839947197748,NA,0.00909090909090904,110
PstI.TP849876,1,3050119,0.90719481464995,NA,0.1,110
PstI.TP209693,1,3305106,0.818685630374405,NA,0.0409090909090909,110
PstI.TP626124,1,3342723,0.607248669345203,NA,0.0590909090909091,110
PstI.TP1059573,1,3357749,0.360951306590211,NA,0.154545454545455,110
NsiI.TP504485,1,3381640,0.590185152661499,NA,0.0454545454545455,110
PstI.TP1244443,1,3397749,0.331673091361187,NA,0.145454545454546,110
PstI.TP1199997,1,3471828,0.803572629246068,NA,0.0181818181818182,110
PstI.TP757375,1,3471897,0.458088658408221,NA,0.0318181818181818,110
PstI.TP726521,1,3535515,0.485569292471701,NA,0.0727272727272728,110
PstI.TP374511,1,3576636,0.204546878806739,NA,0.131818181818182,110
PstI.TP1267977,1,3576713,0.476471574375745,NA,0.109090909090909,110
PstI.TP1155202,1,3620639,0.11118886701219,NA,0.0454545454545454,110
PstI.TP961085,1,3705536,0.572820109232575,NA,0.354545454545455,110
PstI.TP21889,1,3705780,0.460301981961247,NA,0.231818181818182,110
PstI.TP1053336,1,3955998,0.319477942142214,NA,0.0772727272727273,110
NsiI.TP403662,1,3957731,0.328748278126998,NA,0.0909090909090909,110
PstI.TP891020,1,4033768,0.697629991259119,NA,0.0681818181818182,110
PstI.TP629259,1,4276027,0.959523817024237,NA,0.390909090909091,110
PstI.TP629254,1,4276045,0.015731841460516,NA,0.0272727272727272,110
PstI.TP140451,1,4460094,0.435016408095627,NA,0.204545454545455,110
PstI.TP403850,1,4535788,0.560687441392279,NA,0.0181818181818182,110
NsiI.TP468762,1,4620729,0.927667627865193,NA,0.0818181818181818,110
PstI.TP307588,1,4762662,0.871663963698051,NA,0.0636363636363636,110
PstI.TP920636,1,4777048,0.0724334641895671,NA,0.109090909090909,110
PstI.TP947391,1,4891496,0.0530138726532367,NA,0.0363636363636364,110
PstI.TP683907,1,4900973,0.579802754060775,NA,0.181818181818182,110
PstI.TP402429,1,4990016,0.298606610479669,NA,0.0727272727272728,110
PstI.TP1126882,1,5115206,0.381579720794854,NA,0.0272727272727272,110
PstI.TP684655,1,5379329,0.940890363113101,NA,0.345454545454545,110
NsiI.TP556033,1,5459542,0.972988410912956,NA,0.15,110
NsiI.TP367540,1,5460609,0.795581972648871,NA,0.0181818181818182,110
PstI.TP928135,1,5502147,0.963824965887783,NA,0.0363636363636364,110
PstI.TP476949,1,5536792,0.759901441781905,NA,0.490909090909091,110
PstI.TP677745,1,5751851,0.973510162367636,NA,0.222727272727273,110
PstI.TP739422,1,5776555,0.347170976072234,NA,0.00454545454545455,110
PstI.TP705967,1,5858828,0.876539134442452,NA,0.0772727272727273,110
PstI.TP1252197,1,5912854,0.349828754529805,NA,0.0772727272727273,110
PstI.TP116123,1,5967108,0.206905016908394,NA,0.0545454545454545,110
PstI.TP804275,1,5979740,0.366776933451638,NA,0.0272727272727272,110
PstI.TP523933,1,6018181,0.37178782861601,NA,0.254545454545455,110
PstI.TP722242,1,6187691,0.0258631843705149,NA,0.0181818181818182,110
NsiI.TP488601,1,6409370,0.697447609820159,NA,0.318181818181818,110
PstI.TP1015835,1,6514843,0.982518688009931,NA,0.195454545454545,110
PstI.TP547229,1,6574881,0.619580472742573,NA,0.0590909090909091,110
PstI.TP272307,1,6679965,0.915339749764211,NA,0.295454545454545,110
PstI.TP841428,1,6731433,0.904138789322598,NA,0.0136363636363636,110
PstI.TP1136661,1,6752030,0.755348411810417,NA,0.0272727272727273,110
PstI.TP444825,1,6930877,0.607248669345203,NA,0.0590909090909091,110
NsiI.TP350497,1,6933742,0.280004320370616,NA,0.0136363636363636,110
NsiI.TP800074,1,6979429,0.38570065841474,NA,0.0363636363636364,110
PstI.TP806450,1,7007771,0.865384803430529,NA,0.459090909090909,110
PstI.TP443586,1,7215893,0.86902184387932,NA,0.336363636363636,110
PstI.TP488378,1,7260223,0.0794786016778681,NA,0.0181818181818182,110
NsiI.TP375218,1,7321465,0.665031855637033,NA,0.122727272727273,110
PstI.TP712786,1,7449325,0.925187930138206,NA,0.0772727272727273,110
PstI.TP1173447,1,7571007,0.19851904522396,NA,0.1,110
PstI.TP614866,1,7824409,0.075563669576214,NA,0.0363636363636364,110
PstI.TP973605,1,7933170,0.282776517273111,NA,0.0772727272727273,110
PstI.TP972953,1,7984963,0.20048730077996,NA,0.468181818181818,110
PstI.TP36329,1,8029204,0.0450853822650842,NA,0.0272727272727272,110
PstI.TP308053,1,8330660,0.231419240804093,NA,0.113636363636364,110
PstI.TP424566,1,8533790,0.179729166795785,NA,0.145454545454545,110
PstI.TP302093,1,8923298,0.775847165347187,NA,0.0818181818181818,110
PstI.TP461927,1,9014162,0.312102853590514,NA,0.104545454545454,110
PstI.TP443245,1,9039678,0.0648995876791846,NA,0.0863636363636364,110
PstI.TP550784,1,9140137,0.322503409138778,NA,0.0363636363636364,110
PstI.TP581769,1,9144035,0.388882237422552,NA,0.0363636363636364,110
PstI.TP745827,1,9270379,0.966579398470312,NA,0.0863636363636363,110
PstI.TP456141,1,9284445,0.674442529177142,NA,0.0590909090909091,110
PstI.TP974726,1,9504539,0.945845564063606,NA,0.0636363636363636,110
NsiI.TP134750,1,9511955,0.231105390844659,NA,0.0409090909090909,110
PstI.TP701371,1,9558859,0.311582821943246,NA,0.0727272727272727,110
PstI.TP336334,1,9630139,0.0501971123873787,NA,0.240909090909091,110
PstI.TP390724,1,9756005,0.952968282880266,NA,0.1,110
PstI.TP258967,1,9761381,0.0660269909985692,NA,0.00909090909090909,110
PstI.TP1278278,1,9821711,0.598852493806335,NA,0.331818181818182,110
PstI.TP377612,1,9851429,0.708137446927473,NA,0.2,110
PstI.TP377610,1,9851445,0.694993873238616,NA,0.0772727272727273,110
PstI.TP1001875,1,9929490,0.72346050331241,NA,0.0181818181818182,110
PstI.TP120265,1,9929566,0.546564595549127,NA,0.0818181818181818,110
PstI.TP145867,1,9990979,0.186145663411594,NA,0.0136363636363637,110
PstI.TP498398,1,10010021,0.356666863167885,NA,0.0909090909090909,110
PstI.TP1106149,1,10181736,0.34551057272921,NA,0.190909090909091,110
PstI.TP593918,1,10465079,0.817818104696788,NA,0.0454545454545454,110
NsiI.TP360999,1,10465743,0.922783352951353,NA,0.0954545454545455,110
PstI.TP323026,1,10477035,0.616967563045167,NA,0.0136363636363637,110
PstI.TP91211,1,10530796,0.844368015466042,NA,0.168181818181818,110
PstI.TP488889,1,10576905,0.643646694691846,NA,0.0772727272727273,110
PstI.TP948493,1,10639570,0.151229554398245,NA,0.05,110
PstI.TP980214,1,10687788,0.240279804548725,NA,0.445454545454545,110
PstI.TP667320,1,10965394,0.175639864372377,NA,0.0227272727272727,110
PstI.TP869093,1,11187262,0.510344449447969,NA,0.186363636363636,110
PstI.TP835148,1,11456164,0.378833611266639,NA,0.0863636363636363,110
PstI.TP319571,1,11815150,0.635402329522697,NA,0.268181818181818,110
PstI.TP1288084,1,11935767,0.724988646971346,NA,0.140909090909091,110
PstI.TP939213,1,11990855,0.711047045668592,NA,0.0318181818181819,110
PstI.TP301133,1,12137712,0.995031206004771,NA,0.0181818181818182,110
PstI.TP181460,1,12172878,0.861140924572563,NA,0.140909090909091,110
PstI.TP308387,1,12249163,0.765210952250415,NA,0.354545454545454,110
PstI.TP419952,1,13194145,0.00385728739072858,NA,0.0454545454545454,110
PstI.TP770895,1,13263569,0.0120840044289174,NA,0.118181818181818,110
PstI.TP726878,1,13263594,0.939562493690428,NA,0.131818181818182,110
PstI.TP775845,1,13537099,0.505875934837783,NA,0.0272727272727273,110
NsiI.TP819777,1,14025316,0.993201207696351,NA,0.181818181818182,110
PstI.TP473065,1,14979768,0.776906900793801,NA,0.331818181818182,110
PstI.TP994295,1,15000089,0.345952105655257,NA,0.240909090909091,110
NsiI.TP258606,1,15160092,0.434444345551231,NA,0.140909090909091,110
PstI.TP745600,1,15174350,0.175119891296729,NA,0.0181818181818182,110
PstI.TP37494,1,15597809,0.516343903544216,NA,0.0136363636363637,110
PstI.TP364469,1,15807512,0.187200535879161,NA,0.104545454545454,110
PstI.TP548596,1,16432580,0.58204377933469,NA,0.0181818181818182,110
PstI.TP1150194,1,16733554,0.579054488547791,NA,0.0681818181818182,110
PstI.TP1062903,1,16796019,0.172964338549525,NA,0.0409090909090909,110
PstI.TP875497,1,17132096,0.484175411446925,NA,0.0181818181818182,110
PstI.TP270063,1,17132801,0.284124216636193,NA,0.0409090909090909,110
PstI.TP155582,1,17577155,0.0707393331190357,NA,0.05,110
PstI.TP311967,1,17610629,0.927074579877877,NA,0.0227272727272727,110
PstI.TP907404,1,18035898,0.278578173540126,NA,0.0181818181818182,110
PstI.TP353784,1,18167193,0.00614142353122907,NA,0.0636363636363636,110
PstI.TP510832,1,18167351,0.0827542272647643,NA,0.0636363636363636,110
NsiI.TP20060,1,18191763,0.382755116667478,NA,0.1,110
PstI.TP1183011,1,18308062,0.0800352093681121,NA,0.0136363636363636,110
PstI.TP460935,1,18308167,0.78243622562706,NA,0.0181818181818182,110
PstI.TP533117,1,18662889,0.767507734199759,NA,0.104545454545455,110
PstI.TP166501,1,18793961,0.00962545097122074,NA,0.15,110
PstI.TP298371,1,19099334,0.142660791027982,NA,0.104545454545455,110
PstI.TP458499,1,19100550,0.967130971895808,NA,0.204545454545455,110
PstI.TP579186,1,19637965,0.778324685940732,NA,0.468181818181818,110
PstI.TP574132,1,19943823,0.164275912826484,NA,0.0409090909090909,110
PstI.TP890955,1,20013544,0.67736722142328,NA,0.159090909090909,110
PstI.TP890977,1,20013575,0.872714113703786,NA,0.190909090909091,110
NsiI.TP352570,1,20251715,0.205614352013438,NA,0.0227272727272727,110
NsiI.TP440927,1,20252244,0.647423991960762,NA,0.0909090909090909,110
PstI.TP851166,1,21305923,0.0453577797417897,NA,0.0545454545454546,110
PstI.TP791712,1,21320307,0.680204655671309,NA,0.118181818181818,110
PstI.TP198890,1,21626192,0.952761201999029,NA,0.163636363636364,110
PstI.TP1074331,1,21885836,0.391784428722206,NA,0.15,110
PstI.TP761935,1,22258955,0.608504553977488,NA,0.0318181818181818,110
NsiI.TP304101,1,22335385,0.757592707110071,NA,0.0363636363636364,110
PstI.TP1133775,1,23057893,0.343833786022667,NA,0.113636363636364,110
PstI.TP1020277,1,23246220,0.00677401365929222,NA,0.0318181818181818,110
PstI.TP1256502,1,23777666,0.325774658351666,NA,0.0409090909090909,110
PstI.TP884909,1,23972025,0.375534627483546,NA,0.0863636363636364,110
PstI.TP399827,1,24803273,0.655784111711171,NA,0.00909090909090904,110
PstI.TP98839,1,25165051,0.617281095357549,NA,0.0318181818181819,110
PstI.TP543090,1,25480362,0.248658090789969,NA,0.0227272727272727,110
PstI.TP21552,1,26847368,0.150514138865407,NA,0.0136363636363637,110
PstI.TP757921,1,26848011,0.13293249476521,NA,0.404545454545455,110
PstI.TP288641,1,27158173,0.902418421799562,NA,0.05,110
PstI.TP176880,1,28241729,0.101108136208504,NA,0.0409090909090909,110
