SNP,Chromosome,Position,DF,t Value,std Error,effect
PstI.TP506588,1,   80675,115,1.02203433829321,0,0.420704024109687
PstI.TP863331,1,  161269,115,-0.154543422195272,0,-0.0351619706716519
PstI.TP424788,1,  263370,115,-1.44435485292603,0,-0.527130376513941
PstI.TP931820,1,  284314,115,-1.10803516801934,0,-0.464066455426669
NsiI.TP148773,1,  285352,115,-1.49610642825487,0,-0.275101356226555
PstI.TP1106845,1,  416796,115,-0.383883070496694,0,-0.195668976877147
PstI.TP425356,1,  569039,115,-0.967095763427889,0,-0.262906894797726
PstI.TP999740,1,  569491,115,0.545719995290915,0,0.116006916285106
PstI.TP1152021,1,  865447,115,0.566706779854038,0,0.198688202435365
PstI.TP716618,1,  918921,115,-0.269012589355728,0,-0.0990293341862361
PstI.TP354591,1, 1050082,115,2.12820372730666,0,0.331518116294858
PstI.TP856852,1, 1153760,115,0.74298136872242,0,0.16290116538179
PstI.TP775725,1, 1175417,115,-1.62498419891278,0,-0.402862376487328
PstI.TP929619,1, 1952038,115,-0.686249531752319,0,-0.254918838257785
PstI.TP417865,1, 2030761,115,2.9003592402923,0,0.551488651168548
PstI.TP885267,1, 2084430,115,-1.6056854572787,0,-0.53055291684093
PstI.TP1294018,1, 2280325,115,1.39493965359111,0,0.309640582486249
PstI.TP56795,1, 2315051,115,1.90166970017583,0,0.994542974482933
PstI.TP966432,1, 2596832,115,0.364223495442597,0,0.114715346490113
PstI.TP441536,1, 2816855,115,-1.13515589002932,0,-0.120882964500503
PstI.TP1085601,1, 2820903,115,-0.940960313004213,0,-0.266003224288509
PstI.TP525202,1, 2884119,115,0.116448188277907,0,0.0265799694679483
PstI.TP1268585,1, 2988383,115,1.84329077417693,0,0.410930705003727
PstI.TP59735,1, 3027630,115,-0.492042197654559,0,-0.234274340192158
PstI.TP849876,1, 3050119,115,1.16387066525988,0,0.198120421089065
PstI.TP209693,1, 3305106,115,1.02848607073382,0,0.278122030303272
PstI.TP626124,1, 3342723,115,1.55939901629172,0,0.545083565919689
PstI.TP1059573,1, 3357749,115,-1.33511647868529,0,-0.29329069215202
NsiI.TP504485,1, 3381640,115,1.00744789547388,0,0.346805590665183
PstI.TP1244443,1, 3397749,115,0.00601254394249661,0,0.00103424069326247
PstI.TP1199997,1, 3471828,115,0.161073225240874,0,0.0618066484370893
PstI.TP757375,1, 3471897,115,-0.600459518177222,0,-0.220139738740531
PstI.TP726521,1, 3535515,115,-0.970303941355263,0,-0.27796215872601
PstI.TP374511,1, 3576636,115,2.14425417395999,0,0.434634779107323
PstI.TP1267977,1, 3576713,115,-0.970070762626447,0,-0.195238797910629
PstI.TP1155202,1, 3620639,115,0.8142884129566,0,0.286634359212251
PstI.TP961085,1, 3705536,115,1.59144572187239,0,0.201701183607415
PstI.TP21889,1, 3705780,115,0.747175567597488,0,0.105712488448871
PstI.TP1053336,1, 3955998,115,-0.307104774208318,0,-0.0669059235733327
PstI.TP891020,1, 4033768,115,-0.169765226100377,0,-0.0375467954196352
PstI.TP1007615,1, 4064445,115,1.48451378578558,0,0.561319140510737
PstI.TP629254,1, 4276045,115,-2.10587099589914,0,-0.750014102939102
PstI.TP140451,1, 4460094,115,0.280006073757232,0,0.0442596660955653
PstI.TP403850,1, 4535788,115,0.264809014568317,0,0.100137621866381
NsiI.TP468762,1, 4620729,115,-0.75249647210661,0,-0.204284847427374
PstI.TP307588,1, 4762662,115,0.624677180198543,0,0.136024687888923
PstI.TP920636,1, 4777048,115,-1.76899979048065,0,-0.368605786851549
PstI.TP947391,1, 4891496,115,0.981526624631648,0,0.335308651486602
PstI.TP683907,1, 4900973,115,-1.48437525266899,0,-0.242138741586209
PstI.TP402429,1, 4990016,115,1.00168420036759,0,0.243348659537315
PstI.TP1126882,1, 5115206,115,-0.963888690668652,0,-0.32452060199081
PstI.TP684655,1, 5379329,115,-0.639205802006171,0,-0.083671397397735
NsiI.TP367540,1, 5460609,115,0.391844424428628,0,0.185144091684968
PstI.TP9547,1, 5534818,115,-0.11032914440347,0,-0.0179472431261337
PstI.TP476949,1, 5536792,115,-1.69298910558793,0,-0.187539637385781
PstI.TP291849,1, 5571398,115,0.225430375841646,0,0.037380759694849
PstI.TP677745,1, 5751851,115,3.41459771149457,0,0.509201524706405
PstI.TP739422,1, 5776555,115,-0.756893808154926,0,-0.436453846911109
PstI.TP705967,1, 5858828,115,-0.0502857845476433,0,-0.0126264219406653
PstI.TP1252197,1, 5912854,115,0.241956641674062,0,0.0503090216241079
PstI.TP116123,1, 5967108,115,-1.36556366753787,0,-0.350791719236304
PstI.TP804275,1, 5979740,115,1.38437305075438,0,0.446486164814152
PstI.TP523933,1, 6018181,115,-1.84876766848333,0,-0.230597520087303
PstI.TP722242,1, 6187691,115,-0.491287716310048,0,-0.225427711476101
NsiI.TP488601,1, 6409370,115,-0.213401402771334,0,-0.0278420768610317
PstI.TP1015835,1, 6514843,115,-1.03246903441288,0,-0.182026016921646
PstI.TP547229,1, 6574881,115,0.167556213809599,0,0.0426907266182726
PstI.TP1129801,1, 6608649,115,0.74904131748457,0,0.105401789980305
PstI.TP272307,1, 6679965,115,-1.41809925471316,0,-0.222583647304297
PstI.TP841428,1, 6731433,115,-0.122664191144562,0,-0.0727495239694282
PstI.TP1136661,1, 6752030,115,-0.470305358746106,0,-0.177360731072734
