SNP,Chromosome,Position,P.value,effect,maf,nobs
PstI.TP411848,11,3188,8.30890560179098e-05,NA,0.436,125
PstI.TP110898,10,9880843,0.000296777814786436,NA,0.052,125
PstI.TP755087,11,5210,0.000909151172395795,NA,0.016,125
PstI.TP15780,9,56211895,0.00122163279819469,NA,0.168,125
PstI.TP292777,7,64227793,0.00142074002834632,NA,0.052,125
PstI.TP457393,1,60097068,0.00169609060675821,NA,0.248,125
PstI.TP794569,2,3715278,0.00202941771753385,NA,0.0600000000000001,125
PstI.TP459121,1,78162835,0.00240656049195954,NA,0.068,125
PstI.TP777320,4,3534524,0.00270285093832982,NA,0.036,125
PstI.TP1000478,2,72314995,0.00278561494177718,NA,0.024,125
PstI.TP746826,5,1609271,0.00281026630117754,NA,0.028,125
PstI.TP790069,2,699673,0.00333166338156,NA,0.26,125
PstI.TP1204344,11,8498,0.00374634678926477,NA,0.232,125
PstI.TP476886,2,55394288,0.00382773181731742,NA,0.208,125
PstI.TP901855,6,42551665,0.00383078744027884,NA,0.052,125
NsiI.TP48486,11,9715,0.00401558227439586,NA,0.332,125
PstI.TP292268,5,3450082,0.00439794446198534,NA,0.088,125
NsiI.TP827851,4,12330408,0.00456110990735408,NA,0.056,125
PstI.TP775752,10,41350986,0.00494311819604767,NA,0.076,125
PstI.TP738082,10,6556740,0.00504247298128976,NA,0.012,125
PstI.TP437245,9,54288726,0.00506390903764828,NA,0.024,125
PstI.TP152056,5,64031521,0.00515599126560715,NA,0.076,125
PstI.TP339945,11,2686,0.00531575792341501,NA,0.064,125
PstI.TP401147,11,3119,0.00587801681425844,NA,0.096,125
PstI.TP326785,7,57293650,0.00616084094155064,NA,0.036,125
PstI.TP114052,3,56021734,0.00708632869007525,NA,0.028,125
PstI.TP1144768,1,78240904,0.00780163297673688,NA,0.056,125
PstI.TP997573,11,6931,0.0079997716155619,NA,0.024,125
PstI.TP161018,11,1326,0.00846639717357687,NA,0.016,125
PstI.TP4803,1,78818384,0.00875552569322668,NA,0.02,125
PstI.TP834480,2,59921999,0.00932604112689635,NA,0.012,125
PstI.TP451853,11,3460,0.00972610377344047,NA,0.268,125
PstI.TP1025634,2,71277610,0.00997165787546353,NA,0.068,125
PstI.TP393536,1,66632271,0.0100519422759066,NA,0.192,125
PstI.TP745600,1,15174350,0.0103202972349228,NA,0.016,125
PstI.TP212672,2,65281161,0.0104495903236399,NA,0.036,125
PstI.TP844985,2,58637331,0.0106271657704622,NA,0.096,125
PstI.TP1014210,11,7040,0.0107718738479341,NA,0.056,125
PstI.TP102149,11,838,0.0117302777217347,NA,0.024,125
PstI.TP31701,2,71261586,0.0124192177926673,NA,0.18,125
PstI.TP995394,9,50625938,0.0127097209608111,NA,0.496,125
PstI.TP156037,11,1285,0.012712636109228,NA,0.012,125
PstI.TP59966,7,7754399,0.0127310741415614,NA,0.024,125
PstI.TP704666,4,61217735,0.0128736765537898,NA,0.04,125
PstI.TP237468,4,5204815,0.013359114799351,NA,0.012,125
PstI.TP617554,7,3245920,0.0133991662091862,NA,0.108,125
PstI.TP387329,9,55961556,0.0139094132792814,NA,0.188,125
