SNP,Chromosome,Position,P.value,effect,maf,nobs
NsiI.TP383667,7,419094,0.000508224121023499,NA,0.101626016260163,123
PstI.TP220394,11,1803,0.000852204662873078,NA,0.0447154471544715,123
PstI.TP24110,4,52990968,0.000933114859091135,NA,0.0894308943089431,123
PstI.TP759023,6,46253378,0.00154020745722991,NA,0.495934959349593,123
PstI.TP55941,6,51146867,0.00173915284332773,NA,0.24390243902439,123
PstI.TP269152,3,390266,0.00209280414511322,NA,0.0365853658536585,123
PstI.TP1020277,1,23246220,0.0023428893697334,NA,0.0284552845528455,123
PstI.TP308053,1,8330660,0.00252239269205729,NA,0.101626016260163,123
PstI.TP1250222,11,8799,0.00264552779466317,NA,0.0487804878048781,123
PstI.TP548667,1,53141843,0.00299743863368611,NA,0.0121951219512195,123
PstI.TP105605,3,54845915,0.00314930106753223,NA,0.0772357723577236,123
PstI.TP523933,1,6018181,0.00349214397603847,NA,0.264227642276423,123
PstI.TP114052,3,56021734,0.00370670333931739,NA,0.0284552845528455,123
PstI.TP929497,2,60716322,0.00471753417948609,NA,0.105691056910569,123
PstI.TP834454,11,5776,0.00474751261844178,NA,0.0772357723577236,123
PstI.TP961110,1,65184135,0.00492004151151969,NA,0.142276422764228,123
PstI.TP243328,2,58674737,0.00646069264255878,NA,0.426829268292683,123
PstI.TP1032679,4,63918789,0.00675389359972363,NA,0.0487804878048781,123
NsiI.TP51476,6,53107093,0.00745470083315504,NA,0.016260162601626,123
PstI.TP31637,11,249,0.00754149383074857,NA,0.296747967479675,123
PstI.TP944343,8,51918904,0.00763510368450185,NA,0.101626016260163,123
PstI.TP773822,1,60097008,0.00777085186748951,NA,0.032520325203252,123
PstI.TP927424,1,73127829,0.00860331118363961,NA,0.024390243902439,123
PstI.TP82969,11,695,0.0105186506123514,NA,0.0853658536585366,123
PstI.TP39747,11,327,0.0105215436915961,NA,0.121951219512195,123
PstI.TP890801,2,72613106,0.0110332880975872,NA,0.0813008130081301,123
PstI.TP1019197,11,7072,0.01106799782277,NA,0.032520325203252,123
