SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP746826,5, 1609271,8.05468594342499e-07,0.028,125,0.536565357397761,0.64540146127999,-1.02082557326107
PstI.TP691334,3, 4847914,5.58379715525546e-06,0.02,125,0.536565357397761,0.627243369716408,-1.14963547495446
PstI.TP84880,1,63680478,8.41359681630004e-06,0.128,125,0.536565357397761,0.623488488182958,-0.612470816185795
PstI.TP977650,10, 3236503,1.18823954124457e-05,0.02,125,0.536565357397761,0.620351337422152,0.928789779941186
PstI.TP404112,4,61296221,2.50917175286223e-05,0.088,125,0.536565357397761,0.613635741107003,0.470341363997015
PstI.TP1191619,4,62207517,4.67793309500378e-05,0.012,125,0.536565357397761,0.608120768961188,1.14682026588494
PstI.TP624914,11,    4385,7.09003947787374e-05,0.036,125,0.536565357397761,0.604480813352972,-0.604722111840287
NsiI.TP95031,6,54950661,7.27171965731114e-05,0.024,125,0.536565357397761,0.604260415825026,-0.929342553269934
PstI.TP947391,1, 4891496,9.78128896959979e-05,0.036,125,0.536565357397761,0.601687304886224,0.728248690040497
PstI.TP694159,3,61030989,0.000101653897235153,0.076,125,0.536565357397761,0.601354283143466,0.588998294087861
PstI.TP826133,11,    5713,0.000131513716638937,0.024,125,0.536565357397761,0.599135163518155,0.678875171690318
NsiI.TP87403,11,   10095,0.00017069270055669,0.048,125,0.536565357397761,0.596901806717231,-0.585212761427254
PstI.TP478050,3,63462498,0.00020665559744245,0.0639999999999999,125,0.536565357397761,0.595272969082012,0.649007321566092
PstI.TP890801,2,72613106,0.000235029004602208,0.08,125,0.536565357397761,0.59418105775086,-0.434736832492596
PstI.TP683006,3,71138581,0.000241288011942797,0.016,125,0.536565357397761,0.59395840950839,-0.832288436583044
PstI.TP304860,1,74969305,0.000398881983989692,0.02,125,0.536565357397761,0.589727463341672,-1.30901468448174
PstI.TP62485,4,61781548,0.000421991614902448,0.024,125,0.536565357397761,0.589256740772511,0.694989963305416
PstI.TP460957,2,63153566,0.000656882776447916,0.108,125,0.536565357397761,0.58558132910023,0.407699016397865
PstI.TP483846,1,61901448,0.000798481142371158,0.032,125,0.536565357397761,0.583973442861492,-0.538968762449058
PstI.TP790103,1,70752961,0.000826586057100366,0.032,125,0.536565357397761,0.583689381363404,0.656813546136271
PstI.TP171713,4, 6902976,0.000862450467127196,0.068,125,0.536565357397761,0.583340957048022,-0.471473277563424
PstI.TP153239,11,    1266,0.000877643976376304,0.032,125,0.536565357397761,0.583197817587529,-0.602119617386033
PstI.TP30102,5,68699238,0.000927092330854511,0.012,125,0.536565357397761,0.582748984449778,-1.06205225423496
PstI.TP685814,8,51520152,0.00092912493126802,0.036,125,0.536565357397761,0.582731067622674,0.596562897182435
PstI.TP738082,10, 6556740,0.000942751355754851,0.012,125,0.536565357397761,0.582611963947742,-1.32737080865365
PstI.TP930653,9,56906789,0.000961006086599819,0.168,125,0.536565357397761,0.582455150035384,0.324722560231087
PstI.TP974726,1, 9504539,0.00100338044153277,0.076,125,0.536565357397761,0.582102636488866,0.360305140179481
PstI.TP407356,10,16885163,0.00101029012207511,0.024,125,0.536565357397761,0.582046601979902,0.567712611982083
PstI.TP664921,6,56510699,0.00123038751429001,0.024,125,0.536565357397761,0.580442065259396,-0.930907249987904
PstI.TP819138,3,57316499,0.00124417525222067,0.02,125,0.536565357397761,0.580351612299151,0.803398318976245
PstI.TP815324,8,60883297,0.00126744837506897,0.036,125,0.536565357397761,0.580201235212394,-0.55094121064417
PstI.TP1172225,6, 3890042,0.00127958615264466,0.052,125,0.536565357397761,0.580123927285667,0.537371887874532
PstI.TP851463,1,80479917,0.00134857042123681,0.02,125,0.536565357397761,0.57969841178164,-0.635772226304666
PstI.TP1136227,9,52020995,0.00137797848954619,0.068,125,0.536565357397761,0.579523780642734,0.396001464005571
PstI.TP460935,1,18308167,0.00144252005584897,0.016,125,0.536565357397761,0.579153577862016,-0.665462284763599
PstI.TP624488,11,    4383,0.00144579794303824,0.052,125,0.536565357397761,0.579135239516509,-0.470648330698373
PstI.TP990909,8,62111760,0.0014491438874814,0.168,125,0.536565357397761,0.579116558686382,0.259573383246946
PstI.TP133948,4, 3870704,0.00154289598170127,0.408,125,0.536565357397761,0.578610421971976,-0.410633964575152
PstI.TP374544,3,63699323,0.00170419862899045,0.016,125,0.536565357397761,0.577809479703784,-0.808336236303569
PstI.TP531549,10, 5158579,0.00171969698399849,0.02,125,0.536565357397761,0.577736680308999,-0.823903322531976
PstI.TP807213,1,57183105,0.0017856051325492,0.12,125,0.536565357397761,0.577434418186921,0.54343147000102
PstI.TP1104438,10,51975768,0.00180225889056678,0.012,125,0.536565357397761,0.577359865709931,-0.849791737660855
PstI.TP651659,6,56962308,0.00214019989744484,0.028,125,0.536565357397761,0.575983345510996,0.556863961427161
PstI.TP593877,9,55077360,0.00216529814275648,0.06,125,0.536565357397761,0.575890219114204,-0.408336089071721
PstI.TP619305,1,79505879,0.00225292223573461,0.136,125,0.536565357397761,0.575573595306284,0.308272165499927
PstI.TP1226733,11,    8645,0.00245432985946134,0.032,125,0.536565357397761,0.574891485048184,0.471866300059866
PstI.TP581769,1, 9144035,0.00257993080906194,0.04,125,0.536565357397761,0.574494725864439,0.506371841314621
PstI.TP939213,1,11990855,0.00274208439078283,0.032,125,0.536565357397761,0.574010984779016,-0.596783607428005
PstI.TP529090,11,    3947,0.00280636743033665,0.088,125,0.536565357397761,0.5738273324268,0.301807437345166
PstI.TP1144174,11,    8014,0.00288197465008543,0.012,125,0.536565357397761,0.573616784780813,-2.54920899484649
PstI.TP855227,6,49887106,0.00288197973264271,0.012,125,0.536565357397761,0.573616784780818,2.54920805088011
PstI.TP272889,7,63795481,0.00288197973264271,0.012,125,0.536565357397761,0.573616784780818,2.54920805088011
PstI.TP1123778,2,61958273,0.00301694845726945,0.096,125,0.536565357397761,0.573254744247194,-0.365308441605492
NsiI.TP430509,2,74026177,0.00313240132445872,0.012,125,0.536565357397761,0.572958074897044,1.29653745575885
NsiI.TP723406,3,59263477,0.00313240149753563,0.012,125,0.536565357397761,0.572958074897044,-1.29653744078438
NsiI.TP328854,3,71291896,0.00321085154300786,0.028,125,0.536565357397761,0.572762855481611,0.469336956296928
PstI.TP643379,3, 5147929,0.00328736487634888,0.072,125,0.536565357397761,0.572577145955236,0.370142242719026
PstI.TP490779,11,    3725,0.00348446814640664,0.064,125,0.536565357397761,0.572118567674833,0.49130222533676
PstI.TP640452,2,13526708,0.00367274834037341,0.02,125,0.536565357397761,0.571704870530787,0.564906434529297
NsiI.TP482264,1,66520178,0.00373488010746179,0.052,125,0.536565357397761,0.571573147132385,0.409306063476899
NsiI.TP769989,6,55440097,0.00417827587613389,0.064,125,0.536565357397761,0.570694136696385,0.542518913996752
PstI.TP538688,9,57046696,0.00422691867174042,0.04,125,0.536565357397761,0.570603630763125,-0.438311991842087
PstI.TP639375,5,  655773,0.00447576522354177,0.076,125,0.536565357397761,0.570156852997656,0.353492375570431
PstI.TP157488,3,14637148,0.00470431860260885,0.024,125,0.536565357397761,0.569768580191511,0.550358153201528
