SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP404112,4,61296221,2.29039248692195e-07,0.088,125,0.49790575639872,0.629004685154,0.561714311273034
NsiI.TP87403,11,   10095,9.75658740297627e-07,0.048,125,0.49790575639872,0.613839449158562,-0.687350810540767
PstI.TP947391,1, 4891496,2.34570369220824e-06,0.036,125,0.49790575639872,0.604866342442768,0.906303669177525
NsiI.TP95031,6,54950661,3.50937298671274e-06,0.024,125,0.49790575639872,0.600797773138005,-1.11917590792167
PstI.TP890801,2,72613106,4.08007550966104e-06,0.08,125,0.49790575639872,0.599284460928354,-0.513869919484012
PstI.TP478050,3,63462498,4.25535980125729e-06,0.0639999999999999,125,0.49790575639872,0.598862821388484,0.795321960888324
PstI.TP819138,3,57316499,6.24085646925732e-06,0.02,125,0.49790575639872,0.595040841032807,1.08154975515146
PstI.TP977650,10, 3236503,1.00645635348137e-05,0.02,125,0.49790575639872,0.590312880498765,0.914245367053706
PstI.TP460957,2,63153566,1.0519005225506e-05,0.108,125,0.49790575639872,0.589878321003314,0.512630924783363
PstI.TP407356,10,16885163,1.12283296043298e-05,0.024,125,0.49790575639872,0.589236933411102,0.794123932845477
PstI.TP691334,3, 4847914,1.14463079921761e-05,0.02,125,0.49790575639872,0.589048120163041,-1.05730264599164
PstI.TP807213,1,57183105,1.26081709510829e-05,0.12,125,0.49790575639872,0.588099879510141,0.711415558791925
PstI.TP593877,9,55077360,1.3793481412237e-05,0.06,125,0.49790575639872,0.587220313279629,-0.5770528791176
PstI.TP84880,1,63680478,1.49015336090058e-05,0.128,125,0.49790575639872,0.5864652470612,-0.565792791963107
PstI.TP738082,10, 6556740,2.55290233565695e-05,0.012,125,0.49790575639872,0.581238512516417,-1.53604506283206
PstI.TP483846,1,61901448,2.76107403308098e-05,0.032,125,0.49790575639872,0.5804824392911,-0.656885887284544
PstI.TP939213,1,11990855,3.51537515343734e-05,0.032,125,0.49790575639872,0.578160885901729,-0.799664243005002
PstI.TP1172225,6, 3890042,3.70742548981768e-05,0.052,125,0.49790575639872,0.57765123829677,0.6990030745363
PstI.TP790103,1,70752961,3.88885108110295e-05,0.032,125,0.49790575639872,0.577193979903024,0.850271174671879
PstI.TP62485,4,61781548,4.22532449582146e-05,0.024,125,0.49790575639872,0.576400898747964,0.818103742410791
PstI.TP664921,6,56510699,6.14270408840441e-05,0.024,125,0.49790575639872,0.572842783997044,-1.15429733794499
PstI.TP683006,3,71138581,6.15401628334812e-05,0.016,125,0.49790575639872,0.572825360638484,-0.867112737979238
PstI.TP993272,2,58286678,6.26581156084215e-05,0.452,125,0.49790575639872,0.572654910323907,1.09521340298111
PstI.TP133948,4, 3870704,6.64245851280429e-05,0.408,125,0.49790575639872,0.572102708107091,-0.519004854316715
NsiI.TP769989,6,55440097,7.4471194571415e-05,0.064,125,0.49790575639872,0.571023121718213,0.729611470787424
PstI.TP304860,1,74969305,7.57787542063365e-05,0.02,125,0.49790575639872,0.570859030368615,-1.4443008064322
PstI.TP694159,3,61030989,8.69181853522055e-05,0.076,125,0.49790575639872,0.569568302221761,0.571223074172295
PstI.TP624488,11,    4383,0.000107617540078591,0.052,125,0.49790575639872,0.56756591737455,-0.583611359160421
PstI.TP826133,11,    5713,0.000110103006765963,0.024,125,0.49790575639872,0.567352467007045,0.655267134918986
NsiI.TP328854,3,71291896,0.000121743735784786,0.028,125,0.49790575639872,0.566414260742953,0.611922214794574
PstI.TP401430,10,  261208,0.000134427684312758,0.056,125,0.49790575639872,0.565491196525863,-0.796019155404238
PstI.TP460935,1,18308167,0.000157378053979432,0.016,125,0.49790575639872,0.564027503250823,-0.778519180402189
PstI.TP30102,5,68699238,0.000183154104439868,0.012,125,0.49790575639872,0.562624138368737,-1.18980330721684
PstI.TP856013,11,    5962,0.000213778596148144,0.056,125,0.49790575639872,0.561198790000911,0.66686345257261
PstI.TP746826,5, 1609271,0.000228358861079767,0.028,125,0.49790575639872,0.560592156976323,-0.77073796461017
PstI.TP490779,11,    3725,0.000230103752974469,0.064,125,0.49790575639872,0.560522230233028,0.576808654971577
PstI.TP974726,1, 9504539,0.000236469738344885,0.076,125,0.49790575639872,0.56027163853158,0.392245431400647
PstI.TP1014210,11,    7040,0.000251110779403075,0.056,125,0.49790575639872,0.559720586456014,-0.534007975208237
PstI.TP755087,11,    5210,0.000258873078579356,0.016,125,0.49790575639872,0.559441635215571,1.09228625398566
PstI.TP706276,6,52495459,0.000277457596903645,0.02,125,0.49790575639872,0.55880714175453,-0.906379339089734
PstI.TP1193013,6,60825902,0.000313936839347405,0.1,125,0.49790575639872,0.557679341825777,0.659578726586275
PstI.TP1007615,1, 4064445,0.000373603042770979,0.016,125,0.49790575639872,0.556096478983036,0.739897685108889
PstI.TP479153,6,59457053,0.000387698648464119,0.04,125,0.49790575639872,0.555760466580833,0.622497422509076
PstI.TP930653,9,56906789,0.000398299196042991,0.168,125,0.49790575639872,0.555515918645649,0.334109735504705
PstI.TP25299,5,63419016,0.000424782186051544,0.032,125,0.49790575639872,0.55493300182162,0.580140485810546
PstI.TP685814,8,51520152,0.00044232076267003,0.036,125,0.49790575639872,0.554567119652556,0.610348159183451
PstI.TP944548,7, 8285238,0.00046827620095197,0.048,125,0.49790575639872,0.55405207852657,0.5421079765513
PstI.TP978043,1,75183592,0.000491786914602985,0.04,125,0.49790575639872,0.5536102138572,-0.629816562492884
PstI.TP405184,1,75082559,0.000509339638418854,0.036,125,0.49790575639872,0.553294226180203,0.593639487571916
PstI.TP166481,3, 1960833,0.000540140367109286,0.052,125,0.49790575639872,0.552765830555623,-0.437392553669104
PstI.TP153239,11,    1266,0.000544379119200192,0.032,125,0.49790575639872,0.552695542958646,-0.62465603541774
PstI.TP374544,3,63699323,0.000553345309636155,0.016,125,0.49790575639872,0.552548696050807,-0.900481270358447
PstI.TP171713,4, 6902976,0.000575342494494786,0.068,125,0.49790575639872,0.55219852657396,-0.468135229398166
PstI.TP831969,4,52358433,0.000598383980786648,0.032,125,0.49790575639872,0.551846164715487,-0.739983147798433
PstI.TP990909,8,62111760,0.00061603148655894,0.168,125,0.49790575639872,0.551585579280207,0.274913551666287
PstI.TP781181,4,64170054,0.000638620313505498,0.236,125,0.49790575639872,0.551262988366692,0.288571777349773
PstI.TP250354,10, 6510934,0.000645993586868873,0.048,125,0.49790575639872,0.551160220485531,0.702160430971858
PstI.TP624914,11,    4385,0.000669540858297545,0.036,125,0.49790575639872,0.55083990320904,-0.522523052776259
PstI.TP548709,2,61335066,0.00070740410755488,0.064,125,0.49790575639872,0.550348330881568,0.368860632552307
NsiI.TP501821,5,53570195,0.000724605861161686,0.052,125,0.49790575639872,0.550133858799531,-0.440742370926745
PstI.TP815324,8,60883297,0.000725004831764305,0.036,125,0.49790575639872,0.550128946654439,-0.580879745822021
PstI.TP956432,11,    6670,0.000830439151865251,0.384,125,0.49790575639872,0.548919497015247,-0.239954325800573
PstI.TP847369,7, 8209705,0.000831923355514661,0.0600000000000001,125,0.49790575639872,0.548903620247193,0.463211286314636
PstI.TP386967,11,    3022,0.000834300598711169,0.068,125,0.49790575639872,0.54887825099815,0.491927306285189
PstI.TP226270,6,52350990,0.000851547449002722,0.012,125,0.49790575639872,0.548696390925704,1.25974455268709
PstI.TP205616,3,67708245,0.000855705245771603,0.04,125,0.49790575639872,0.548653114740626,-0.469613369569703
PstI.TP855227,6,49887106,0.000858060248039088,0.012,125,0.49790575639872,0.548628698530977,2.71945138144607
PstI.TP272889,7,63795481,0.000858060248039088,0.012,125,0.49790575639872,0.548628698530977,2.71945138144607
PstI.TP1144174,11,    8014,0.000858060248054382,0.012,125,0.49790575639872,0.548628698530977,-2.71945138144089
PstI.TP507771,7,60945817,0.000875337585168566,0.028,125,0.49790575639872,0.548451647665967,-0.639773275421376
NsiI.TP430509,2,74026177,0.000884430064531071,0.012,125,0.49790575639872,0.548359907747474,1.43282174972321
NsiI.TP723406,3,59263477,0.000884430064535451,0.012,125,0.49790575639872,0.548359907747476,-1.43282174972257
PstI.TP639375,5,  655773,0.0010623573976019,0.076,125,0.49790575639872,0.546736899494971,0.4000271938397
PstI.TP1149784,4, 2961156,0.00107338860602995,0.024,125,0.49790575639872,0.546645676082549,-0.598535085548565
PstI.TP278923,10,21876858,0.00107395471482828,0.036,125,0.49790575639872,0.546641020627141,0.572472859563584
PstI.TP117569,4,64900260,0.00107643268603709,0.096,125,0.49790575639872,0.546620672400315,-0.39593977551162
NsiI.TP425376,3,65120217,0.00120342020211957,0.012,125,0.49790575639872,0.545637647324514,-0.931808447877633
PstI.TP273553,5,52197136,0.0014518404917815,0.096,125,0.49790575639872,0.543990291736453,-0.339018251622388
PstI.TP249196,8,60970122,0.00145445735755232,0.08,125,0.49790575639872,0.543974526289302,0.455215112631856
PstI.TP146435,9, 1542296,0.00153782473075541,0.02,125,0.49790575639872,0.543486984387253,-0.764499415011886
PstI.TP843092,5,14746414,0.00157901205636116,0.04,125,0.49790575639872,0.543256061864918,0.566875770515494
PstI.TP190927,3, 3236781,0.00160624239386905,0.216,125,0.49790575639872,0.543106769616589,-0.276503117576491
NsiI.TP424155,11,   13899,0.00165676871141621,0.06,125,0.49790575639872,0.542836530387259,0.424804738922842
PstI.TP538688,9,57046696,0.00165816086438355,0.04,125,0.49790575639872,0.542829205075545,-0.480130828855707
PstI.TP1082413,11,    7556,0.00182522227777543,0.024,125,0.49790575639872,0.541993205039871,-0.673490695019112
PstI.TP309238,1,27158767,0.00187995949099192,0.012,125,0.49790575639872,0.541736342855825,-1.15770847510662
PstI.TP214151,5, 4095852,0.00189077539289109,0.024,125,0.49790575639872,0.541686499596415,-0.661359842395007
PstI.TP552710,11,    4086,0.00201553303202488,0.02,125,0.49790575639872,0.541131915917985,0.784172228605729
PstI.TP1191619,4,62207517,0.00204115359017031,0.012,125,0.49790575639872,0.541022408043885,0.959031704864469
