SNP,Chromosome,Position,P.value,effect,SNP,maf,nobs
NsiI.TP436966,3,208286,8.83830425377487e-07,0.026755241489456,NsiI.TP436966,0.0991379310344828,116
PstI.TP256804,4,2309598,3.09968591203108e-05,-0.0190597268514056,PstI.TP256804,0.0646551724137931,116
PstI.TP457393,1,60097068,0.000180192316064656,-0.0125211500269108,PstI.TP457393,0.202586206896552,116
NsiI.TP551839,11,15945,0.000289531849037294,-0.0121720759517119,NsiI.TP551839,0.314655172413793,116
PstI.TP1266699,9,13714262,0.000547311734422419,0.0200090334475525,PstI.TP1266699,0.0603448275862069,116
PstI.TP506408,2,7240618,0.00141899021642889,0.0420531265804572,PstI.TP506408,0.0129310344827587,116
PstI.TP1104589,9,56629291,0.00196762086694634,-0.00792055411063554,PstI.TP1104589,0.241379310344828,116
PstI.TP778226,4,7580398,0.00228011362192753,-0.0299299509066849,PstI.TP778226,0.0775862068965517,116
PstI.TP360841,2,2832783,0.00229626954187908,0.0101877744383276,PstI.TP360841,0.400862068965517,116
PstI.TP929366,11,6505,0.00251156602979409,0.0101299175272053,PstI.TP929366,0.241379310344828,116
PstI.TP245404,1,79960134,0.00273652921326554,-0.0115918095487489,PstI.TP245404,0.155172413793103,116
PstI.TP548709,2,61335066,0.00329928121679901,0.0150731977079463,PstI.TP548709,0.0603448275862069,116
NsiI.TP615647,2,68626980,0.0041901262218572,0.00778833126743911,NsiI.TP615647,0.439655172413793,116
PstI.TP1267977,1,3576713,0.00504450952086084,0.0151870990783168,PstI.TP1267977,0.116379310344828,116
PstI.TP933601,10,1659429,0.00540446302851412,0.0187647222825806,PstI.TP933601,0.0818965517241379,116
PstI.TP838226,7,56380657,0.00615903822572355,0.021528596927348,PstI.TP838226,0.0431034482758621,116
PstI.TP774443,11,5346,0.00706656694129537,0.00868859024001879,PstI.TP774443,0.387931034482759,116
PstI.TP814682,10,53107040,0.0089029211333548,0.0204295370900428,PstI.TP814682,0.0474137931034483,116
NsiI.TP388907,2,71256645,0.00965681418716173,-0.00795333414991788,NsiI.TP388907,0.275862068965517,116
PstI.TP707030,4,55665489,0.0127756138519729,-0.0137823887935593,PstI.TP707030,0.107758620689655,116
PstI.TP533375,11,3989,0.0132666808259062,-0.0128227308280916,PstI.TP533375,0.0905172413793103,116
PstI.TP217258,3,3992070,0.013376481260219,0.0167910909656191,PstI.TP217258,0.0474137931034483,116
PstI.TP585913,8,55579533,0.0134305866974567,-0.0133122660273008,PstI.TP585913,0.15948275862069,116
NsiI.TP752278,11,18344,0.0137160874353217,0.0111285551836201,NsiI.TP752278,0.133620689655172,116
PstI.TP437672,11,3353,0.0143764449948247,0.0121495246113349,PstI.TP437672,0.0732758620689655,116
PstI.TP357318,6,48450955,0.0148825485288202,-0.0159828417160085,PstI.TP357318,0.0431034482758621,116
PstI.TP1080476,11,7547,0.0154011738909765,-0.0292806388804921,PstI.TP1080476,0.021551724137931,116
PstI.TP940228,4,67759601,0.0159244752297077,-0.015275402629318,PstI.TP940228,0.0646551724137931,116
PstI.TP901855,6,42551665,0.0163338732000253,-0.0176483446433725,PstI.TP901855,0.0560344827586207,116
PstI.TP8376,4,59384691,0.0169460803888519,0.00978555211843518,PstI.TP8376,0.193965517241379,116
PstI.TP787540,11,5445,0.0170141452604738,0.0107651467257672,PstI.TP787540,0.120689655172414,116
PstI.TP822493,7,8114551,0.0172125514817146,-0.0143436875231695,PstI.TP822493,0.0905172413793104,116
PstI.TP148299,4,61873463,0.0172735566795873,0.0148100561872648,PstI.TP148299,0.0732758620689655,116
PstI.TP292987,8,16103762,0.0173635011340655,-0.0272840305042123,PstI.TP292987,0.0172413793103448,116
