SNP,Chromosome,Position,P.value,effect,SNP,maf,nobs
PstI.TP651320,5,35481232,6.59448525652814e-07,-1.06311871435011,PstI.TP651320,0.25,116
PstI.TP209642,2,67215455,3.90046717913741e-06,1.76875718494422,PstI.TP209642,0.0258620689655172,116
NsiI.TP648509,10,41353679,1.17799308643511e-05,-1.1907846585785,NsiI.TP648509,0.0560344827586207,116
NsiI.TP401041,6,59883335,2.92635408704179e-05,-1.11438467106107,NsiI.TP401041,0.0905172413793103,116
PstI.TP347563,6,51192256,0.000142451391480256,-0.464444104408091,PstI.TP347563,0.318965517241379,116
PstI.TP856852,1,1153760,0.00029126958057032,0.787716992504554,PstI.TP856852,0.185344827586207,116
PstI.TP1193013,6,60825902,0.000443368088384573,1.14557840156398,PstI.TP1193013,0.103448275862069,116
NsiI.TP179941,8,55948810,0.000991067458142162,0.977742746435063,NsiI.TP179941,0.0517241379310345,116
PstI.TP622738,11,4375,0.00184630337068187,-1.68034678330786,PstI.TP622738,0.0129310344827587,116
PstI.TP971832,4,66161848,0.00198526113034163,0.442660732058087,PstI.TP971832,0.400862068965517,116
PstI.TP774033,7,64851531,0.00205693430799957,0.966065326031924,PstI.TP774033,0.0775862068965517,116
PstI.TP1071296,11,7466,0.0038495632180412,0.55223516515294,PstI.TP1071296,0.129310344827586,116
PstI.TP76191,2,58722393,0.00719059085528189,-0.997009787138128,PstI.TP76191,0.0474137931034483,116
PstI.TP745827,1,9270379,0.00805554587360511,-0.809469586265567,PstI.TP745827,0.0818965517241379,116
PstI.TP925435,3,59813964,0.00951225919950922,1.64218951175142,PstI.TP925435,0.0129310344827586,116
PstI.TP130255,1,78156903,0.0115131240640699,-0.413197608224747,PstI.TP130255,0.461206896551724,116
PstI.TP522065,8,58295434,0.0119404308763455,-1.21008833707326,PstI.TP522065,0.0258620689655172,116
PstI.TP820370,1,68065605,0.0136072487850698,1.05971429017954,PstI.TP820370,0.0301724137931034,116
PstI.TP966761,8,4674732,0.0160616183987569,-1.48457607863335,PstI.TP966761,0.0172413793103449,116
PstI.TP837802,1,78565577,0.0165138650793007,0.675398470584114,PstI.TP837802,0.116379310344828,116
PstI.TP337951,4,40615943,0.0165894424697155,-0.419778451853791,PstI.TP337951,0.353448275862069,116
PstI.TP411848,11,3188,0.0166343557078993,-0.338226817456597,PstI.TP411848,0.461206896551724,116
PstI.TP957163,9,44644697,0.0174420626787759,0.665732736454324,PstI.TP957163,0.0862068965517241,116
