SNP,Chromosome,Position,P.value,maf,effect
PstI.TP629259,1, 4276027,0.00903199720176956,NA,-0.0167525989688674
PstI.TP947391,1, 4891496,0.00184183456025478,NA,0.0475477728052292
PstI.TP770895,1,13263569,0.00380463179098775,NA,0.02782930066761
PstI.TP457393,1,60097068,0.00274610212223022,NA,-0.0192243933391644
PstI.TP360841,2, 2832783,0.00198557680021553,NA,0.0222945161507681
PstI.TP548709,2,61335066,0.000776015119576614,NA,0.0346538410230629
PstI.TP641744,2,61738293,0.0075684682625627,NA,-0.0169165396602004
PstI.TP96410,3, 4423816,0.00202871230042629,NA,0.0215973756365759
PstI.TP325958,3,54129415,0.00859858064873059,NA,-0.0157079213880155
PstI.TP819138,3,57316499,0.00970943499033157,NA,0.0567018200971043
PstI.TP985838,3,58380810,0.00306080570004436,NA,-0.0337103585146519
PstI.TP1022061,3,61377198,0.00440938458544738,NA,0.0226338896773487
PstI.TP770204,3,67523376,0.00786477270704376,NA,-0.0318134091787623
PstI.TP708955,4, 2043677,0.00591637051427187,NA,0.0265152726562638
PstI.TP1059365,4, 3535002,0.00272679598326509,NA,0.0646000050697502
PstI.TP152056,5,64031521,0.00601156636153895,NA,0.0372972769638268
NsiI.TP95031,6,54950661,0.00300439425781365,NA,-0.0587230963533774
PstI.TP532426,7,64966356,0.0055449258754589,NA,0.0152821132637296
PstI.TP1118313,8, 3139823,0.00720395056565516,NA,-0.0171700548512368
PstI.TP809778,10, 8543510,0.00766034432827247,NA,0.0496975061100737
PstI.TP9218,11,      63,0.0085599763171894,NA,0.0250521103436689
PstI.TP112609,11,     932,0.00519789271270768,NA,0.0225121983117711
PstI.TP490779,11,    3725,0.00106362476984238,NA,0.0393266411179251
PstI.TP521411,11,    3897,0.0064929028349229,NA,-0.0365970792055503
PstI.TP552710,11,    4086,0.00779723381263936,NA,0.0581551416728698
PstI.TP938416,11,    6563,0.0027059957475831,NA,-0.0353975090922444
PstI.TP1071296,11,    7466,0.00085218907165317,NA,0.0265105002365397
PstI.TP1124649,11,    7892,0.00308080521995123,NA,-0.0313372627326055
PstI.TP1159423,11,    8140,0.000773213890666404,NA,0.021995594333776
NsiI.TP66747,11,    9923,0.00410956756241157,NA,0.0449913360297954
NsiI.TP469220,11,   14746,0.00837830522817992,NA,-0.040533524142302
NsiI.TP560012,11,   16067,0.00137209891898296,NA,-0.0206657073059173
