SNP,Chromosome,Position,P.value,effect,maf,nobs
NsiI.TP436966,3,208286,0.000116123331528506,NA,0.0991379310344828,116
PstI.TP1159423,11,8140,0.00100294089540714,NA,0.400862068965517,116
PstI.TP457393,1,60097068,0.00108321554201784,NA,0.202586206896552,116
NsiI.TP66747,11,9923,0.00195736936948994,NA,0.0431034482758621,116
NsiI.TP179941,8,55948810,0.00234463650262765,NA,0.0517241379310345,116
PstI.TP532669,4,3498516,0.00293373182849564,NA,0.469827586206897,116
PstI.TP532426,7,64966356,0.00329633916368951,NA,0.469827586206897,116
PstI.TP360841,2,2832783,0.00470175953672682,NA,0.400862068965517,116
PstI.TP365645,1,61353360,0.00475688649734703,NA,0.112068965517241,116
PstI.TP325958,3,54129415,0.00483451186343935,NA,0.293103448275862,116
NsiI.TP529124,3,63127607,0.00525525511303299,NA,0.133620689655172,116
PstI.TP288641,1,27158173,0.0052834209803624,NA,0.0517241379310345,116
PstI.TP576366,2,375350,0.0059192969102404,NA,0.0431034482758621,116
PstI.TP582448,11,4183,0.00614165743452729,NA,0.0431034482758621,116
PstI.TP85647,10,60886778,0.00669614565293232,NA,0.0560344827586207,116
PstI.TP708955,4,2043677,0.00675931202616398,NA,0.0991379310344828,116
PstI.TP504809,4,5155593,0.00735414394267099,NA,0.422413793103448,116
PstI.TP1100905,3,73743770,0.00764471735788052,NA,0.0775862068965517,116
PstI.TP1071296,11,7466,0.007800329338922,NA,0.129310344827586,116
PstI.TP838226,7,56380657,0.00842142659340198,NA,0.0431034482758621,116
PstI.TP772632,2,65920887,0.00849576163512997,NA,0.181034482758621,116
PstI.TP629259,1,4276027,0.00857531023793033,NA,0.375,116
PstI.TP935651,4,66370793,0.0086304549273491,NA,0.206896551724138,116
NsiI.TP388907,2,71256645,0.00968900995064868,NA,0.275862068965517,116
PstI.TP568461,3,74315454,0.0102018073917489,NA,0.0258620689655172,116
PstI.TP1107519,9,3315165,0.0102988124302728,NA,0.0431034482758621,116
PstI.TP548709,2,61335066,0.0111279053053858,NA,0.0603448275862069,116
PstI.TP972096,2,3042190,0.0128959737729188,NA,0.0258620689655172,116
PstI.TP444076,11,3404,0.0130850093327838,NA,0.176724137931034,116
PstI.TP476949,1,5536792,0.0132950516959321,NA,0.487068965517241,116
PstI.TP731882,3,19716780,0.013865180815477,NA,0.0646551724137931,116
PstI.TP850689,6,49449385,0.0143908172979304,NA,0.0258620689655172,116
PstI.TP720017,11,4972,0.0145380739382196,NA,0.0344827586206896,116
PstI.TP819138,3,57316499,0.0145886033207915,NA,0.021551724137931,116
PstI.TP719659,10,54993631,0.0148525529725607,NA,0.426724137931034,116
PstI.TP245404,1,79960134,0.0148631847113236,NA,0.155172413793103,116
PstI.TP201653,11,1648,0.0160277887817802,NA,0.0258620689655172,116
PstI.TP308061,1,60402946,0.0162071589555407,NA,0.0387931034482759,116
PstI.TP770895,1,13263569,0.0166282921560084,NA,0.129310344827586,116
PstI.TP527171,11,3934,0.0168632732260601,NA,0.0172413793103448,116
PstI.TP831544,10,5137704,0.0178714313912562,NA,0.185344827586207,116
PstI.TP865711,11,6040,0.0186143474375258,NA,0.474137931034483,116
PstI.TP919648,11,6431,0.0187451797466645,NA,0.0129310344827586,116
NsiI.TP560012,11,16067,0.0187691749882664,NA,0.28448275862069,116
NsiI.TP57283,6,49505312,0.0187741815016453,NA,0.125,116
NsiI.TP663012,9,52480175,0.0188704552429915,NA,0.318965517241379,116
NsiI.TP301361,10,8099842,0.019000402467155,NA,0.172413793103448,116
PstI.TP1124649,11,7892,0.0194915681123716,NA,0.0818965517241379,116
PstI.TP938416,11,6563,0.0198149551326067,NA,0.0474137931034483,116
PstI.TP690712,11,4775,0.0199082889403026,NA,0.0172413793103448,116
PstI.TP450060,7,8209747,0.0209169163428985,NA,0.0991379310344828,116
PstI.TP679208,7,2374884,0.0212878745924091,NA,0.0603448275862069,116
NsiI.TP752278,11,18344,0.0213539864864153,NA,0.133620689655172,116
NsiI.TP425376,3,65120217,0.021750913081018,NA,0.0129310344827587,116
PstI.TP1015835,1,6514843,0.0220053952083871,NA,0.198275862068966,116
PstI.TP1019197,11,7072,0.022108318558092,NA,0.0344827586206897,116
PstI.TP490779,11,3725,0.0221174161507743,NA,0.0646551724137931,116
NsiI.TP45036,3,389776,0.0221687141911764,NA,0.0431034482758621,116
NsiI.TP533643,3,471619,0.0221687141911767,NA,0.0431034482758621,116
PstI.TP248632,4,6371322,0.0223930678656494,NA,0.0732758620689655,116
PstI.TP308053,1,8330660,0.022655924939781,NA,0.107758620689655,116
PstI.TP1250222,11,8799,0.0227095174470755,NA,0.0474137931034483,116
PstI.TP269566,3,63644939,0.0229054200565934,NA,0.297413793103448,116
PstI.TP112609,11,932,0.0236310654648248,NA,0.155172413793103,116
PstI.TP639463,6,60717357,0.0242659342338794,NA,0.172413793103448,116
PstI.TP947391,1,4891496,0.0243497751643533,NA,0.0344827586206897,116
PstI.TP1268585,1,2988383,0.024510578601309,NA,0.379310344827586,116
PstI.TP419952,1,13194145,0.0246601490466371,NA,0.0431034482758621,116
PstI.TP1045605,6,49825862,0.0248253256211945,NA,0.310344827586207,116
PstI.TP897375,11,6255,0.0251281373069739,NA,0.0646551724137931,116
PstI.TP942201,6,51864974,0.0261516915316986,NA,0.103448275862069,116
PstI.TP770204,3,67523376,0.0265648812110074,NA,0.0474137931034483,116
NsiI.TP457503,11,14566,0.0266856224422207,NA,0.0431034482758621,116
PstI.TP1066472,2,73495691,0.0268617165499317,NA,0.0862068965517241,116
PstI.TP350262,8,2905616,0.0274662933469056,NA,0.478448275862069,116
PstI.TP541575,2,74276308,0.0276537696931581,NA,0.0991379310344828,116
PstI.TP809778,10,8543510,0.0282103628633308,NA,0.0301724137931034,116
NsiI.TP622507,11,16837,0.0286033326473396,NA,0.0689655172413793,116
PstI.TP1036003,3,59881138,0.0288743627221878,NA,0.0172413793103448,116
PstI.TP634696,2,61336578,0.0291818369906879,NA,0.0129310344827586,116
PstI.TP437672,11,3353,0.0298544022350972,NA,0.0732758620689655,116
PstI.TP1114725,2,64759859,0.0299556144128379,NA,0.0517241379310345,116
PstI.TP683907,1,4900973,0.0299793077459227,NA,0.176724137931034,116
PstI.TP569914,5,1262747,0.030457131320593,NA,0.271551724137931,116
PstI.TP856013,11,5962,0.0305170356390806,NA,0.0517241379310345,116
PstI.TP217258,3,3992070,0.0308446460552276,NA,0.0474137931034483,116
PstI.TP762971,11,5268,0.0309799779593793,NA,0.0689655172413793,116
PstI.TP1255816,11,8839,0.0312283642816399,NA,0.0387931034482759,116
PstI.TP487081,3,2424586,0.0317044155691925,NA,0.137931034482759,116
PstI.TP41440,3,59899767,0.0318262902130121,NA,0.0732758620689655,116
PstI.TP460935,1,18308167,0.0321243020014564,NA,0.0172413793103449,116
PstI.TP1175461,11,8280,0.0328553248016252,NA,0.254310344827586,116
PstI.TP738881,2,57512325,0.0328880329591074,NA,0.211206896551724,116
PstI.TP716101,6,47677795,0.0332726441022644,NA,0.219827586206897,116
NsiI.TP346008,4,67938088,0.0333558671959589,NA,0.107758620689655,116
PstI.TP1199327,11,8475,0.0335165528707445,NA,0.155172413793103,116
PstI.TP301480,11,2383,0.0335404986940052,NA,0.0905172413793104,116
PstI.TP513843,3,2577255,0.0344991518821257,NA,0.318965517241379,116
PstI.TP243328,2,58674737,0.0351527903593261,NA,0.40948275862069,116
PstI.TP256804,4,2309598,0.0353093335334083,NA,0.0646551724137931,116
PstI.TP9255,11,64,0.035969488081822,NA,0.107758620689655,116
PstI.TP692299,11,4794,0.0361333810215643,NA,0.0474137931034483,116
PstI.TP352846,1,71717994,0.0364929465652965,NA,0.280172413793103,116
PstI.TP246329,3,29389536,0.0370390262591288,NA,0.0129310344827587,116
PstI.TP1231486,2,73904492,0.037487930201295,NA,0.258620689655172,116
PstI.TP692748,11,4800,0.0376346296474211,NA,0.0603448275862069,116
NsiI.TP727404,10,60764600,0.037669122465269,NA,0.0991379310344828,116
PstI.TP1234552,10,60231357,0.0383359003956387,NA,0.241379310344828,116
PstI.TP1059365,4,3535002,0.0386389044301534,NA,0.021551724137931,116
PstI.TP721827,2,58288607,0.0393058861877894,NA,0.181034482758621,116
NsiI.TP501821,5,53570195,0.0393767914627279,NA,0.0517241379310345,116
PstI.TP65497,11,546,0.0399779450017026,NA,0.0301724137931034,116
PstI.TP998803,9,51615898,0.0406753031490137,NA,0.0646551724137931,116
PstI.TP94114,1,68081418,0.0407581816619446,NA,0.0258620689655172,116
PstI.TP249296,2,57415075,0.0415176531306421,NA,0.137931034482759,116
PstI.TP172804,1,79485436,0.0417205180024859,NA,0.0818965517241379,116
PstI.TP350552,11,2761,0.0419372361298765,NA,0.0560344827586207,116
PstI.TP1105986,6,45582438,0.0420986469025715,NA,0.129310344827586,116
PstI.TP166492,6,2200069,0.0421769038864737,NA,0.125,116
PstI.TP394317,11,3076,0.0427264858140146,NA,0.0344827586206896,116
PstI.TP875866,4,64992383,0.0432945676996985,NA,0.0387931034482759,116
PstI.TP749310,2,9525754,0.0433316670704427,NA,0.271551724137931,116
PstI.TP664215,11,4634,0.0440350713036446,NA,0.0948275862068965,116
PstI.TP1254872,7,56573064,0.0440592031405436,NA,0.0732758620689655,116
PstI.TP1026818,11,7134,0.0440987822021853,NA,0.142241379310345,116
PstI.TP25299,5,63419016,0.0451503147953339,NA,0.0344827586206897,116
PstI.TP1122752,2,56295956,0.0456575515090521,NA,0.228448275862069,116
PstI.TP177166,11,1456,0.0457553302864221,NA,0.137931034482759,116
NsiI.TP199138,11,11340,0.0457825879904912,NA,0.0517241379310345,116
PstI.TP188943,11,1538,0.0458111914804639,NA,0.0517241379310345,116
PstI.TP641744,2,61738293,0.0466592755896398,NA,0.237068965517241,116
PstI.TP521411,11,3897,0.0467339856456732,NA,0.0301724137931034,116
PstI.TP643379,3,5147929,0.0471503328235507,NA,0.0603448275862069,116
PstI.TP399236,6,58316655,0.0472907718804702,NA,0.0172413793103449,116
PstI.TP985838,3,58380810,0.0474528259807396,NA,0.0775862068965517,116
PstI.TP552710,11,4086,0.0481920424671183,NA,0.021551724137931,116
PstI.TP1169104,4,19508414,0.0486694547302686,NA,0.34051724137931,116
PstI.TP639947,5,3135429,0.0487569213608467,NA,0.185344827586207,116
NsiI.TP462536,1,62433879,0.0488130403710927,NA,0.0344827586206896,116
PstI.TP168720,4,64338756,0.0488694401401284,NA,0.0431034482758621,116
