"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"CmN","SUPER","PstI.TP920636",1,4777048,0.000000866777008716346
2,"CmN","SUPER","PstI.TP716030",1,5777867,0.0000134336179556085
3,"CmN","SUPER","NsiI.TP681203",1,8181678,0.000000411562535924241
4,"CmN","SUPER","PstI.TP1246915",1,8333935,0.00024674806921325
5,"CmN","SUPER","NsiI.TP370563",1,9097286,0.00000589711446179466
6,"CmN","SUPER","SSk40ctg20422_195",1,9699984,0.00000203862264071114
7,"CmN","SUPER","NsiI.TP676929",1,10800684,0.00000126496807256512
8,"CmN","SUPER","PstI.TP308387",1,12249163,0.0000000879656777908624
9,"CmN","SUPER","PstI.TP1284224",1,13151334,0.00000733676102342545
10,"CmN","SUPER","PstI.TP726878",1,13263594,0.00000218993710272563
11,"CmN","SUPER","NsiI.TP146220",1,13426299,0.00000688421442517598
12,"CmN","SUPER","NsiI.TP694874",1,18437145,0.00000041702556502394
13,"CmN","SUPER","PstI.TP31166",1,21535414,0.00000128469249621507
14,"CmN","SUPER","PstI.TP486350",1,53986066,0.000166042593077301
15,"CmN","SUPER","NsiI.TP521487",1,56983060,0.00000177831609627914
16,"CmN","SUPER","NsiI.TP489836",1,57849492,0.00000673507402402077
17,"CmN","SUPER","PstI.TP332665",1,62857264,0.000000554399880537962
18,"CmN","SUPER","PstI.TP528403",1,64043429,0.000210157125403871
19,"CmN","SUPER","NsiI.TP205429",1,68259081,0.000135075043033385
20,"CmN","SUPER","PstI.TP1026778",1,69284392,0.00000264150961932987
21,"CmN","SUPER","PstI.TP395640",1,70357867,0.0000615489636248713
22,"CmN","SUPER","PstI.TP665902",1,71068001,0.000118763965691252
23,"CmN","SUPER","PstI.TP1212724",1,72123046,0.00000000313119245332116
24,"CmN","SUPER","PstI.TP354576",1,73254845,0.00000052616599328798
25,"CmN","SUPER","NsiI.TP222046",1,73576744,0.0000420941295338139
26,"CmN","SUPER","PstI.TP735774",1,73800485,0.000278746215517239
27,"CmN","SUPER","NsiI.TP465791",1,74820948,0.000000450897567507206
28,"CmN","SUPER","NsiI.TP426452",1,75617475,0.00000000392170955703317
29,"CmN","SUPER","PstI.TP373008",1,76115111,0.0000000478886396894038
30,"CmN","SUPER","PstI.TP1027179",1,78340749,0.000168712031575624
31,"CmN","SUPER","NsiI.TP525011",10,450727,0.0000567170299899098
32,"CmN","SUPER","PstI.TP977650",10,3236503,0.0000007439123492333
33,"CmN","SUPER","PstI.TP1294713",10,4269426,0.000295862218913172
34,"CmN","SUPER","PstI.TP429801",10,8035175,0.0000540891886919789
35,"CmN","SUPER","PstI.TP1160897",10,17579080,0.000041839146614598
36,"CmN","SUPER","PstI.TP702993",10,42907827,0.000111715055139792
37,"CmN","SUPER","NsiI.TP423891",10,51417287,0.00000543020198814111
38,"CmN","SUPER","PstI.TP260371",10,52056932,0.000212227962764923
39,"CmN","SUPER","NsiI.TP561668",10,53807106,0.00000368418370110811
40,"CmN","SUPER","PstI.TP891669",10,54262693,0.0000000257640009930185
41,"CmN","SUPER","PstI.TP740299",10,56585445,0.0000833579145011795
42,"CmN","SUPER","PstI.TP311752",10,59788353,0.0000196350971068835
43,"CmN","SUPER","NsiI.TP637025",10,60487236,0.0000400663839513854
44,"CmN","SUPER","PstI.TP13205",11,107,0.000273278268974784
45,"CmN","SUPER","PstI.TP30419",11,232,0.000000101796125188127
46,"CmN","SUPER","PstI.TP69599",11,579,0.0000171009866445567
47,"CmN","SUPER","PstI.TP139250",11,1151,0.0000000712672195872474
48,"CmN","SUPER","PstI.TP140756",11,1171,0.000321637199193959
49,"CmN","SUPER","PstI.TP143038",11,1201,0.00000484342987135659
50,"CmN","SUPER","PstI.TP192620",11,1575,0.00021224904107635
51,"CmN","SUPER","PstI.TP221463",11,1817,0.000055581562046441
52,"CmN","SUPER","PstI.TP230626",11,1904,0.000000669074797604076
53,"CmN","SUPER","PstI.TP253210",11,2060,0.000000713126257354524
54,"CmN","SUPER","PstI.TP256342",11,2092,0.000319269034524825
55,"CmN","SUPER","PstI.TP320216",11,2535,0.000135837479811977
56,"CmN","SUPER","PstI.TP320220",11,2536,0.00000630088410057231
57,"CmN","SUPER","PstI.TP321591",11,2548,0.0000525986561792017
58,"CmN","SUPER","PstI.TP321657",11,2549,0.000155614239855451
59,"CmN","SUPER","PstI.TP323391",11,2564,0.0000000369757681635588
60,"CmN","SUPER","PstI.TP340194",11,2692,0.00000130020806282466
61,"CmN","SUPER","PstI.TP393341",11,3064,0.000153747464012565
62,"CmN","SUPER","PstI.TP404167",11,3138,0.00000464784402134217
63,"CmN","SUPER","PstI.TP434344",11,3329,0.000000604316775993802
64,"CmN","SUPER","PstI.TP438663",11,3360,0.000000197993580791932
65,"CmN","SUPER","PstI.TP440570",11,3369,0.0000016828156006655
66,"CmN","SUPER","PstI.TP445381",11,3416,0.0000221795012606361
67,"CmN","SUPER","PstI.TP451164",11,3454,0.000000070201140248911
68,"CmN","SUPER","PstI.TP465891",11,3546,0.00000000897047013967946
69,"CmN","SUPER","PstI.TP488827",11,3703,0.0000360611804915874
70,"CmN","SUPER","PstI.TP498655",11,3785,0.0000000400479572986222
71,"CmN","SUPER","PstI.TP530663",11,3963,0.000000116868318950931
72,"CmN","SUPER","PstI.TP574038",11,4131,0.00000000428843196034176
73,"CmN","SUPER","PstI.TP583520",11,4188,0.00010905942234612
74,"CmN","SUPER","PstI.TP588590",11,4212,0.0000000676966252265953
75,"CmN","SUPER","PstI.TP597057",11,4238,0.000330689901560051
76,"CmN","SUPER","PstI.TP662634",11,4622,0.000181198005066122
77,"CmN","SUPER","PstI.TP724007",11,4995,0.000000208216203807666
78,"CmN","SUPER","PstI.TP823292",11,5698,0.000000526152543435001
79,"CmN","SUPER","PstI.TP838694",11,5810,0.0000051972357377189
80,"CmN","SUPER","PstI.TP846513",11,5867,0.0000000051440081409629
81,"CmN","SUPER","PstI.TP908218",11,6342,0.0000000173140848889335
82,"CmN","SUPER","PstI.TP909123",11,6347,0.000000775826490233712
83,"CmN","SUPER","PstI.TP916844",11,6407,0.000000049142958737551
84,"CmN","SUPER","PstI.TP936322",11,6550,0.0000075678109325777
85,"CmN","SUPER","PstI.TP941024",11,6587,0.00000195667049791327
86,"CmN","SUPER","PstI.TP976164",11,6772,0.00000224812917359976
