"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"GFW_1","mrMLM","PstI.TP622176",3,65129470,0.000000757631459864825
2,"GFW_1","FASTmrMLM","PstI.TP1142098",1,2178144,0.000000960948249528278
3,"GFW_1","FASTmrMLM","PstI.TP131472",1,7412958,0
4,"GFW_1","FASTmrMLM","PstI.TP493750",1,9561853,0
5,"GFW_1","FASTmrMLM","NsiI.TP425431",1,29611471,0
6,"GFW_1","FASTmrMLM","NsiI.TP30868",1,51136397,0
7,"GFW_1","FASTmrMLM","PstI.TP457393",1,60097068,0.0000000464408328941048
8,"GFW_1","FASTmrMLM","PstI.TP929267",1,63290479,0.000137879595296886
9,"GFW_1","FASTmrMLM","NsiI.TP222587",1,73275339,0
10,"GFW_1","FASTmrMLM","PstI.TP134743",1,73610397,0
11,"GFW_1","FASTmrMLM","PstI.TP537292",1,78162057,0
12,"GFW_1","FASTmrMLM","PstI.TP640960",1,80209769,0
13,"GFW_1","FASTmrMLM","PstI.TP360841",2,2832783,0
14,"GFW_1","FASTmrMLM","NsiI.TP765685",2,16612091,0
15,"GFW_1","FASTmrMLM","PstI.TP210905",2,72650615,0
16,"GFW_1","FASTmrMLM","NsiI.TP777037",2,73985749,0
17,"GFW_1","FASTmrMLM","NsiI.TP133835",2,74932493,0
18,"GFW_1","FASTmrMLM","PstI.TP40160",2,77518912,0
19,"GFW_1","FASTmrMLM","NsiI.TP436966",3,208286,0
20,"GFW_1","FASTmrMLM","PstI.TP661215",3,54129611,0
21,"GFW_1","FASTmrMLM","NsiI.TP299172",3,55365719,0
22,"GFW_1","FASTmrMLM","NsiI.TP123780",3,55955099,0.0000000000000653882930004742
23,"GFW_1","FASTmrMLM","NsiI.TP215974",3,56338222,0
24,"GFW_1","FASTmrMLM","NsiI.TP496851",3,61267172,0
25,"GFW_1","FASTmrMLM","PstI.TP513949",3,61369495,0
26,"GFW_1","FASTmrMLM","PstI.TP964683",3,64769478,0
27,"GFW_1","FASTmrMLM","PstI.TP622176",3,65129470,0
28,"GFW_1","FASTmrMLM","GFSSContig11128_893",3,69715214,0
29,"GFW_1","FASTmrMLM","PstI.TP346735",3,71414448,0.000119371321019281
30,"GFW_1","FASTmrMLM","PstI.TP621994",3,74383503,0
31,"GFW_1","FASTmrMLM","PstI.TP532669",4,3498516,0
32,"GFW_1","FASTmrMLM","PstI.TP876839",4,6887064,0
33,"GFW_1","FASTmrMLM","NsiI.TP821811",4,48427329,0
34,"GFW_1","FASTmrMLM","PstI.TP840334",4,59482155,0
35,"GFW_1","FASTmrMLM","PstI.TP675318",4,60844616,0
36,"GFW_1","FASTmrMLM","NsiI.TP205267",4,64749548,0
37,"GFW_1","FASTmrMLM","PstI.TP935651",4,66370793,0
38,"GFW_1","FASTmrMLM","PstI.TP325669",4,67124681,0
39,"GFW_1","FASTmrMLM","PstI.TP1014148",5,51656308,0.000000000000157979232648838
40,"GFW_1","FASTmrMLM","NsiI.TP604676",5,62326679,0
41,"GFW_1","FASTmrMLM","PstI.TP133136",5,65324990,0
42,"GFW_1","FASTmrMLM","PstI.TP1052140",6,19137861,0.00000000372734849690334
43,"GFW_1","FASTmrMLM","NsiI.TP211131",6,32284894,0
44,"GFW_1","FASTmrMLM","NsiI.TP825923",6,52448208,0
45,"GFW_1","FASTmrMLM","PstI.TP705829",6,58061911,0
46,"GFW_1","FASTmrMLM","NsiI.TP810192",8,2563502,0
47,"GFW_1","FASTmrMLM","PstI.TP984285",9,11318249,0.000000210474748865598
48,"GFW_1","FASTmrMLM","PstI.TP1192081",9,48933732,0
49,"GFW_1","FASTmrMLM","NsiI.TP738747",9,55526594,0
50,"GFW_1","FASTmrMLM","NsiI.TP616446",9,56031936,0
51,"GFW_1","FASTmrMLM","PstI.TP190834",9,57732406,0
52,"GFW_1","FASTmrMLM","NsiI.TP90957",9,58754094,0
53,"GFW_1","FASTmrMLM","PstI.TP1264238",10,5451657,0
54,"GFW_1","FASTmrMLM","PstI.TP846172",10,42875099,0.00000104761087962036
55,"GFW_1","FASTmrMLM","PstI.TP125419",10,50424324,0
56,"GFW_1","FASTmrMLM","PstI.TP719659",10,54993631,0
57,"GFW_1","FASTmrMLM","PstI.TP271541",10,56172761,0
58,"GFW_1","FASTmrMLM","PstI.TP248498",10,57422064,0.0000119894704047942
59,"GFW_1","FASTmrMLM","PstI.TP68941",11,572,0
60,"GFW_1","FASTmrMLM","PstI.TP108730",11,899,0
61,"GFW_1","FASTmrMLM","PstI.TP118441",11,979,0
62,"GFW_1","FASTmrMLM","PstI.TP151071",11,1250,0.0000000210377843976648
63,"GFW_1","FASTmrMLM","PstI.TP187918",11,1532,0
64,"GFW_1","FASTmrMLM","PstI.TP199807",11,1626,0
65,"GFW_1","FASTmrMLM","PstI.TP201653",11,1648,0
66,"GFW_1","FASTmrMLM","PstI.TP393010",11,3057,0
67,"GFW_1","FASTmrMLM","PstI.TP434247",11,3327,0.0000000000000381944270840047
68,"GFW_1","FASTmrMLM","PstI.TP511612",11,3858,0
69,"GFW_1","FASTmrMLM","PstI.TP607810",11,4293,0
70,"GFW_1","FASTmrMLM","PstI.TP693499",11,4804,0
71,"GFW_1","FASTmrMLM","PstI.TP720017",11,4972,0
72,"GFW_1","FASTmrMLM","PstI.TP874146",11,6098,0
73,"GFW_1","FASTmrMLM","PstI.TP897332",11,6254,0
74,"GFW_1","FASTmrMLM","PstI.TP955372",11,6663,0.00000000000190941354922729
75,"GFW_1","FASTmrMLM","PstI.TP1009395",11,6997,0
76,"GFW_1","FASTmrMLM","PstI.TP1018027",11,7068,0
77,"GFW_1","FASTmrMLM","PstI.TP1020545",11,7078,0.000000000000012433688991553
78,"GFW_1","FASTmrMLM","PstI.TP1046468",11,7261,0
79,"GFW_1","FASTmrMLM","PstI.TP1075605",11,7505,0.0000000000000156530870338115
