"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"FW_50","mrMLM","NsiI.TP30868",1,51136397,0.000000371179515033549
2,"FW_50","mrMLM","PstI.TP622176",3,65129470,0.0000000544458772881395
3,"FW_50","mrMLM","PstI.TP935651",4,66370793,0.00000000123651673934917
4,"FW_50","mrMLM","NsiI.TP821811",4,48427329,0.00000000000976252142507514
5,"FW_50","mrMLM","NsiI.TP825923",6,52448208,0.0000266088435475937
6,"FW_50","mrMLM","NsiI.TP607068",8,1666575,0.000000123690686522589
7,"FW_50","mrMLM","NsiI.TP383484",9,6111601,0.0000323145416304925
8,"FW_50","mrMLM","PstI.TP125419",10,50424324,0.00000320071496201622
9,"FW_50","FASTmrMLM","PstI.TP661215",3,54129611,0.00000000254155785350171
10,"FW_50","FASTmrMLM","NsiI.TP383484",9,6111601,0.000000556416499872997
11,"FW_50","FASTmrMLM","PstI.TP125419",10,50424324,0.00002484848985453
12,"FW_50","FASTmrMLM","PstI.TP108730",11,899,0.00000877000821143634
13,"FW_50","FASTmrMLM","PstI.TP187918",11,1532,0.0000542000890401624
14,"FW_50","pLARmEB","PstI.TP332845",3,68039381,0.0000326738266063143
15,"FW_50","pLARmEB","PstI.TP1052140",6,19137861,0.00000396186798370326
16,"FW_50","pLARmEB","NsiI.TP211131",6,32284894,0.000000000216222059671188
17,"FW_50","pLARmEB","NsiI.TP493682",7,59972191,0.000124824547392454
18,"FW_50","pLARmEB","NsiI.TP383484",9,6111601,0.000000938209875556287
19,"FW_50","pLARmEB","PstI.TP125419",10,50424324,0.00000406256198186843
20,"FW_50","pLARmEB","PstI.TP187918",11,1532,0.00000695184371278247
21,"FW_50","pLARmEB","PstI.TP437620",11,3351,0.000001498649247639
22,"FW_50","pLARmEB","PstI.TP497572",11,3771,0.00000100554150185604
23,"FW_50","pLARmEB","NsiI.TP767179",11,18585,0.0000599791076255509
24,"FW_50","FarmCPU","NsiI.TP632002",1,70863814,0.0000000000110366359279034
25,"FW_50","FarmCPU","PstI.TP1027360",2,64471256,0.000000627613583613769
26,"FW_50","FarmCPU","PstI.TP202284",10,56175041,0.0000000133776492870454
27,"FW_50","FarmCPU","NsiI.TP728788",11,18071,0.00000000401817715729169
