"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"CmD_BI_mm","SUPER","PstI.TP1010387",1,1174408,0.0000254697486865669
2,"CmD_BI_mm","SUPER","NsiI.TP458186",1,17286811,0.0000267615461614301
3,"CmD_BI_mm","SUPER","NsiI.TP617088",1,64447244,0.0000451716386803693
4,"CmD_BI_mm","SUPER","PstI.TP68682",1,65572744,0.0000299612447159043
5,"CmD_BI_mm","SUPER","NsiI.TP746656",1,78795371,0.000010528611468389
6,"CmD_BI_mm","SUPER","PstI.TP1190408",10,55038705,0.0000675448514417505
7,"CmD_BI_mm","SUPER","PstI.TP1142775",10,59444663,0.0000323844184125962
8,"CmD_BI_mm","SUPER","PstI.TP165648",11,1361,0.0000230307015010896
9,"CmD_BI_mm","SUPER","PstI.TP234825",11,1928,0.00000742898065338938
10,"CmD_BI_mm","SUPER","PstI.TP783734",11,5409,0.0000313642489909383
11,"CmD_BI_mm","SUPER","PstI.TP798836",11,5531,0.0000704167175463909
12,"CmD_BI_mm","SUPER","PstI.TP1100995",11,7703,0.0000427967083531055
13,"CmD_BI_mm","SUPER","PstI.TP1116419",11,7828,0.0000496504463287229
14,"CmD_BI_mm","SUPER","PstI.TP1212087",11,8541,0.0000714599597679365
15,"CmD_BI_mm","SUPER","NsiI.TP124479",11,10496,0.0000396191909603966
16,"CmD_BI_mm","SUPER","NsiI.TP204049",11,11394,0.0000564842612609207
17,"CmD_BI_mm","SUPER","NsiI.TP230675",11,11715,0.00000418270818970001
18,"CmD_BI_mm","SUPER","NsiI.TP436929",11,14189,0.0000039990772518439
19,"CmD_BI_mm","SUPER","NsiI.TP437451",11,14208,0.0000129536677348763
20,"CmD_BI_mm","SUPER","NsiI.TP463974",11,14652,0.0000209878415752104
21,"CmD_BI_mm","SUPER","NsiI.TP477347",11,14880,0.0000433523227649251
22,"CmD_BI_mm","SUPER","NsiI.TP485243",11,14975,0.0000565352180353314
23,"CmD_BI_mm","SUPER","NsiI.TP508992",11,15394,0.0000483382037658816
24,"CmD_BI_mm","SUPER","NsiI.TP520458",11,15536,0.000037707277731949
25,"CmD_BI_mm","SUPER","NsiI.TP532803",11,15725,0.0000547067402154368
26,"CmD_BI_mm","SUPER","NsiI.TP607301",11,16622,0.0000598983148747619
27,"CmD_BI_mm","SUPER","NsiI.TP697722",11,17717,0.0000110783370900071
28,"CmD_BI_mm","SUPER","NsiI.TP780321",11,18737,0.00000738288556415158
29,"CmD_BI_mm","SUPER","PstI.TP1251590",2,7834748,0.000024282521246672
30,"CmD_BI_mm","SUPER","PstI.TP326938",2,16984761,0.00000697982774122266
31,"CmD_BI_mm","SUPER","NsiI.TP423584",2,57602883,0.0000203037235072311
32,"CmD_BI_mm","SUPER","NsiI.TP193765",2,66623554,0.0000601331374525396
33,"CmD_BI_mm","SUPER","NsiI.TP352560",2,67013461,0.0000616493423251639
34,"CmD_BI_mm","SUPER","NsiI.TP681352",3,1496392,0.0000251699172962597
35,"CmD_BI_mm","SUPER","NsiI.TP481731",3,49592212,0.00000563552173762005
36,"CmD_BI_mm","SUPER","PstI.TP105201",3,55869447,0.0000260319389907663
37,"CmD_BI_mm","SUPER","PstI.TP24440",3,56292065,0.0000303810254523578
38,"CmD_BI_mm","SUPER","NsiI.TP501941",3,65413138,0.000069248156784782
39,"CmD_BI_mm","SUPER","NsiI.TP370880",3,68111215,0.0000429329998537478
40,"CmD_BI_mm","SUPER","NsiI.TP127922",4,54754163,0.0000502064727873464
41,"CmD_BI_mm","SUPER","PstI.TP292445",4,62388173,0.0000196643574352379
42,"CmD_BI_mm","SUPER","NsiI.TP615492",4,64860373,0.00000558247298232413
43,"CmD_BI_mm","SUPER","NsiI.TP635575",5,38567770,0.0000158306347194672
44,"CmD_BI_mm","SUPER","NsiI.TP352026",6,555824,0.0000155093656897552
45,"CmD_BI_mm","SUPER","GFSSContig15446_474",6,30284338,0.0000121906348350883
46,"CmD_BI_mm","SUPER","NsiI.TP675623",6,46224826,0.000060488938537385
47,"CmD_BI_mm","SUPER","PstI.TP1166917",6,48079196,0.0000428582590657363
48,"CmD_BI_mm","SUPER","NsiI.TP578154",6,56423273,0.0000541273680314713
49,"CmD_BI_mm","SUPER","NsiI.TP195495",6,57418687,0.0000565665168699914
50,"CmD_BI_mm","SUPER","PstI.TP486630",7,59118365,0.0000685549916022024
51,"CmD_BI_mm","SUPER","PstI.TP953477",7,59672539,0.0000496182118399004
52,"CmD_BI_mm","SUPER","PstI.TP979383",8,1964087,0.00000729758806855681
53,"CmD_BI_mm","SUPER","PstI.TP699168",8,2542291,0.0000687693367636827
54,"CmD_BI_mm","SUPER","PstI.TP976352",8,59033995,0.0000169383484521601
