"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"GHW_50","mrMLM","NsiI.TP821811",4,48427329,0.000000000912454043332376
2,"GHW_50","mrMLM","PstI.TP133136",5,65324990,0.000126658400716601
3,"GHW_50","mrMLM","NsiI.TP834285",5,52986053,0.0000107063392331669
4,"GHW_50","mrMLM","NsiI.TP825923",6,52448208,0.00000330297282062134
5,"GHW_50","mrMLM","PstI.TP198419",7,2405340,0.000172830744200328
6,"GHW_50","mrMLM","NsiI.TP607068",8,1666575,0.0000108754691303086
7,"GHW_50","ISIS EM-BLASSO","NsiI.TP245163",5,55180573,0.000131008658625703
8,"GHW_50","ISIS EM-BLASSO","PstI.TP1053561",11,7316,0.0000233130985741803
9,"GHW_50","FarmCPU","NsiI.TP632002",1,70863814,0.00000000000000000585189579181746
10,"GHW_50","FarmCPU","NsiI.TP422447",1,76155603,0.000000000643283193430614
11,"GHW_50","FarmCPU","NsiI.TP728788",11,18071,0.000000000000098387023187856
