"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"Lg","mrMLM","PstI.TP354335",3,50899095,0.000092316642271837
2,"Lg","mrMLM","NsiI.TP128994",3,70221019,0.0000000609800814346822
3,"Lg","mrMLM","PstI.TP350585",4,1509412,0.00000000817941041202722
4,"Lg","mrMLM","NsiI.TP267327",5,66109578,0
5,"Lg","mrMLM","PstI.TP980540",6,60689401,0.0000812697642614209
6,"Lg","mrMLM","PstI.TP772416",8,41490786,0
7,"Lg","FASTmrMLM","NsiI.TP446938",1,75897062,0.0000775353943359598
8,"Lg","FASTmrMLM","PstI.TP316592",11,2507,0.00001095468767334
9,"Lg","FASTmrMLM","NsiI.TP384120",11,13376,0.000000557699172375677
10,"Lg","FASTmrMLM","NsiI.TP484341",11,14956,0.000000079086070944414
11,"Lg","FASTmrMLM","NsiI.TP505894",11,15333,0.0000000000488090101247575
12,"Lg","FASTmrMLM","NsiI.TP611113",11,16681,0.00000000000479291801219086
13,"Lg","pLARmEB","PstI.TP761288",1,1274696,0.0000703234226907659
14,"Lg","pLARmEB","NsiI.TP446938",1,75897062,0.0000345620902570126
15,"Lg","pLARmEB","PstI.TP354335",3,50899095,0.0000307538859881318
16,"Lg","pLARmEB","PstI.TP902808",4,62660624,0.000000999539589003087
17,"Lg","pLARmEB","NsiI.TP267327",5,66109578,0.000000000388329157004955
18,"Lg","pLARmEB","PstI.TP301385",9,195894,0.0000199388451252085
19,"Lg","pLARmEB","PstI.TP1024760",10,61222672,0.00018840828656596
20,"Lg","pLARmEB","PstI.TP263565",11,2137,0.000138899281749685
21,"Lg","pLARmEB","PstI.TP483332",11,3662,0.000122123713016531
22,"Lg","pLARmEB","NsiI.TP54249",11,9757,0.00000307893130974161
23,"Lg","pLARmEB","NsiI.TP251131",11,11955,0.000173740073138577
24,"Lg","pLARmEB","NsiI.TP384120",11,13376,0.000043042748948833
25,"Lg","pLARmEB","NsiI.TP407718",11,13618,0.0000000000135612586743565
26,"Lg","pLARmEB","NsiI.TP484341",11,14956,0.0000780189318265061
27,"Lg","pLARmEB","NsiI.TP505894",11,15333,0.00000000174622418961135
28,"Lg","pLARmEB","NsiI.TP611113",11,16681,0.00000000130106801363285
29,"Lg","ISIS EM-BLASSO","NsiI.TP267327",5,66109578,0
30,"Lg","ISIS EM-BLASSO","PstI.TP1134201",9,49341921,0
31,"Lg","MLMM","GFSSContig19978_2050",1,16994300,0.00000120592702964359
32,"Lg","MLMM","PstI.TP372374",1,70331274,0.000000000000000119468462280625
33,"Lg","MLMM","PstI.TP832974",1,73972161,0.00000109630989851785
34,"Lg","MLMM","PstI.TP381085",11,2985,0.000000000000000000000000000000000424717684733012
35,"Lg","MLMM","PstI.TP522119",11,3902,2.82799404468804e-52
36,"Lg","MLMM","PstI.TP1092851",11,7637,0.000000129827683286972
37,"Lg","MLMM","NsiI.TP628025",11,16917,0.0000000225415607260664
38,"Lg","FarmCPU","PstI.TP684655",1,5379329,0.000000000632335957781949
39,"Lg","FarmCPU","GFSSContig14716_1047",2,75444144,0.000000000654450002096892
40,"Lg","FarmCPU","PstI.TP765965",3,20259611,0.0000000771851074117695
41,"Lg","FarmCPU","NsiI.TP423749",8,52745949,4.28538137477041e-46
42,"Lg","FarmCPU","PstI.TP998803",9,51615898,0.000000000000158635383499808
43,"Lg","FarmCPU","GFSSContig19578_877",9,52518574,0.0000000311736748771421
44,"Lg","FarmCPU","NsiI.TP108840",10,56283539,0.0000000479950508612783
45,"Lg","FarmCPU","PstI.TP43876",11,365,0.00000134378450127715
46,"Lg","FarmCPU","PstI.TP522119",11,3902,1.6661516358799e-37
