"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"GS","mrMLM","NsiI.TP25518",1,66003290,0.0000154617981726742
2,"GS","mrMLM","NsiI.TP813085",1,73266383,0.00000305288187155625
3,"GS","mrMLM","PstI.TP482377",2,71803501,0.0000163056831907804
4,"GS","mrMLM","PstI.TP1215716",2,73397741,0.000000944482683907079
5,"GS","mrMLM","PstI.TP731791",2,67846780,0.000102898963466482
6,"GS","mrMLM","PstI.TP673750",3,65713273,0.000121033056262388
7,"GS","mrMLM","PstI.TP171713",4,6902976,0.00000131274387308738
8,"GS","mrMLM","PstI.TP76584",4,63703400,0.00000000143593902951943
9,"GS","mrMLM","NsiI.TP100469",4,57248732,0.00000142782834747668
10,"GS","mrMLM","PstI.TP63816",5,748461,0.0000000213838549563153
11,"GS","mrMLM","PstI.TP65243",6,53953020,0.000000025180711658668
12,"GS","mrMLM","PstI.TP526422",6,50557773,0.0000000540591235141178
13,"GS","mrMLM","PstI.TP1157187",8,5056792,0.00000000000000921484426827533
14,"GS","FASTmrMLM","NsiI.TP793729",1,9458454,0
15,"GS","FASTmrMLM","NsiI.TP607578",2,15114940,0.000126386300023125
16,"GS","FASTmrMLM","PstI.TP961429",3,42107327,0.000000000156494831922487
17,"GS","FASTmrMLM","NsiI.TP95031",6,54950661,0.0000291071711806661
18,"GS","FASTmrMLM","NsiI.TP420885",7,2343371,0.000000150003019045595
19,"GS","FASTmrMLM","PstI.TP815581",8,2866196,0.000000000199159028905762
20,"GS","FASTmrMLM","PstI.TP1157187",8,5056792,0.0000308673964568386
21,"GS","FASTmrMLM","PstI.TP438261",9,57473962,0.0000000151321277820007
22,"GS","FASTmrMLM","PstI.TP1187813",11,8391,0
23,"GS","FASTmrMLM","NsiI.TP30213",11,9468,0
24,"GS","FASTmrMLM","NsiI.TP692236",11,17649,0.000162967123511053
25,"GS","pLARmEB","PstI.TP1007615",1,4064445,0.00000000000145545908058197
26,"GS","pLARmEB","NsiI.TP793729",1,9458454,0.0000000000000409637776369679
27,"GS","pLARmEB","PstI.TP789324",4,58498356,0.000052844525177518
28,"GS","pLARmEB","PstI.TP1157187",8,5056792,0.000000000000107028638291139
29,"GS","pLARmEB","PstI.TP148431",11,1238,0.000111634903165924
30,"GS","pLARmEB","PstI.TP404861",11,3145,0.00000000000177051658789575
31,"GS","pLARmEB","PstI.TP1187813",11,8391,0.00000872971368388111
32,"GS","pLARmEB","NsiI.TP30213",11,9468,0
33,"GS","pLARmEB","NsiI.TP113279",11,10344,0
34,"GS","pLARmEB","NsiI.TP397093",11,13500,0.0000000000120254129810778
35,"GS","ISIS EM-BLASSO","NsiI.TP30213",11,9468,0
36,"GS","ISIS EM-BLASSO","NsiI.TP113279",11,10344,0.00000000857630070524156
37,"GS","MLMM","NsiI.TP326794",1,58346265,0.0000000615711811286585
38,"GS","MLMM","PstI.TP403553",4,8282587,0.000000464845609504346
39,"GS","MLMM","PstI.TP907753",4,63007722,0.0000000997587245653373
40,"GS","MLMM","PstI.TP249032",4,65257396,0.000000929460192957018
41,"GS","MLMM","NsiI.TP20067",6,57479677,0.00000113354856042561
42,"GS","MLMM","NsiI.TP533478",7,1678358,0.000000195774597950391
43,"GS","MLMM","PstI.TP894633",7,63851283,0.000000373375594034599
44,"GS","MLMM","NsiI.TP653952",9,50177925,0.000000159804517450313
45,"GS","MLMM","PstI.TP1133587",10,42973263,1.01507188612104e-46
46,"GS","MLMM","NsiI.TP523850",10,48928341,0.000000592653904324356
47,"GS","MLMM","PstI.TP40961",11,345,0.0000000370225414843995
48,"GS","MLMM","PstI.TP378319",11,2960,0.000000124771625684634
49,"GS","MLMM","PstI.TP475178",11,3604,0.000000875671220230599
50,"GS","MLMM","PstI.TP843666",11,5842,0.000000443392645053573
51,"GS","MLMM","PstI.TP1216244",11,8565,0.00000128950100561188
52,"GS","MLMM","NsiI.TP73196",11,9976,0.00000000000000000000467214878245081
53,"GS","MLMM","NsiI.TP135783",11,10642,0.000000420969197781018
54,"GS","MLMM","NsiI.TP407709",11,13617,0.0000000640522062933455
55,"GS","MLMM","NsiI.TP526074",11,15627,0.0000000132179081757843
56,"GS","MLMM","NsiI.TP715038",11,17936,0.000000428495047133416
57,"GS","MLMM","NsiI.TP731617",11,18100,0.0000000136909963471454
58,"GS","FarmCPU","NsiI.TP211798",1,72131324,0.000000166938738990674
59,"GS","FarmCPU","NsiI.TP351136",2,61077854,0.00000000898830115546216
60,"GS","FarmCPU","PstI.TP1071759",2,72760203,0.000000000000000000000000178411824087826
61,"GS","FarmCPU","NsiI.TP112582",3,8984652,0.00000000000000000000000230429617951031
62,"GS","FarmCPU","NsiI.TP216204",3,10213700,0.000000247863331287136
63,"GS","FarmCPU","PstI.TP377249",3,11377265,0.00000000000000049564703015795
64,"GS","FarmCPU","PstI.TP318195",3,73032713,0.000000638148946762066
65,"GS","FarmCPU","PstI.TP907753",4,63007722,0.00000000000000000000000000000158805910698252
66,"GS","FarmCPU","PstI.TP894695",5,17179622,0.000000132517044751141
67,"GS","FarmCPU","PstI.TP1125803",6,46724112,0.0000000000000662020940972744
68,"GS","FarmCPU","NsiI.TP291101",6,61129114,0.00000000000000000019879115733859
69,"GS","FarmCPU","PstI.TP1154962",9,49965464,0.000000120803669634491
70,"GS","FarmCPU","PstI.TP1133587",10,42973263,3.74007087364126e-89
71,"GS","FarmCPU","PstI.TP433234",11,3320,0.000000401831615293083
72,"GS","FarmCPU","PstI.TP731949",11,5046,0.000000339921074171415
73,"GS","FarmCPU","PstI.TP1038708",11,7212,0.000000000138074567098301
74,"GS","FarmCPU","PstI.TP1128346",11,7917,0.00000000000277692636806976
75,"GS","FarmCPU","PstI.TP1130370",11,7930,0.0000000246454319852878
76,"GS","FarmCPU","NsiI.TP73196",11,9976,2.61326893596714e-35
77,"GS","FarmCPU","NsiI.TP342603",11,12898,0.000000134854340375764
