"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"OWA","mrMLM","PstI.TP133988",1,74849338,0.00000429536426764887
2,"OWA","mrMLM","PstI.TP213479",2,63992469,0.000173380399775414
3,"OWA","mrMLM","NsiI.TP217705",3,52086855,0.000177010895831742
4,"OWA","mrMLM","PstI.TP998558",4,57766875,0.0000000000650129690343092
5,"OWA","mrMLM","PstI.TP847211",7,64315939,0.0000365594791613125
6,"OWA","mrMLM","NsiI.TP438615",11,14236,0.00000000000857037845230369
7,"OWA","FASTmrMLM","NsiI.TP474215",1,77512901,0.000000120281822535565
8,"OWA","FASTmrMLM","PstI.TP998558",4,57766875,0.00000600067353864116
9,"OWA","FASTmrMLM","PstI.TP754277",5,1988689,0.00000432115654470299
10,"OWA","FASTmrMLM","NsiI.TP48279",11,9712,0.000000229614864811236
