"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"FD_1","SUPER","PstI.TP856852",1,1153760,0.00000679489880204458
2,"FD_1","SUPER","NsiI.TP486649",1,2601704,0.000148571447583685
3,"FD_1","SUPER","NsiI.TP486661",1,4467735,0.000207268885781385
4,"FD_1","SUPER","PstI.TP68903",1,5898727,0.000168870325250746
5,"FD_1","SUPER","NsiI.TP554788",1,5933733,0.000118323666731225
6,"FD_1","SUPER","NsiI.TP476261",1,6164220,0.00000391025739966917
7,"FD_1","SUPER","NsiI.TP441010",1,7822032,0.0000111998193962147
8,"FD_1","SUPER","PstI.TP1286999",1,9623485,0.000132527092899338
9,"FD_1","SUPER","PstI.TP91211",1,10530796,0.0000571721914447755
10,"FD_1","SUPER","NsiI.TP195180",1,12857502,0.00011403701471895
11,"FD_1","SUPER","PstI.TP392482",1,17611146,0.000190143589091961
12,"FD_1","SUPER","PstI.TP643290",1,53455562,0.000143486923898152
13,"FD_1","SUPER","NsiI.TP808101",1,55581036,0.000173275334277799
14,"FD_1","SUPER","NsiI.TP241069",1,56195369,0.0000509962459610305
15,"FD_1","SUPER","NsiI.TP509280",1,58994548,0.00014078779545988
16,"FD_1","SUPER","PstI.TP1185674",1,60148122,0.00010304789181568
17,"FD_1","SUPER","NsiI.TP123778",1,60586278,0.000167299950480274
18,"FD_1","SUPER","NsiI.TP119595",1,61467903,0.0000515101913591298
19,"FD_1","SUPER","NsiI.TP761443",1,62177665,0.0000420496410041612
20,"FD_1","SUPER","NsiI.TP549898",1,62918080,0.000139165554808807
21,"FD_1","SUPER","NsiI.TP674601",1,69112506,0.0000932192589105408
22,"FD_1","SUPER","NsiI.TP469911",1,72682614,0.00000374734513362142
23,"FD_1","SUPER","PstI.TP1004938",1,72895372,0.000000647987922135478
24,"FD_1","SUPER","NsiI.TP528762",1,76435180,0.00000113399712829971
25,"FD_1","SUPER","PstI.TP14467",10,3103147,0.000000391285902524478
26,"FD_1","SUPER","NsiI.TP237545",10,5377137,0.0000150273690425522
27,"FD_1","SUPER","NsiI.TP440694",10,6482395,0.000172353614539281
28,"FD_1","SUPER","PstI.TP77980",10,10346907,0.000204125734584395
29,"FD_1","SUPER","NsiI.TP321836",10,43096218,0.0000557330846998031
30,"FD_1","SUPER","PstI.TP195926",10,51681294,0.0000115017208488781
31,"FD_1","SUPER","NsiI.TP260208",10,52582112,0.000128404990883967
32,"FD_1","SUPER","PstI.TP410728",10,54017261,0.0000549516119886628
33,"FD_1","SUPER","NsiI.TP652320",10,54138549,0.00000216678300672843
34,"FD_1","SUPER","NsiI.TP627077",10,60121241,0.000192482932421199
35,"FD_1","SUPER","PstI.TP100020",11,817,0.0000219831804467864
36,"FD_1","SUPER","PstI.TP158011",11,1295,0.0000860039750419183
37,"FD_1","SUPER","PstI.TP159372",11,1308,0.0000258146950519787
38,"FD_1","SUPER","PstI.TP189070",11,1540,0.000182121345305457
