"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"FD_50","SUPER","PstI.TP856852",1,1153760,0.0000537868401492037
2,"FD_50","SUPER","PstI.TP396517",1,1727743,0.000155060763806321
3,"FD_50","SUPER","NsiI.TP412045",1,2102732,0.000069830936735439
4,"FD_50","SUPER","PstI.TP637101",1,3390212,0.00013330955638876
5,"FD_50","SUPER","PstI.TP346636",1,4227896,0.00022112588201994
6,"FD_50","SUPER","PstI.TP68903",1,5898727,0.000274095042876392
7,"FD_50","SUPER","NsiI.TP554788",1,5933733,0.0000694389959271425
8,"FD_50","SUPER","NsiI.TP476261",1,6164220,0.00000849177540660229
9,"FD_50","SUPER","NsiI.TP750756",1,6898016,0.0000426547382606435
10,"FD_50","SUPER","NsiI.TP441010",1,7822032,0.000188053080250514
11,"FD_50","SUPER","PstI.TP1286999",1,9623485,0.000275425982732076
12,"FD_50","SUPER","PstI.TP91211",1,10530796,0.00000673518127522601
13,"FD_50","SUPER","NsiI.TP195180",1,12857502,0.0000109517519014178
14,"FD_50","SUPER","PstI.TP392482",1,17611146,0.000152867692382174
15,"FD_50","SUPER","PstI.TP643290",1,53455562,0.000230071890262982
16,"FD_50","SUPER","NsiI.TP241069",1,56195369,0.000124096776933365
17,"FD_50","SUPER","PstI.TP1248141",1,57379416,0.000134288038092367
18,"FD_50","SUPER","PstI.TP1185674",1,60148122,0.000025320692627694
19,"FD_50","SUPER","NsiI.TP123778",1,60586278,0.0000205386579854788
20,"FD_50","SUPER","NsiI.TP119595",1,61467903,0.000161232224412484
21,"FD_50","SUPER","NsiI.TP761443",1,62177665,0.0000173664955125211
22,"FD_50","SUPER","NsiI.TP674601",1,69112506,0.000163762486099927
23,"FD_50","SUPER","PstI.TP440583",1,70293723,0.000136334834368073
24,"FD_50","SUPER","NsiI.TP632002",1,70863814,0.0000468124187835806
25,"FD_50","SUPER","NsiI.TP607427",1,72380263,0.0000280240650763627
26,"FD_50","SUPER","NsiI.TP469911",1,72682614,0.000000836897009418955
27,"FD_50","SUPER","PstI.TP1004938",1,72895372,0.000146684416115474
28,"FD_50","SUPER","NsiI.TP670301",1,75616619,0.00010173050734558
