"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
1,"CCirc_cm","mrMLM","PstI.TP584552",2,59081475,0.0000683850234213148
2,"CCirc_cm","mrMLM","PstI.TP773172",3,55061314,0.000000330076039751368
3,"CCirc_cm","mrMLM","PstI.TP197493",7,2953287,0.000000093837839471873
4,"CCirc_cm","mrMLM","PstI.TP814417",7,63993858,0.0000068264042027062
5,"CCirc_cm","FASTmrMLM","PstI.TP773172",3,55061314,0.0000000742335107036616
6,"CCirc_cm","FASTmrMLM","PstI.TP982503",4,55764847,0.0000440250644073913
7,"CCirc_cm","FASTmrMLM","NsiI.TP762935",6,3182336,0.0000528810414931306
8,"CCirc_cm","FASTmrMLM","PstI.TP501240",6,40247059,0.000129181403900306
9,"CCirc_cm","FASTmrMLM","PstI.TP478785",6,58929159,0.0000152967792723014
10,"CCirc_cm","FASTmrMLM","PstI.TP128846",11,1080,0.00000224439865617831
11,"CCirc_cm","FASTmrMLM","PstI.TP1166684",11,8202,0.00000232220202801473
12,"CCirc_cm","FASTmrMLM","NsiI.TP693731",11,17668,0.000129181403900306
13,"CCirc_cm","pLARmEB","PstI.TP773172",3,55061314,0.00000010577913224995
14,"CCirc_cm","pLARmEB","PstI.TP982503",4,55764847,0.0000496592321450336
15,"CCirc_cm","pLARmEB","NsiI.TP762935",6,3182336,0.0000469894108605215
16,"CCirc_cm","pLARmEB","PstI.TP128846",11,1080,0.0000105511549267549
17,"CCirc_cm","pLARmEB","PstI.TP1166684",11,8202,0.0000197151461099659
18,"CCirc_cm","ISIS EM-BLASSO","PstI.TP1158211",3,61619462,0.00000546134987505724
19,"CCirc_cm","ISIS EM-BLASSO","PstI.TP1145813",5,69264081,0.000000269091512648098
20,"CCirc_cm","ISIS EM-BLASSO","PstI.TP501240",6,40247059,0.0000000930893504637728
21,"CCirc_cm","FarmCPU","PstI.TP7045",1,77244483,0.00000000929950233084781
22,"CCirc_cm","FarmCPU","NsiI.TP681584",2,360235,0.000000209417927331919
23,"CCirc_cm","FarmCPU","NsiI.TP634727",3,6399724,0.0000000173815471181689
